dossier_id,source_id,source_type_raw,year_raw,title_or_database_raw,doi_or_accession_raw,pmid_raw,url_raw
M4-FUNG-0469,S002,authoritative database,current,MIBiG BGC0002543,BGC0002543.3,32239586,https://mibig.secondarymetabolites.org/repository/BGC0002543/
M4-FUNG-0469,S003,primary research,2020,Acrophiarin (antibiotic S31794/F-1) from Penicillium arenicola shares biosynthetic features with both Aspergillus- and Leotiomycete-type echinocandins,10.1111/1462-2920.15004,32239586,https://pubmed.ncbi.nlm.nih.gov/32239586/
M4-FUNG-0470,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0470,BGC0002546.3,31897521,https://mibig.secondarymetabolites.org/repository/BGC0002546/
M4-FUNG-0470,S002,authoritative database,current,MIBiG BGC0002546,BGC0002546.3,31897521,https://mibig.secondarymetabolites.org/repository/BGC0002546/
M4-FUNG-0470,S003,primary research,2020,Chaetoglobosins and azaphilones from Chaetomium globosum associated with Apostichopus japonicus,10.1007/s00253-019-10308-0,31897521,https://pubmed.ncbi.nlm.nih.gov/31897521/
M4-FUNG-0471,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0471,BGC0002549.2,34154413,https://mibig.secondarymetabolites.org/repository/BGC0002549/
M4-FUNG-0471,S002,authoritative database,current,MIBiG BGC0002549,BGC0002549.2 / JAEUBB010000008.1,34154413,https://mibig.secondarymetabolites.org/repository/BGC0002549/
M4-FUNG-0471,S003,primary research,2021,"Linking a Gene Cluster to Atranorin, a Major Cortical Substance of Lichens, through Genetic Dereplication and Heterologous Expression",10.1128/mBio.01111-21,34154413,https://pubmed.ncbi.nlm.nih.gov/34154413/
M4-FUNG-0472,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0472,BGC0002555.3,33617244,https://mibig.secondarymetabolites.org/repository/BGC0002555/
M4-FUNG-0472,S002,authoritative database,current,MIBiG BGC0002555,BGC0002555.3 / MT050462.1,33617244,https://mibig.secondarymetabolites.org/repository/BGC0002555/
M4-FUNG-0472,S003,primary research,2021,"Emerimicins V-X, 15-Residue Peptaibols Discovered from an Acremonium sp. through Integrated Genomic and Chemical Approaches",10.1021/acs.jnatprod.0c01186,33617244,https://pubmed.ncbi.nlm.nih.gov/33617244/
M4-FUNG-0473,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0473,BGC0002557.2,30908782,https://mibig.secondarymetabolites.org/repository/BGC0002557/
M4-FUNG-0473,S002,authoritative database,current,MIBiG BGC0002557,BGC0002557.2 / MK692947.1,30908782,https://mibig.secondarymetabolites.org/repository/BGC0002557/
M4-FUNG-0473,S003,primary research,2019,Unprecedented [5.5.5.6]Dioxafenestrane Ring Construction in Fungal Insecticidal Sesquiterpene Biosynthesis,10.1002/anie.201813722,30908782,https://pubmed.ncbi.nlm.nih.gov/30908782/
M4-FUNG-0473,S004,primary research,2006,Penifulvin A: a sesquiterpenoid-derived metabolite from Penicillium griseofulvum,10.1021/ol060107c,16524309,https://pubmed.ncbi.nlm.nih.gov/16524309/
M4-FUNG-0474,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0474,BGC0002592.2,24009710,https://mibig.secondarymetabolites.org/repository/BGC0002592/
M4-FUNG-0474,S002,authoritative database,current,MIBiG BGC0002592,BGC0002592.2 / CH476605.1,24009710,https://mibig.secondarymetabolites.org/repository/BGC0002592/
M4-FUNG-0474,S003,primary research,2013,Heterologous reconstitution of the intact geodin gene cluster in Aspergillus nidulans through a simple and versatile PCR based approach,10.1371/journal.pone.0072871,24009710,https://pubmed.ncbi.nlm.nih.gov/24009710/
M4-FUNG-0475,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0475,BGC0002593.2,34430202,https://mibig.secondarymetabolites.org/repository/BGC0002593/
M4-FUNG-0475,S002,authoritative database,current,MIBiG BGC0002593,BGC0002593.2 / NKYQ01000004.1,34430202,https://mibig.secondarymetabolites.org/repository/BGC0002593/
M4-FUNG-0475,S003,primary research,2021,Heterologous expression of a lichen polyketide synthase produces the depside lecanoric acid in Saccharomyces cerevisiae,10.1016/j.mec.2021.e00172,34430202,https://pubmed.ncbi.nlm.nih.gov/34430202/
M4-FUNG-0475,S004,follow-up comparative lichen chemistry/genomics,later,Pseudevernia furfuracea chemotype comparison and native PKS-product context,NR,,NR
M4-FUNG-0476,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0476,BGC0002594.2,25011010,https://mibig.secondarymetabolites.org/repository/BGC0002594/
M4-FUNG-0476,S002,authoritative database,current,MIBiG BGC0002594,BGC0002594.2 / CM000575.1,25011010,https://mibig.secondarymetabolites.org/repository/BGC0002594/
M4-FUNG-0476,S003,primary research,2014,Fusarium graminearum PKS14 is involved in orsellinic acid and orcinol synthesis,10.1016/j.fgb.2014.06.008,25011010,https://pubmed.ncbi.nlm.nih.gov/25011010/
M4-FUNG-0477,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0477,BGC0002595.2,28255687,https://mibig.secondarymetabolites.org/repository/BGC0002595/
M4-FUNG-0477,S002,authoritative database,current,MIBiG BGC0002595,BGC0002595.2 / JNBV01000031.1,28255687,https://mibig.secondarymetabolites.org/repository/BGC0002595/
M4-FUNG-0477,S003,primary research,2017,Identification of the orsellinic acid synthase PKS63787 for the biosynthesis of antroquinonols in Antrodia cinnamomea,10.1007/s00253-017-8196-6,28255687,https://pubmed.ncbi.nlm.nih.gov/28255687/
M4-FUNG-0478,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0478,BGC0002596.2,33130255,https://mibig.secondarymetabolites.org/repository/BGC0002596/
M4-FUNG-0478,S002,authoritative database,current,MIBiG BGC0002596,BGC0002596.2 / CAGA01000059.1,33130255,https://mibig.secondarymetabolites.org/repository/BGC0002596/
M4-FUNG-0478,S003,primary research,2021,Identification of the polyketide synthase PKS7 responsible for the production of lecanoric acid and ethyl lecanorate in Claviceps purpurea,10.1016/j.fgb.2020.103481,33130255,https://pubmed.ncbi.nlm.nih.gov/33130255/
M4-FUNG-0479,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0479,BGC0002598.2,33652337,https://mibig.secondarymetabolites.org/repository/BGC0002598/
M4-FUNG-0479,S002,authoritative database,current,MIBiG BGC0002598,BGC0002598.2 / MW526246.1,33652337,https://mibig.secondarymetabolites.org/repository/BGC0002598/
M4-FUNG-0479,S003,primary research,2021,A PCR method to identify ochratoxin A-producing Aspergillus westerdijkiae strains on dried and aged foods,10.1016/j.ijfoodmicro.2021.109113,33652337,https://pubmed.ncbi.nlm.nih.gov/33652337/
M4-FUNG-0479,S004,primary research,2008,A. westerdijkiae aoks1 polyketide synthase disruption study,10.1016/j.fgb.2008.09.015,18955151,https://pubmed.ncbi.nlm.nih.gov/18955151/
M4-FUNG-0479,S005,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/
M4-FUNG-0480,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0480,BGC0002599.2,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002599/
M4-FUNG-0480,S002,authoritative database,current,MIBiG BGC0002599,BGC0002599.2 / MT424562.1,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002599/
M4-FUNG-0480,S003,primary research,2020,Genome-Inspired Chemical Exploration of Marine Fungus Aspergillus fumigatus MF071,10.3390/md18070352,32640519,https://pubmed.ncbi.nlm.nih.gov/32640519/
M4-FUNG-0481,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0481,BGC0002600.2,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002600/
M4-FUNG-0481,S002,authoritative database,current,MIBiG BGC0002600,BGC0002600.2 / MT424561.1,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002600/
M4-FUNG-0481,S003,primary research,2020,Genome-Inspired Chemical Exploration of Marine Fungus Aspergillus fumigatus MF071,10.3390/md18070352,32640519,https://pubmed.ncbi.nlm.nih.gov/32640519/
M4-FUNG-0482,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0482,BGC0002601.2,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002601/
M4-FUNG-0482,S002,authoritative database,current,MIBiG BGC0002601,BGC0002601.2 / MT424563.1,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002601/
M4-FUNG-0482,S003,primary research,2020,Genome-Inspired Chemical Exploration of Marine Fungus Aspergillus fumigatus MF071,10.3390/md18070352,32640519,https://pubmed.ncbi.nlm.nih.gov/32640519/
M4-FUNG-0483,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0483,BGC0002602.2,NR,https://mibig.secondarymetabolites.org/repository/BGC0002602/
M4-FUNG-0483,S002,authoritative database,current,MIBiG BGC0002602,BGC0002602.2 / MH898736.1,29674152,https://mibig.secondarymetabolites.org/repository/BGC0002602/
M4-FUNG-0483,S003,primary research,2018,Identification and functional analysis of the aspergillic acid gene cluster in Aspergillus flavus,10.1016/j.fgb.2018.04.009,29674152,https://pubmed.ncbi.nlm.nih.gov/29674152/
M4-FUNG-0483,S004,canonical-listed literature,2018,MIBiG/source-workbook listed aspergillic-acid reference,10.3920/WMJ2018.2397,NR,NR
M4-FUNG-0484,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0484,BGC0002603.2,NR,https://mibig.secondarymetabolites.org/repository/BGC0002603/
M4-FUNG-0484,S002,authoritative database,current,MIBiG BGC0002603,BGC0002603.2 / LC422695.1,NR,https://mibig.secondarymetabolites.org/repository/BGC0002603/
M4-FUNG-0484,S003,primary research,2019,Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification,10.1039/C8QO01124A,NR,NR
M4-FUNG-0484,S004,natural-product provenance,2014,Marine-derived Aspergillus versicolor chevalone chemistry study,10.3390/md12105160,NR,NR
M4-FUNG-0485,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0485,BGC0002604.2,NR,https://mibig.secondarymetabolites.org/repository/BGC0002604/
M4-FUNG-0485,S002,authoritative database,current,MIBiG BGC0002604,BGC0002604.2 / LC428283.1,NR,https://mibig.secondarymetabolites.org/repository/BGC0002604/
M4-FUNG-0485,S003,primary research,2019,Genome mining for fungal polyketide-diterpenoid hybrids: discovery of key terpene cyclases and multifunctional P450s for structural diversification,10.1039/C8QO01124A,NR,NR
M4-FUNG-0485,S004,natural-product provenance,2014,Aspergillus felis sartorypyrone natural-product study,10.3390/md12020822,NR,NR
M4-FUNG-0486,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0486,BGC0002605.2,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002605/
M4-FUNG-0486,S002,authoritative database,current,MIBiG BGC0002605,BGC0002605.2 / MG701890.1,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002605/
M4-FUNG-0486,S003,primary research,2018,Description of an orthologous cluster of ochratoxin A biosynthetic genes in Aspergillus and Penicillium species. A comparative analysis,10.1016/j.ijfoodmicro.2017.12.028,29324288,https://pubmed.ncbi.nlm.nih.gov/29324288/
M4-FUNG-0486,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/
M4-FUNG-0487,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0487,BGC0002606.2,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002606/
M4-FUNG-0487,S002,authoritative database,current,MIBiG BGC0002606,BGC0002606.2 / MG701892.1,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002606/
M4-FUNG-0487,S003,primary research,2018,Description of an orthologous cluster of ochratoxin A biosynthetic genes in Aspergillus and Penicillium species. A comparative analysis,10.1016/j.ijfoodmicro.2017.12.028,29324288,https://pubmed.ncbi.nlm.nih.gov/29324288/
M4-FUNG-0487,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/
M4-FUNG-0488,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0488,BGC0002607.2,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002607/
M4-FUNG-0488,S002,authoritative database,current,MIBiG BGC0002607,BGC0002607.2 / MG701896.1,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002607/
M4-FUNG-0488,S003,primary research,2018,Description of an orthologous cluster of ochratoxin A biosynthetic genes in Aspergillus and Penicillium species. A comparative analysis,10.1016/j.ijfoodmicro.2017.12.028,29324288,https://pubmed.ncbi.nlm.nih.gov/29324288/
M4-FUNG-0488,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/
M4-FUNG-0489,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0489,BGC0002608.2,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002608/
M4-FUNG-0489,S002,authoritative database,current,MIBiG BGC0002608,BGC0002608.2 / MG701897.1,29324288,https://mibig.secondarymetabolites.org/repository/BGC0002608/
M4-FUNG-0489,S003,primary research,2018,Description of an orthologous cluster of ochratoxin A biosynthetic genes in Aspergillus and Penicillium species. A comparative analysis,10.1016/j.ijfoodmicro.2017.12.028,29324288,https://pubmed.ncbi.nlm.nih.gov/29324288/
M4-FUNG-0489,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/
M4-FUNG-0490,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0490,BGC0002609.2,27667988,https://mibig.secondarymetabolites.org/repository/BGC0002609/
M4-FUNG-0490,S002,authoritative database,current,MIBiG BGC0002609,BGC0002609.2 / KX267735.1,27667988,https://mibig.secondarymetabolites.org/repository/BGC0002609/
M4-FUNG-0490,S003,primary research,2016,Variation in Fumonisin and Ochratoxin Production Associated with Differences in Biosynthetic Gene Content in Aspergillus niger and A. welwitschiae Isolates from Multiple Crop and Geographic Origins,10.3389/fmicb.2016.01412,27667988,https://pubmed.ncbi.nlm.nih.gov/27667988/
M4-FUNG-0490,S004,primary research / homologous mechanism,2018,Ochratoxin A biosynthetic pathway gene-deletion series in Aspergillus ochraceus,NR,30054361,https://pubmed.ncbi.nlm.nih.gov/30054361/
M4-FUNG-0491,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0491,BGC0002610.3,26351860,https://mibig.secondarymetabolites.org/repository/BGC0002610/
M4-FUNG-0491,S002,authoritative database,current,MIBiG BGC0002610,BGC0002610.3,26351860,https://mibig.secondarymetabolites.org/repository/BGC0002610.3/index.html
M4-FUNG-0491,S003,primary research,2015,Molecular Basis for Stellatic Acid Biosynthesis: A Genome Mining Approach for Discovery of Sesterterpene Synthases,10.1021/acs.orglett.5b02404,26351860,https://pubmed.ncbi.nlm.nih.gov/26351860/
M4-FUNG-0491,S004,taxonomy database,current,NCBI Taxonomy — Aspergillus stellatus,ncbitaxon:1549217,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1549217
M4-FUNG-0492,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0492,BGC0002611.2,26024901,https://mibig.secondarymetabolites.org/repository/BGC0002611/
M4-FUNG-0492,S002,authoritative database,current,MIBiG BGC0002611,BGC0002611.2; KP742486.1,26024901,https://mibig.secondarymetabolites.org/repository/BGC0002611.2/index.html
M4-FUNG-0492,S003,primary research,2015,Evolution of Chemical Diversity in Echinocandin Lipopeptide Antifungal Metabolites,10.1128/EC.00076-15,26024901,https://pubmed.ncbi.nlm.nih.gov/26024901/
M4-FUNG-0492,S004,primary research,1987,"Mulundocandin, a new lipopeptide antibiotic. I. Taxonomy, fermentation, isolation and characterization",10.7164/antibiotics.40.275,3570979,https://pubmed.ncbi.nlm.nih.gov/3570979/
M4-FUNG-0492,S005,taxonomy database,current,NCBI Taxonomy — Aspergillus mulundensis,ncbitaxon:1810919,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1810919
M4-FUNG-0492,S006,primary taxonomy/genomics research,2016,Aspergillus mulundensis taxonomic and secondary-metabolome reassessment,10.1038/ja.2015.105,26464011,https://pubmed.ncbi.nlm.nih.gov/26464011/
M4-FUNG-0493,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0493,BGC0002612.3,25216349,https://mibig.secondarymetabolites.org/repository/BGC0002612/
M4-FUNG-0493,S002,authoritative database,current,MIBiG BGC0002612,BGC0002612.3; AB981314.1,25216349,https://mibig.secondarymetabolites.org/repository/BGC0002612.3/index.html
M4-FUNG-0493,S003,primary research,2014,Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid,10.1021/ja508127q,25216349,https://pubmed.ncbi.nlm.nih.gov/25216349/
M4-FUNG-0493,S004,taxonomy database,current,NCBI Taxonomy — Aspergillus stellatus,ncbitaxon:1549217,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1549217
M4-FUNG-0494,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0494,BGC0002614.2,32286350,https://mibig.secondarymetabolites.org/repository/BGC0002614/
M4-FUNG-0494,S002,authoritative database,current,MIBiG BGC0002614,BGC0002614.2; LC600199.1,32286350,https://mibig.secondarymetabolites.org/repository/BGC0002614.2/index.html
M4-FUNG-0494,S003,primary research,2020,Synthetic biology based construction of biological activity-related library of fungal decalin-containing diterpenoid pyrones,10.1038/s41467-020-15664-4,32286350,https://pubmed.ncbi.nlm.nih.gov/32286350/
M4-FUNG-0494,S004,taxonomy database,current,NCBI Taxonomy — Penicillium shearii,ncbitaxon:904690,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=904690
M4-FUNG-0494,S005,primary follow-up research,2022,Synthetic Biology-Based Discovery of Diterpenoid Pyrones from the Genome of Eupenicillium shearii,10.1021/acs.jnatprod.1c00973,35057611,https://pubmed.ncbi.nlm.nih.gov/35057611/
M4-FUNG-0495,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0495,BGC0002615.2; MH388470.1,28926261,https://mibig.secondarymetabolites.org/repository/BGC0002615/
M4-FUNG-0495,S002,taxonomy/database,current,NCBI Taxonomy / MIBiG — Penicillium terrestre,ncbitaxon:374132,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=374132
M4-FUNG-0495,S003,primary research,2017,Late-Stage Terpene Cyclization by an Integral Membrane Cyclase in the Biosynthesis of Isoprenoid Epoxycyclohexenone Natural Products,10.1021/acs.orglett.7b02653,28926261,https://pubmed.ncbi.nlm.nih.gov/28926261/
M4-FUNG-0496,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0496,BGC0002616.2; KU234531.1,27889155,https://mibig.secondarymetabolites.org/repository/BGC0002616/
M4-FUNG-0496,S002,taxonomy/database,current,NCBI Taxonomy / MIBiG — Penicillium roqueforti,ncbitaxon:5082,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=5082
M4-FUNG-0496,S003,primary research,2017,Genetic basis for mycophenolic acid production and strain-dependent production variability in Penicillium roqueforti,10.1016/j.fm.2016.10.013,27889155,https://pubmed.ncbi.nlm.nih.gov/27889155/
M4-FUNG-0497,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0497,BGC0002617.2; KU695586.1,26956794,https://mibig.secondarymetabolites.org/repository/BGC0002617/
M4-FUNG-0497,S002,taxonomy/database,current,NCBI Taxonomy — Penicillium sp. YT-2016,ncbitaxon:1813945,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1813945
M4-FUNG-0497,S003,primary research,2016,Biosynthesis of the α-nitro-containing cyclic tripeptide psychrophilin,10.1038/ja.2016.33,26956794,https://pubmed.ncbi.nlm.nih.gov/26956794/
M4-FUNG-0498,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0498,BGC0002618.2; KC963408.1,26213965,https://mibig.secondarymetabolites.org/repository/BGC0002618/
M4-FUNG-0498,S002,taxonomy database,current,NCBI Taxonomy — Penicillium crustosum,ncbitaxon:36656,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=36656
M4-FUNG-0498,S003,primary research,2015,Molecular Cloning and Functional Analysis of Gene Clusters for the Biosynthesis of Indole-Diterpenes in Penicillium crustosum and P. janthinellum,10.3390/toxins7082701,26213965,https://pubmed.ncbi.nlm.nih.gov/26213965/
M4-FUNG-0498,S004,primary research,2015,Reconstitution of biosynthetic machinery for the synthesis of the highly elaborated indole diterpene penitrem,10.1002/anie.201501072,25831977,https://pubmed.ncbi.nlm.nih.gov/25831977/
M4-FUNG-0499,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0499,BGC0002619.2; KM595305.1,25630520,https://mibig.secondarymetabolites.org/repository/BGC0002619/
M4-FUNG-0499,S002,taxonomy database,current,NCBI Taxonomy — Penicillium brevicompactum,ncbitaxon:5074,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=5074
M4-FUNG-0499,S003,primary research,2015,"Functional Characterization of MpaG′, the O-Methyltransferase Involved in the Biosynthesis of Mycophenolic Acid",10.1002/cbic.201402600,25630520,https://pubmed.ncbi.nlm.nih.gov/25630520/
M4-FUNG-0500,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0500,BGC0002646.3; MBFL02000005.1,34747627,https://mibig.secondarymetabolites.org/repository/BGC0002646/
M4-FUNG-0500,S002,taxonomy database,current,NCBI Taxonomy — Aspergillus hancockii,ncbitaxon:1873369,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1873369
M4-FUNG-0500,S003,primary research,2021,Genome Mining of Aspergillus hancockii Unearths Cryptic Polyketide Hancockinone A Featuring a Prenylated 6/6/6/5 Carbocyclic Skeleton,10.1021/acs.orglett.1c03283,34747627,https://pubmed.ncbi.nlm.nih.gov/34747627/
M4-FUNG-0501,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0501,BGC0002651.2; DF977497.1,,https://mibig.secondarymetabolites.org/repository/BGC0002651/
M4-FUNG-0501,S002,taxonomy database,current,NCBI Taxonomy — Rosellinia necatrix,ncbitaxon:77044,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=77044
M4-FUNG-0501,S003,primary preprint,2022,Discovery and Characterization of a Terpene Biosynthetic Pathway featuring a Norbornene-forming Diels-Alderase,10.26434/chemrxiv-2022-dst89,,NR
M4-FUNG-0501,S004,primary peer-reviewed research,2022,Discovery and characterization of a terpene biosynthetic pathway featuring a norbornene-forming Diels-Alderase,10.1038/s41467-022-30288-6,35546152,https://pubmed.ncbi.nlm.nih.gov/35546152/
M4-FUNG-0502,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0502,BGC0002655.2; PXOD01000028.1:3488-44354,35288678,https://mibig.secondarymetabolites.org/repository/BGC0002655/
M4-FUNG-0502,S002,taxonomy database,current,NCBI Taxonomy — Paramyrothecium roridum,ncbitaxon:1859971,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1859971
M4-FUNG-0502,S003,primary research,2022,"Halovirs I–K, antibacterial and cytotoxic lipopeptaibols from the plant pathogenic fungus Paramyrothecium roridum NRRL 2183",10.1038/s41429-022-00517-7,35288678,https://pubmed.ncbi.nlm.nih.gov/35288678/
M4-FUNG-0503,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0503,BGC0002658.2; BCHE01000001.1:1898103-1933000,35297629,https://mibig.secondarymetabolites.org/repository/BGC0002658/
M4-FUNG-0503,S002,taxonomy database,current,NCBI Taxonomy — Sarocladium oryzae,ncbitaxon:284135,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=284135
M4-FUNG-0503,S003,primary research,2022,Computational Prediction and Experimental Validation of a Bridged Cation Intermediate in Akanthomycin Biosynthesis,10.1021/jacs.2c02288,35297629,https://pubmed.ncbi.nlm.nih.gov/35297629/
M4-FUNG-0503,S004,primary historical research,2002,"Akanthomycin, a new antibiotic pyridone from the entomopathogenic fungus Akanthomyces gracilis",10.1021/ol016737q,11869098,https://pubmed.ncbi.nlm.nih.gov/11869098/
M4-FUNG-0504,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0504,BGC0002664.2; JADKYC010000066.1:16116-83405,35385664,https://mibig.secondarymetabolites.org/repository/BGC0002664/
M4-FUNG-0504,S002,taxonomy database,current,NCBI Taxonomy — Xylaria sp. 218_066,ncbitaxon:2784450,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2784450
M4-FUNG-0504,S003,primary research,2022,Molecular Networking-Based Screening Led to the Discovery of a Cyclic Heptadepsipeptide from an Endolichenic Xylaria sp.,10.1021/acs.jnatprod.1c01108,35385664,https://pubmed.ncbi.nlm.nih.gov/35385664/
M4-FUNG-0505,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0505,BGC0002670.2; CM000596.1:28846-56875,34375042,https://mibig.secondarymetabolites.org/repository/BGC0002670/
M4-FUNG-0505,S002,taxonomy database,current,NCBI Taxonomy — Fusarium oxysporum f. sp. lycopersici 4287,ncbitaxon:426428,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=426428
M4-FUNG-0505,S003,primary research,2022,Biosynthesis of the Fungal Organophosphonate Fosfonochlorin Involves an Iron(II) and 2-(Oxo)glutarate Dependent Oxacyclase,10.1002/cbic.202100352,34375042,https://pubmed.ncbi.nlm.nih.gov/34375042/
M4-FUNG-0506,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0506,BGC0002707.2; JH711575.1:411485-432806,35440053,https://mibig.secondarymetabolites.org/repository/BGC0002707/
