strain_key,organism_key,strain_label_raw,dossier_id_first_seen,role_first_seen
STR_2db0b2cf421e,NCBITAXON:227321,A. nidulans AGB552-derived strains,M4-FUNG-0522,experiment
STR_45c0723d8592,NCBITAXON:227321,A. nidulans native single-gene deletion panel,M4-FUNG-0522,experiment
STR_ef5a138cb234,NCBITAXON:227321,A. nidulans with Streptomyces mobaraensis and comparator Streptomyces spp.,M4-FUNG-0522,experiment
STR_8fc58314b604,NCBITAXON:227321,bacterial indicator bioassay with A. nidulans extracts,M4-FUNG-0522,experiment
STR_3a7b62a0d88f,NCBITAXON:293381,CBS 227.28,M4-FUNG-0523,primary
STR_f624f721f04e,NCBITAXON:293381,heterologous fungal expression system,M4-FUNG-0523,experiment
STR_91db09b66f9d,NCBITAXON:293381,purified BrvJ assay,M4-FUNG-0523,experiment
STR_0cd44f3f8a49,NCBITAXON:293381,BrvJ/SetK variant comparison,M4-FUNG-0523,experiment
STR_7bf0b5e072f0,NCBITAXON:759273,C. higginsianum ΔcclA,M4-FUNG-0524,experiment
STR_1deecd21300f,NCBITAXON:759273,S. cerevisiae BJNBC-008,M4-FUNG-0524,experiment
STR_8a65eafc1ea7,NCBITAXON:759273,S. cerevisiae BJNBC-015,M4-FUNG-0524,experiment
STR_3821f1c4645f,NCBITAXON:759273,engineered yeast versus native C. higginsianum,M4-FUNG-0524,experiment
STR_28c9b7144278,NCBITAXON:330879,A. nidulans dereplication/refactoring strains carrying A. fumigatus spy genes,M4-FUNG-0525,experiment
STR_d1f2d17e1e10,NCBITAXON:330879,A. nidulans LO11839 agsBΔ refactored spy strain,M4-FUNG-0525,experiment
STR_5233cb496c68,NCBITAXON:330879,A. nidulans spyA-deletion derivative,M4-FUNG-0525,experiment
STR_f3900ecff412,NCBITAXON:330879,A. nidulans spyB-deletion derivative,M4-FUNG-0525,experiment
STR_ff9533b3f047,NCBITAXON:330879,A. nidulans spyC/spyD/spyE deletion derivatives,M4-FUNG-0525,experiment
STR_41759ac8af6b,NCBITAXON:330879,A. nidulans individual SpyA expression strain,M4-FUNG-0525,experiment
STR_5dd4a9c68052,NCBITAXON:655844,ARSEF23,M4-FUNG-0526,primary
STR_c531aceaa1c7,NCBITAXON:655844,Aspergillus nidulans 1145 expressing Ma_OvaA/B/C,M4-FUNG-0526,experiment
STR_18fd3e80d73a,NCBITAXON:655844,A. nidulans combinatorial Ova expression strains,M4-FUNG-0526,experiment
STR_3ab459ff438f,NCBITAXON:75552,CBS 481.65,M4-FUNG-0527,primary
STR_a3155136ad31,NCBITAXON:75552,Aspergillus oryzae expressing drcA,M4-FUNG-0527,experiment
STR_35093a3712f6,NCBITAXON:75552,A. oryzae expressing drcA+drcB,M4-FUNG-0527,experiment
STR_44f8f2e99746,NCBITAXON:75552,recombinant DrcA/SAT-domain constructs,M4-FUNG-0527,experiment
STR_122302fa498c,NCBITAXON:2715282,MST-FP2246,M4-FUNG-0528,primary
STR_dc2d85d59107,NCBITAXON:2715282,A. luteorubrus MST-FP2246,M4-FUNG-0528,experiment
STR_a1f5514a479c,NCBITAXON:2715282,A. nidulans LO8030 expressing ltbABCD / gene subsets,M4-FUNG-0528,experiment
STR_3c949a88d86b,NCBITAXON:2715282,A. nidulans expressing ltbA-ΔcAT ± ltbB,M4-FUNG-0528,experiment
STR_fca096117f37,NCBITAXON:2715282,A. nidulans expressing LtbA with glucinol feeding,M4-FUNG-0528,experiment
STR_25d3564ad430,NCBITAXON:3077947,BRIP 39872,M4-FUNG-0529,primary
STR_150394bb2281,NCBITAXON:3077947,Aspergillus oryzae expressing PbpsA,M4-FUNG-0529,experiment
STR_d62fc517dbcd,NCBITAXON:469280,ATCC 64988,M4-FUNG-0530,primary
STR_d5e9cd7e1abe,NCBITAXON:469280,P. paxilli PAX mutant/null strains complemented with EST1 genes,M4-FUNG-0530,experiment
STR_a15ba1b0b529,NCBITAXON:2911399,SCSIO SY280D,M4-FUNG-0531,primary
STR_80a274385ae1,NCBITAXON:2911399,Aspergillus nidulans A1145 expressing MollA-MollF,M4-FUNG-0531,experiment
STR_2fa7d761e507,NCBITAXON:2911399,A. nidulans gene-combination derivatives,M4-FUNG-0531,experiment
STR_25d844d25152,NCBITAXON:2003561,MMSRG-058,M4-FUNG-0532,primary
STR_912f8fb446a8,NCBITAXON:2003561,P. meliponae MMSRG-058 wild type,M4-FUNG-0532,experiment
STR_2ac385d4f8c4,NCBITAXON:2003561,P. meliponae ΔsclA,M4-FUNG-0532,experiment
STR_79912ad70f75,NCBITAXON:2003561,P. meliponae ΔsclI,M4-FUNG-0532,experiment
STR_41cef9c90b4b,NCBITAXON:5503,ATCC 74067,M4-FUNG-0533,primary
STR_09ccaf89629e,NCBITAXON:5503,Curvularia lunata ATCC 74067,M4-FUNG-0533,experiment
STR_84a3f1360417,NCBITAXON:5503,A. nidulans A1145ΔSTΔEM expressing clz gene combinations,M4-FUNG-0533,experiment
STR_43610a0279f7,NCBITAXON:5503,A. nidulans clz14-omission derivative,M4-FUNG-0533,experiment
STR_e490dcdf94b1,NCBITAXON:5503,A. nidulans clz17-omission derivative,M4-FUNG-0533,experiment
STR_b64bc647a5d5,NCBITAXON:5503,A. nidulans expressing clz14+clz17+clz11,M4-FUNG-0533,experiment
STR_3aaf4031d6c0,NCBITAXON:1400770,C. metacorallifera KoLRI002260,M4-FUNG-0534,experiment
STR_8957951bc48f,NCBITAXON:1400770,same strain,M4-FUNG-0534,experiment
STR_0105aceb796f,NCBITAXON:1810909,CBS 653.73,M4-FUNG-0535,primary
STR_4884cc629d88,NCBITAXON:1810909,P. paxilli PAX-null strain expressing desB+paxG+paxC+desM,M4-FUNG-0535,experiment
STR_749eff671872,NCBITAXON:1810909,P. paxilli PaxM mutant complemented with DesM,M4-FUNG-0535,experiment
STR_54f86898c28d,NCBITAXON:983644,CM01,M4-FUNG-0536,primary
STR_31450f1a9020,NCBITAXON:983644,Aspergillus nidulans expressing C. militaris cryptic three-gene module,M4-FUNG-0536,experiment
STR_eadb5bb6d995,NCBITAXON:983644,Cordyceps militaris CM01 genome,M4-FUNG-0536,experiment
STR_0243f9ad48df,NCBITAXON:1353983,C. macilenta biruloquinone-producing LFF variant,M4-FUNG-0537,experiment
STR_2d845d1fc22b,NCBITAXON:1353983,C. macilenta non-producing LFF variant,M4-FUNG-0537,experiment
STR_dcd2ffeff5c1,NCBITAXON:162425,FSGC A1145,M4-FUNG-0538,primary
STR_47c62c800677,NCBITAXON:162425,S. cerevisiae BJ5464-npgA expressing sidC+sidA+sidL,M4-FUNG-0538,experiment
STR_7cd7ae6620a8,NCBITAXON:162425,purified holo-SidC,M4-FUNG-0538,experiment
STR_614116785a69,NCBITAXON:162425,SidC domain-deletion/isolated-domain constructs,M4-FUNG-0538,experiment
STR_13fe947295fb,NCBITAXON:645133,M1.001,M4-FUNG-0539,primary
STR_ae6e3669ec66,NCBITAXON:645133,C. graminicola M1.001 / maize interaction,M4-FUNG-0539,experiment
STR_381410da8d43,NCBITAXON:645133,C. graminicola native cultures/tissues from cited chemistry studies,M4-FUNG-0539,experiment
STR_00388153e5be,NCBITAXON:1756131,NF2194,M4-FUNG-0540,primary
STR_eac89b815464,NCBITAXON:1756131,Arthrinium sp. NF2194 wild type under optimized medium,M4-FUNG-0540,experiment
STR_00af5d27f33f,NCBITAXON:1756131,atn gene-inactivation strains,M4-FUNG-0540,experiment
STR_ae61c9ed8715,NCBITAXON:1756131,heterologous atn-expression constructs,M4-FUNG-0540,experiment
STR_659f7c266d31,NCBITAXON:1756131,recombinant pathway enzymes,M4-FUNG-0540,experiment
STR_b598161e578c,NCBITAXON:1341132,fumonisin-producing black-aspergillus isolate represented by KJ934798.1,M4-FUNG-0541,primary
STR_765cf1cb8e53,NCBITAXON:1341132,fumonisin-producing A. welwitschiae isolates,M4-FUNG-0541,experiment
STR_8bf38fd0ff00,NCBITAXON:1341132,fumonisin-nonproducing A. welwitschiae isolates,M4-FUNG-0541,experiment
STR_c68191f20319,NCBITAXON:1341132,A. niger comparison panel,M4-FUNG-0541,experiment
STR_cd957befca2e,NCBITAXON:2696576,S27,M4-FUNG-0542,primary
STR_7d1fe1abf02b,NCBITAXON:2696576,heterologous anc-cluster expression system,M4-FUNG-0542,experiment
STR_131ca10bc976,NCBITAXON:2696576,recombinant AncC,M4-FUNG-0542,experiment
STR_26e7b25b7694,NCBITAXON:2696576,recombinant AncA and active-site variants,M4-FUNG-0542,experiment
STR_02e044906aab,NCBITAXON:1229662,A. nidulans expressing fnsA,M4-FUNG-0543,experiment
STR_4671c6f6c10e,NCBITAXON:1229662,S. cerevisiae expressing fnsA,M4-FUNG-0543,experiment
STR_6f7e09bbd3c3,NCBITAXON:1229662,FnsA precursor-feeding strains,M4-FUNG-0543,experiment
STR_0ff1ac264d4f,NCBITAXON:1229662,recombinant FnsA/A-domain assays,M4-FUNG-0543,experiment
STR_44263d3431da,NCBITAXON:1835702,IBT 12289,M4-FUNG-0544,primary
STR_2a327dc05dec,NCBITAXON:1835702,A. oryzae NSAR1 astE/astEA/astEAG derivatives,M4-FUNG-0544,experiment
STR_c3f0a57a3e9c,NCBITAXON:1835702,A. oryzae multi-gene ast derivatives,M4-FUNG-0544,experiment
STR_30c17b2a97c3,NCBITAXON:1835702,recombinant AstI,M4-FUNG-0544,experiment
STR_b7ae6df446ac,NCBITAXON:1835702,recombinant AstB/AstL/AstK,M4-FUNG-0544,experiment
STR_3d799b0fbd2c,NCBITAXON:1835702,A. oryzae astC-containing constructs,M4-FUNG-0544,experiment
STR_c0ef58a71341,NCBITAXON:1635095,FO-254,M4-FUNG-0545,primary
STR_664f7aa0b9fb,NCBITAXON:1635095,P. paxilli CY2 expressing sesE+sesM+sesB,M4-FUNG-0545,experiment
STR_ca52e74d94de,NCBITAXON:1635095,P. paxilli SES tailoring combinations,M4-FUNG-0545,experiment
STR_4f6dcd15deec,NCBITAXON:1635095,P. paxilli strains combining SES and TER products/genes,M4-FUNG-0545,experiment
STR_79acedea9454,NCBITAXON:1635095,reference SPD-cluster constructs,M4-FUNG-0545,experiment
STR_c904b8327473,NCBITAXON:87276,representative U. deusta genome/isolate in comparative Umbilicaria panel,M4-FUNG-0546,primary
STR_07bc53b621e5,NCBITAXON:87276,U. deusta representative genome,M4-FUNG-0546,experiment
STR_18040c8c848a,NCBITAXON:87276,15 Umbilicaria genomes from nine GA-producing species,M4-FUNG-0546,experiment
STR_bb70d24c8257,NCBITAXON:87276,native lichen specimens,M4-FUNG-0546,experiment
STR_89bc0d5999e8,NCBITAXON:5518,F15,M4-FUNG-0547,primary
STR_4759d5a13e9c,NCBITAXON:326622,CBS 123579,M4-FUNG-0548,primary
STR_bfb87fc391f3,NCBITAXON:1213857,104-T / MAFF 240422,M4-FUNG-0549,primary
STR_6cebde49848b,NCBITAXON:36656,PRB-2,M4-FUNG-0551,primary
STR_2a8a9d770390,NCBITAXON:451804,A1163,M4-FUNG-0553,primary
STR_a3d61a1d7181,NCBITAXON:1079268,CT-6,M4-FUNG-0554,primary
STR_7086da169999,NCBITAXON:2884823,XJ0827,M4-FUNG-0555,primary
STR_b766da03fc20,NCBITAXON:2211609,CGMCC 3.3656,M4-FUNG-0556,primary
STR_368587e5cc66,NCBITAXON:69781,MEFC104,M4-FUNG-0557,primary
STR_28276a393539,NCBITAXON:69781,P. oxalicum MEFC104 WT and PKS-NRPS deletion mutants,M4-FUNG-0557,experiment
STR_2b31088b9f4d,NCBITAXON:69781,individual opd-gene deletion series,M4-FUNG-0557,experiment
STR_43dc36e85d69,NCBITAXON:69789,CBS 869.70,M4-FUNG-0558,primary
STR_fa9e702e182f,NCBITAXON:69789,"P. soppii WT, ΔPscyA and ΔPscyB",M4-FUNG-0558,experiment
STR_74757c60eea6,NCBITAXON:69789,A. oryzae NSAR1 + PscyA/PscyB,M4-FUNG-0558,experiment
STR_4234f088464d,NCBITAXON:69789,ΔPscyA feeding strains,M4-FUNG-0558,experiment
STR_d7ab16f9143d,NCBITAXON:293374,NRRL 2033,M4-FUNG-0559,primary
STR_dd7198371b5b,NCBITAXON:293374,A. nidulans vdo transformants,M4-FUNG-0559,experiment
STR_1bee3208b726,NCBITAXON:1053259,SNB-CN63,M4-FUNG-0560,primary
STR_dcf19309f900,NCBITAXON:1053259,N. discophora SNB-CN63,M4-FUNG-0560,experiment
STR_f9344085b0e2,NCBITAXON:1365484,P. roqueforti genes in A. nidulans,M4-FUNG-0561,experiment
STR_6036046c39ae,NCBITAXON:2041049,NG_p51,M4-FUNG-0562,primary
STR_195d76c74a7b,NCBITAXON:2041049,C. gorgonifer WT versus ΔCgPKS4/Rsf1,M4-FUNG-0562,experiment
STR_1c8c2cd9da0c,NCBITAXON:3047880,CF-150626,M4-FUNG-0563,primary
STR_482b04d47fa9,NCBITAXON:3047880,CF-150626 and A. oryzae NSAR1 constructs,M4-FUNG-0563,experiment
STR_815013a3d5ee,NCBITAXON:5065,SCSIO SX7S7,M4-FUNG-0564,primary
STR_d1c3904d33fa,NCBITAXON:5065,SX7S7 gene-disruption and heterologous/in-vitro systems,M4-FUNG-0564,experiment
STR_53e3c8d91be0,NCBITAXON:1126212,MS6,M4-FUNG-0565,primary
STR_e78be6be795d,NCBITAXON:1126212,M. phaseolina genes in heterologous host,M4-FUNG-0565,experiment
STR_ade8251169e5,NCBITAXON:1126212,MacC enzyme reactions,M4-FUNG-0565,experiment
STR_a54bae7a2670,NCBITAXON:69788,SNB-CN111,M4-FUNG-0566,primary
STR_28b0adf33018,NCBITAXON:69788,P. sclerotiorum SNB-CN111,M4-FUNG-0566,experiment
STR_26d6afb1c31b,NCBITAXON:330879,A. fumigatus Af293 WT and ΔcrmA,M4-FUNG-0567,experiment
STR_9f1608173d8b,NCBITAXON:330879,A. fumigatus Af293 crmA overexpression,M4-FUNG-0567,experiment
STR_77cf5ae66ff7,NCBITAXON:36652,PRB-2,M4-FUNG-0568,primary
STR_e4f5f87a6007,NCBITAXON:36652,P. crustosum PRB-2 deletion mutants,M4-FUNG-0568,experiment
STR_e9c146f72e3c,NCBITAXON:36652,heterologous fungal host,M4-FUNG-0568,experiment
STR_2d966b565af7,NCBITAXON:69789,Okera-1 / IBT 18220,M4-FUNG-0569,primary
STR_c77ca30ae886,NCBITAXON:69789,A. oryzae heterologous host,M4-FUNG-0569,experiment
STR_25fb91052ab7,NCBITAXON:40382,3.3904,M4-FUNG-0570,primary
STR_a3cbdd18a23e,NCBITAXON:40382,A. nidulans heterologous gdlS,M4-FUNG-0570,experiment
STR_34a0c51eac79,NCBITAXON:40382,A. ustus 3.3904,M4-FUNG-0570,experiment
STR_10e384d62092,NCBITAXON:40382,recombinant GdlS,M4-FUNG-0570,experiment
STR_26db863526af,NCBITAXON:665912,ND90Pr,M4-FUNG-0571,primary
STR_d6e243945b02,NCBITAXON:665912,heterologous SatA/SatB/SatC system,M4-FUNG-0571,experiment
STR_cea6f1c51048,NCBITAXON:665912,enzyme/substrate combinations,M4-FUNG-0571,experiment
STR_96b7bfe68017,NCBITAXON:1279085,IMI58289,M4-FUNG-0572,primary
STR_e272aff04313,NCBITAXON:1279085,F. fujikuroi WT vs ΔHDA1,M4-FUNG-0572,experiment
STR_8d80223eab4b,NCBITAXON:1279085,F. fujikuroi ΔBEA3,M4-FUNG-0572,experiment
STR_14533d198fd3,NCBITAXON:1279085,F. fujikuroi chromatin/regulator mutants,M4-FUNG-0572,experiment
STR_7fa3f6e772b5,NCBITAXON:685557,ATCC 32222,M4-FUNG-0573,primary
STR_6a26ff702729,NCBITAXON:685557,M. alpina ATCC 32222,M4-FUNG-0573,experiment
STR_a627d49cb249,NCBITAXON:685557,E. coli recombinant A domains,M4-FUNG-0573,experiment
STR_8c27d27070e4,NCBITAXON:41900,CNL-338,M4-FUNG-0574,primary
STR_2dffba6f15a3,NCBITAXON:41900,heterologous fungal TndC host,M4-FUNG-0574,experiment
STR_535c4484efab,NCBITAXON:41900,TndC expression system,M4-FUNG-0574,experiment
STR_cdba768e6ac3,NCBITAXON:41900,A. flavipes / pathway culture,M4-FUNG-0574,experiment
STR_d3af7d2ea40c,NCBITAXON:229533,F. graminearum PH-1 NRPS4-overexpression strain,M4-FUNG-0576,experiment
STR_02b333542a2e,NCBITAXON:229533,F. graminearum PH-1 control/WT,M4-FUNG-0576,experiment
STR_95d7e5802ce5,NCBITAXON:1388766,QEN-0407-G2 for enzyme cDNA; CBS 135680 for reference genome locus,M4-FUNG-0577,primary
STR_2c5ddab9e782,NCBITAXON:1388766,Aspergillus nidulans heterologous host,M4-FUNG-0577,experiment
STR_773d37d9c9ec,NCBITAXON:1388766,E. coli expressing EchPT1/EchPT2,M4-FUNG-0577,experiment
STR_dabc8e084cdd,NCBITAXON:1388766,heterologous EchP450 system,M4-FUNG-0577,experiment
STR_61eccb4d9735,NCBITAXON:1388766,A. ruber QEN-0407-G2,M4-FUNG-0577,experiment
STR_243e612833c1,NCBITAXON:40382,Aspergillus nidulans,M4-FUNG-0578,experiment
STR_71b9c69dce85,NCBITAXON:40382,E. coli BL21(DE3),M4-FUNG-0578,experiment
STR_d28a9aec176b,NCBITAXON:40382,A. nidulans ucdA-ucdG expression strain DJ04,M4-FUNG-0578,experiment
STR_14b928401b31,NCBITAXON:40382,Aspergillus ustus 3.3904,M4-FUNG-0579,experiment
STR_b85c9d44dddb,NCBITAXON:40382,recombinant flavin oxygenase system,M4-FUNG-0579,experiment
STR_ec5462b79552,NCBITAXON:201291,MA-231,M4-FUNG-0580,primary
STR_9a5a29faee8b,NCBITAXON:201291,Penicillium brocae MA-231,M4-FUNG-0580,experiment
STR_ce1f26472f88,NCBITAXON:201291,Aspergillus oryzae,M4-FUNG-0580,experiment
STR_715bba019b37,NCBITAXON:201291,in vitro enzyme systems,M4-FUNG-0580,experiment
STR_2a6ce569f4fa,NCBITAXON:201291,P. brocae / engineered strains,M4-FUNG-0580,experiment
STR_2e1841736366,NCBITAXON:2604179,SYSU-MS4722,M4-FUNG-0581,primary
STR_623e58677c38,NCBITAXON:2604179,Aspergillus oryzae NSAR1,M4-FUNG-0581,experiment
STR_bab47a54ba43,NCBITAXON:2604179,A. oryzae heterologous system,M4-FUNG-0581,experiment
STR_2554bae92323,NCBITAXON:2604179,Diaporthe sp. SYSU-MS4722 ΔphoE,M4-FUNG-0581,experiment
STR_c635a7692653,NCBITAXON:2604179,Diaporthe sp. SYSU-MS4722 WT,M4-FUNG-0581,experiment
STR_239f30df24e8,NCBITAXON:2633043,TTI001159,M4-FUNG-0582,primary
STR_3439262e09b1,NCBITAXON:2633043,Phaeosphaeria sp. TTI001159 cluster in A. nidulans,M4-FUNG-0582,experiment
STR_c3fb52605a45,NCBITAXON:2633043,Aspergillus uvarum CBS121591,M4-FUNG-0582,experiment
STR_5f11978c7461,NCBITAXON:2633043,human CDK2/cyclin E1,M4-FUNG-0582,experiment
STR_3e2fc0faefad,NCBITAXON:2633043,HCT116 cells,M4-FUNG-0582,experiment
STR_c35af955c192,NCBITAXON:192010,MRC7560,M4-FUNG-0583,primary
STR_e8a169b9e277,NCBITAXON:192010,F. mangiferae MRC7560 WT,M4-FUNG-0583,experiment
STR_f79bc4bf3e25,NCBITAXON:192010,F. mangiferae ΔFmKmt1 / chromatin mutants,M4-FUNG-0583,experiment
STR_d81691271c6d,NCBITAXON:192010,F. mangiferae cluster-gene deletion strains,M4-FUNG-0583,experiment
STR_042514faf396,NCBITAXON:192010,F. mangiferae comparative nitrogen cultures,M4-FUNG-0583,experiment
STR_868089c3d176,NCBITAXON:2011797,CF-236968,M4-FUNG-0584,primary
STR_b44a9ddb9967,NCBITAXON:2011797,Leptobacillium sp. CF-236968,M4-FUNG-0584,experiment
STR_9af96efea461,NCBITAXON:2011797,Aspergillus oryzae NSAR1,M4-FUNG-0584,experiment
STR_88c4c33a9196,NCBITAXON:2011797,A. oryzae pathway strains,M4-FUNG-0584,experiment
STR_284c00e5c09c,NCBITAXON:1718872,g12,M4-FUNG-0585,primary
STR_4654c2ebf917,NCBITAXON:1718872,Stachybotrys sp. g12-derived genes,M4-FUNG-0585,experiment
STR_92013edc0380,NCBITAXON:1718872,engineered StrA constructs,M4-FUNG-0585,experiment
STR_4214278fee8e,NCBITAXON:1718872,StrC-containing pathway constructs,M4-FUNG-0585,experiment
STR_4f42da501c3a,NCBITAXON:1955268,CBS 119016,M4-FUNG-0586,primary
STR_13a225162d36,NCBITAXON:1955268,J. multiformis stromata,M4-FUNG-0586,experiment
STR_37950a92cde4,NCBITAXON:1955268,Hypoxylaceae genome panel including J. multiformis,M4-FUNG-0586,experiment
STR_bc060753b43c,NCBITAXON:36656,heterologous fungal host expressing oesA,M4-FUNG-0587,experiment
STR_2fa0029ff2c3,NCBITAXON:36656,engineered oesA ACP-domain variants,M4-FUNG-0587,experiment
STR_873440c0ed1a,NCBITAXON:36656,heterologous oesA system,M4-FUNG-0587,experiment
STR_aca2e2878907,NCBITAXON:2487000,MUCL 54604,M4-FUNG-0588,primary
STR_af5b7f7494b3,NCBITAXON:2487000,Hypomontagnella monticulosa MUCL 54604,M4-FUNG-0588,experiment
STR_0f6077db0fee,NCBITAXON:2487000,Aspergillus oryzae,M4-FUNG-0588,experiment
STR_a7fd2bcac079,NCBITAXON:2487000,A. oryzae mfn gene combinations,M4-FUNG-0588,experiment
STR_57f221070c5b,NCBITAXON:690307,ATCC 16872,M4-FUNG-0589,primary
STR_67cd2ede1d29,NCBITAXON:690307,Aspergillus oryzae,M4-FUNG-0589,experiment
STR_22d14e5131f6,NCBITAXON:690307,A. oryzae engineered strains,M4-FUNG-0589,experiment
STR_6a8191e6e62c,NCBITAXON:1955266,CBS 135445,M4-FUNG-0590,primary
STR_dba432418b5b,NCBITAXON:1955266,J. minutella stromata,M4-FUNG-0590,experiment
STR_e036173594c2,NCBITAXON:1955266,Hypoxylaceae comparative genome panel,M4-FUNG-0590,experiment
STR_6eb18234b8d8,NCBITAXON:425011,CBS 513.88,M4-FUNG-0591,primary
STR_a703ceb57c19,NCBITAXON:425011,A. niger CBS 513.88 WT and ΔktnS,M4-FUNG-0591,experiment
STR_11c38b6059d3,NCBITAXON:425011,A. niger ΔktnB/ΔktnC,M4-FUNG-0591,experiment
STR_60112692accb,NCBITAXON:756982,ATCC 24927,M4-FUNG-0592,primary
STR_58a669e8a947,NCBITAXON:756982,"A. oligospora WT, ΔAo415, ΔAo414",M4-FUNG-0592,experiment
STR_c721f51cb86d,NCBITAXON:756982,A. oligospora WT/mutants,M4-FUNG-0592,experiment
STR_8d0ae6935e45,NCBITAXON:756982,A. oligospora,M4-FUNG-0592,experiment
STR_f04f01ba5208,NCBITAXON:27334,MD-8,M4-FUNG-0593,primary
STR_47841411d705,NCBITAXON:27334,E. coli BL21(DE3) engineered MEP host,M4-FUNG-0593,experiment
STR_8f78233882de,NCBITAXON:27334,E. coli PeTS1 fusion variants,M4-FUNG-0593,experiment
STR_fc0578567544,NCBITAXON:229533,F. graminearum 50218 genes in A. oryzae NSAR1,M4-FUNG-0594,experiment
STR_f38b87bc743a,NCBITAXON:229533,F. graminearum PH-1 WT / ΔPKS15,M4-FUNG-0594,experiment
STR_659646012007,NCBITAXON:229533,F. graminearum PH-1 WT / ΔTS,M4-FUNG-0594,experiment
STR_56163c47e644,NCBITAXON:229533,F. graminearum PH-1 WT and transformants,M4-FUNG-0594,experiment
STR_2fb3f8c2f87e,ORG_3705c8ce96de,physodic-acid chemotype,M4-FUNG-0595,primary
STR_a1038fb80c47,ORG_3705c8ce96de,P. furfuracea physodic-acid chemotype,M4-FUNG-0595,experiment
STR_0ee296154e12,ORG_3705c8ce96de,P. furfuracea olivetoric-acid chemotype,M4-FUNG-0595,experiment
STR_571d2fbe36bc,ORG_3705c8ce96de,both chemotypes,M4-FUNG-0595,experiment
STR_4e309b15f519,NCBITAXON:1126212,A. nidulans A1145,M4-FUNG-0596,experiment
STR_ac84b191b8d2,NCBITAXON:124418,RK99-F33,M4-FUNG-0597,primary
STR_f8dd6e096f73,NCBITAXON:124418,T. album TAS1 homologue,M4-FUNG-0597,experiment
STR_0861e57ef4e1,NCBITAXON:124418,Taslactam C,M4-FUNG-0597,experiment
STR_bde39cb01cf3,NCBITAXON:319629,A. brasiliensis WT / ΔmlfA,M4-FUNG-0598,experiment
STR_62f2f816c430,NCBITAXON:319629,ΔmlfA + mlfA complementation,M4-FUNG-0598,experiment
STR_883448399d90,NCBITAXON:660028,MN25,M4-FUNG-0599,primary
STR_9f49eced4908,NCBITAXON:660028,F. oxysporum MN25 TAS1 homologue,M4-FUNG-0599,experiment
STR_569ff4c08a21,NCBITAXON:660028,taslactam-family compounds,M4-FUNG-0599,experiment
STR_54bb13be2b73,NCBITAXON:487627,ONG-16-641 (AV22),M4-FUNG-0600,primary
STR_0698d67ef8d5,NCBITAXON:487627,A. fabae WT / ΔpksAC,M4-FUNG-0600,experiment
STR_6bc5d3c5c014,NCBITAXON:487627,AV22 + A. fabae genomes,M4-FUNG-0600,experiment
STR_029460918f8f,NCBITAXON:1365484,selected anu deletion/feeding strains,M4-FUNG-0601,experiment
STR_6ccc5595f9f4,NCBITAXON:1365484,AnuG enzyme,M4-FUNG-0601,experiment
STR_498add9eee32,NCBITAXON:948311,NRRL 62905,M4-FUNG-0602,primary
STR_483e5f0c7a4b,NCBITAXON:948311,WT / ΔFUP1,M4-FUNG-0602,experiment
STR_344f532257f3,NCBITAXON:948311,WT / ΔFUP3 / ΔFUP4,M4-FUNG-0602,experiment
STR_13b0f345e7a1,NCBITAXON:948311,WT / ΔFUP5,M4-FUNG-0602,experiment
STR_4b32b40f17fc,NCBITAXON:5059,NRRL 3357,M4-FUNG-0603,primary
STR_2a48a9e40cfe,NCBITAXON:5059,A. flavus NRRL3357 CPA-gene disruptions,M4-FUNG-0603,experiment
STR_b24109dbf313,NCBITAXON:5059,cpaA expressed in A. oryzae,M4-FUNG-0603,experiment
STR_edbd2ff742d4,NCBITAXON:5059,CpaD enzyme,M4-FUNG-0603,experiment
STR_af3cd4e8a531,NCBITAXON:198730,TS63-9,M4-FUNG-0604,primary
STR_5b23fa1118d1,NCBITAXON:198730,S. cerevisiae YZL141 + TvTS,M4-FUNG-0604,experiment
STR_df9bb0ca8cfd,NCBITAXON:198730,T. verruculosus amyB::TvTS,M4-FUNG-0604,experiment
STR_feeaf2e7ef4f,NCBITAXON:198730,TvTS-PT / TvTS-TC domains,M4-FUNG-0604,experiment
STR_5261ce15fe34,NCBITAXON:1126212,S. cerevisiae + MpMS,M4-FUNG-0605,experiment
STR_56c67ef7c499,NCBITAXON:1126212,purified recombinant MpMS,M4-FUNG-0605,experiment
STR_4f297ca82a2c,NCBITAXON:1126212,MpMS D114A/N115A and other variants,M4-FUNG-0605,experiment
STR_52fe377fa514,NCBITAXON:474922,canonical physical record strain NR,M4-FUNG-0606,primary
STR_b246e54b2473,NCBITAXON:474922,S. cerevisiae + CgCS from C. gloeosporioides ES026,M4-FUNG-0606,experiment
STR_a3c1cef15705,NCBITAXON:1037530,IasaF13 (primary-literature spelling); canonical source shows lasaF13,M4-FUNG-0607,primary
STR_ad6ab3bca638,NCBITAXON:1037530,P. ipomoeae IasaF13 in infected I. asarifolia,M4-FUNG-0607,experiment
STR_e66a6da86e77,NCBITAXON:1037530,P. ipomoeae and comparative Clavicipitaceae panel,M4-FUNG-0607,experiment
STR_61a5b5c2cb31,NCBITAXON:35717,Fl1,M4-FUNG-0608,primary
STR_ecbb64620924,NCBITAXON:35717,E. festucae Fl1 WT versus ΔlpsB,M4-FUNG-0608,experiment
STR_095120b82d2c,NCBITAXON:35717,E. festucae Fl1 ΔlpsB complemented,M4-FUNG-0608,experiment
