metabolite_key,dossier_id,metabolite_id,name_raw,congener_or_variant_raw,formula,structure_id,chemical_role_raw,bioactivity_raw,recovery_location_raw,identification_level_raw,source_ids,note,source_row
M4-FUNG-0434:M002,M4-FUNG-0434,M002,campyrone B,canonical congener,NR,NR,amino-acid-derived α-pyrone,NR,heterologous/native context,HPLC/structure-supported,S001; S003,Canonical product listed by MIBiG.,114
M4-FUNG-0434:M003,M4-FUNG-0434,M003,substituted pyrophen analogues,precursor-fed analogues,various,NR,engineered analogues,NR,heterologous culture,isolated/structurally characterized subset,S003,Generated by phenylalanine-analogue feeding.,115
M4-FUNG-0435:M001,M4-FUNG-0435,M001,glycine betaine,substrate,C5H11NO2,NR,ATRR substrate,osmolyte/metabolic substrate,intracellular,biochemical standard,S003,Direct substrate.,113
M4-FUNG-0435:M002,M4-FUNG-0435,M002,glycine betaine aldehyde,reaction intermediate,NR,NR,first reduction product,pathway intermediate,enzyme reaction,mechanistically resolved,S003,Intermediate in consecutive reductions.,114
M4-FUNG-0435:M003,M4-FUNG-0435,M003,choline,final product,C5H14NO+,NR,ATRR product / cellular metabolite,membrane/metabolic precursor,intracellular,biochemical/genetic,S003,Canonical MIBiG product.,115
M4-FUNG-0436:M001,M4-FUNG-0436,M001,4-hydroxyphenylpyruvic acid,preferred atromentin substrate,NR,NR,GreA substrate,precursor,in-vitro reaction,biochemical standard,S002; S003,Direct ATP-PPi/substrate evidence.,113
M4-FUNG-0436:M002,M4-FUNG-0436,M002,atromentin,canonical product,NR,NR,GreA dimerization/cyclization product,precursor for downstream pigment/metabolite families,in-vitro enzyme reaction,direct product identification,S003,Canonical MIBiG product.,114
M4-FUNG-0437:M001,M4-FUNG-0437,M001,brasiliamide I,canonical / newly exposed congener,NR,NR,brasiliamide pathway product,NR for WZXY-M122-9-specific biological role,fungal culture extract,isolated compound / structural characterization,S001; S003,Production revealed after histone-deacetylase deletion.,113
M4-FUNG-0437:M002,M4-FUNG-0437,M002,brasiliamide A,canonical congener,NR,NR,late tailored product,family bioactivity reported historically in another strain,fungal culture extract / enzyme-pathway context,isolated / pathway-supported,S001; S003; S005,BrsJ ring cleavage is linked to its biosynthesis.,114
M4-FUNG-0437:M003,M4-FUNG-0437,M003,brasiliamide B,canonical congener,NR,NR,brasiliamide pathway product,family bioactivity reported historically in another strain,fungal culture extract,isolated / HPLC-supported,S001; S003; S005,Do not transfer historical strain-specific potency to WZXY-M122-9.,115
M4-FUNG-0437:M004,M4-FUNG-0437,M004,"2,2-dibenzylpiperazine",canonical pathway intermediate/product,NR,NR,piperazine scaffold intermediate,NR,fungal/enzyme pathway context,pathway-supported,S001; S003,Supports piperazine-skeleton pathway model.,116
M4-FUNG-0437:M005,M4-FUNG-0437,M005,brasiliamide D,canonical congener,NR,NR,brasiliamide pathway product,historical family convulsive activity from another strain,fungal culture extract,isolated / HPLC-supported,S001; S003; S005,Native ecological role unresolved.,117
M4-FUNG-0438:M001,M4-FUNG-0438,M001,δ-6 protoilludene,canonical product,NR,NR,sesquiterpene cyclization product,NR for direct bioactivity,recombinant enzyme reaction,GC-MS/product analysis,S001; S003,Both Omp6 and Omp7 make this as major product.,113
M4-FUNG-0438:M002,M4-FUNG-0438,M002,pentalenene,minor Omp7 product,NR,NR,minor side product,NR,recombinant Omp7 reaction,GC-MS/product analysis,S003,Omp7 produced ~0.7%; accession-specific relevance unresolved.,114
M4-FUNG-0439:M001,M4-FUNG-0439,M001,δ-6 protoilludene,canonical product,NR,NR,sesquiterpene cyclization product,NR for direct bioactivity,recombinant enzyme reaction,GC-MS/product analysis,S001; S003,Both Omp6 and Omp7 make this as major product.,113
M4-FUNG-0439:M002,M4-FUNG-0439,M002,pentalenene,minor Omp7 product,NR,NR,minor side product,NR,recombinant Omp7 reaction,GC-MS/product analysis,S003,Omp7 produced ~0.7%; accession-specific relevance unresolved.,114
M4-FUNG-0440:M001,M4-FUNG-0440,M001,compound 6,early reconstructed tetramic-acid intermediate,NR,NR,SmbA/SmbB product,NR,A. nidulans heterologous culture,isolated/NMR-supported,S003,Produced at ~2 mg/L.,113
M4-FUNG-0440:M002,M4-FUNG-0440,M002,intermediate 13,tetrahydropyran-bearing intermediate,NR,CCDC 2097629,SmbE-dependent intermediate,NR,A. nidulans heterologous culture,NMR/HRMS/MicroED-supported,S003,~3.7 mg/L; structure supports spontaneous ring closure after hydroxylation.,114
M4-FUNG-0440:M003,M4-FUNG-0440,M003,N-demethylsambutoxin,late intermediate,NR,NR,SmbF product / SmbG substrate,NR,heterologous culture,isolated/structure-supported,S003,~2 mg/L reported.,115
M4-FUNG-0440:M004,M4-FUNG-0440,M004,(-)-sambutoxin,canonical final product,NR,NR,final N-methylated 4-hydroxy-2-pyridone,mycotoxin,heterologous culture,structure-supported,S001; S003,Reconstructed from F. commune smb genes.,116
M4-FUNG-0441:M001,M4-FUNG-0441,M001,biscognienyne B,canonical principal product,NR,NR,alkyne-containing meroterpenoid,NR,heterologous culture,isolated/structure-supported,S001; S003,Primary pathway target.,113
M4-FUNG-0441:M002,M4-FUNG-0441,M002,eutypinic acid,canonical pathway product,NR,NR,prenyl-aromatic pathway product/intermediate,NR,heterologous culture,structure-supported,S001; S003,Included in broad pathway-output set.,114
M4-FUNG-0441:M003,M4-FUNG-0441,M003,4-hydroxy-3-prenylbenzoic acid,canonical intermediate,NR,NR,prenylated aromatic intermediate,NR,heterologous/feeding context,structure-supported,S001; S003,Pathway intermediate rather than equivalent endpoint.,115
M4-FUNG-0441:M004,M4-FUNG-0441,M004,prenylhydroquinone,canonical intermediate,NR,NR,prenylated hydroquinone intermediate,NR,heterologous/feeding context,structure-supported,S001; S003,Pathway intermediate.,116
M4-FUNG-0441:M005,M4-FUNG-0441,M005,other canonical bis products,"compounds 3, 6, 7, 8, 11, 12, 15; pestalodiol E",various/NR,NR,branch products and intermediates,NR,heterologous/feeding contexts,structure-supported set,S001; S002; S003,Grouped to avoid treating all canonical products as equivalent final metabolites.,117
M4-FUNG-0442:M001,M4-FUNG-0442,M001,γ-naphthopyrone monomer,AshP-derived coupling substrate,NR,NR,phenolic monomer substrate,NR,enzyme reaction,structure-supported,S003,Used in laccase coupling assays.,113
M4-FUNG-0442:M002,M4-FUNG-0442,M002,(P)-ustilaginoidin A,canonical dimer,NR,NR,axially chiral oxidative-coupling product,NR,in-vitro enzyme reaction,stereochemically resolved product,S001; S003,Canonical MIBiG product.,114
M4-FUNG-0443:M001,M4-FUNG-0443,M001,varicidin A,canonical final product,NR,NR,N-methylated cis-decalin product,antifungal; MIC 8 µg/mL vs Candida albicans,heterologous culture,isolated/structure-supported,S001; S003,Final PvhD/PvhB route.,113
M4-FUNG-0443:M002,M4-FUNG-0443,M002,varicidin B,demethylated congener,C20H27NO5,NR,cis-decalin branch product,antifungal; MIC 16 µg/mL vs Candida albicans,heterologous culture,isolated/X-ray-supported,S003,Produced when pvhD is omitted.,114
M4-FUNG-0443:M003,M4-FUNG-0443,M003,compound 3,reactive acyclic intermediate,NR,NR,PvhA/PvhC product,NR,heterologous culture,structure-supported,S003,Spontaneously forms trans-decalins without deactivation.,115
M4-FUNG-0443:M004,M4-FUNG-0443,M004,compounds 4 and 5,nonenzymatic trans-decalin products,NR,NR,off-pathway/spontaneous cyclization products,NR,heterologous culture,structure-supported,S003,Illustrate competing uncatalyzed IMDA.,116
M4-FUNG-0443:M005,M4-FUNG-0443,M005,compounds 6 and 7,carboxylated / methylated PvhB substrates,NR,NR,late controlled-cyclization intermediates,NR,heterologous/purified assay,structure-supported,S003,PvhB substrate specificity measured for both.,117
M4-FUNG-0444:M001,M4-FUNG-0444,M001,deoxyconidiogenol,cyclase product / pathway intermediate,NR,NR,P450 substrate,NR,heterologous/in-vitro context,13C-NMR/structure-supported,S003,Direct Pc20g10860 product.,113
M4-FUNG-0444:M002,M4-FUNG-0444,M002,(-)-conidiogenone,canonical final product,NR,NR,oxidized diterpene product,conidiation inducer historically in P. cyclopium,heterologous culture,isolated/structure-supported,S001; S003,Native signaling role in P. rubens not directly tested.,114
M4-FUNG-0445:M001,M4-FUNG-0445,M001,cyclodileucine,cyclo(L-Leu-L-Leu),NR,NR,pulcherriminic-acid precursor,NR as isolated metabolite,cell/culture extract,UPLC-HR-HESI-MS with labeling/feeding support,S001; S003,"Detected in wild type and SNF2-complemented strain, undetectable in snf2 mutant.",113
M4-FUNG-0445:M002,M4-FUNG-0445,M002,pulcherriminic acid,canonical pathway product / pulcherrimin precursor,NR,NR,iron-chelating precursor that forms pulcherrimin with Fe(III),associated with antifungal phenotype; exclusive causal contribution unresolved,culture extract / extracellular iron-chelation context,UPLC-HR-HESI-MS,S001; S003,Detected in wild type/complemented strain and absent from snf2 mutant.,114
M4-FUNG-0445:M003,M4-FUNG-0445,M003,pulcherrimin,Fe(III)-pulcherriminic-acid pigment,NR,NR,red iron-chelate pigment,associated with antagonistic phenotype; direct pathway-specific causality unresolved,pigmented colony/extracellular context,pigment phenotype + pathway metabolite evidence,S001; S003,Pigmentation lost in snf2 mutant and restored by SNF2 complementation.,115
M4-FUNG-0445:M004,M4-FUNG-0445,M004,compound 3 / additional precursor-degradation products,canonical/additional pulcherrimin-associated metabolites,NR,NR,precursor or degradation-product set,biological contribution unresolved,culture extract,UPLC-HR-HESI-MS; exact molecular formula assignments in defining study,S001; S003,New intermediates/degradation products were found in wild type/complemented strain but undetectable in snf2 mutant.,116
M4-FUNG-0446:M001,M4-FUNG-0446,M001,4-hydroxyphenylpyruvic acid,MelA substrate,NR,NR,precursor,NA,cell/biochemical reaction,substrate assignment,S002; S003,Structure-based and biochemical pathway evidence.,113
M4-FUNG-0446:M002,M4-FUNG-0446,M002,aspulvinone E,canonical precursor product,NR,NR,MelA product / TyrP substrate,precursor role in protective pigment programme,heterologous/in-vitro reaction and native pathway context,chemically identified,S001; S003,Canonical MIBiG compound.,114
M4-FUNG-0446:M003,M4-FUNG-0446,M003,Asp-melanin,polymeric pigment,NA,NA,spontaneous polymerization product after TyrP oxidation,UV resistance; reduced amoebal phagocytosis,conidia/cell-associated pigment,genetic + biochemical pigment assignment,S003,"Polymer, not the canonical small-molecule product.",115
M4-FUNG-0447:M001,M4-FUNG-0447,M001,21R-citrinadin A,canonical final product,NR,NR,prenylated indole alkaloid endpoint,NR,native P. citrinum fermentation,NMR/ECD-confirmed,S003,Sole supported canonical fungal product.,113
M4-FUNG-0447:M002,M4-FUNG-0447,M002,intermediate 2,bicyclo[2.2.2]diazaoctane intermediate,NR,CCDC 2057621,CtdE substrate / ΔctdU and ΔctdE-associated intermediate,NR,mutant extract / in-vitro assay,X-ray/NMR-supported,S003,m/z 364.2 [M+H]+.,114
M4-FUNG-0447:M003,M4-FUNG-0447,M003,intermediate 3,C7-prenylated derivative of 2,NR,NR,preferred CtdE substrate candidate,NR,ΔctdE extract / in-vitro assay,NMR/ECD-supported,S003,m/z 432.3 [M+H]+.,115
M4-FUNG-0447:M004,M4-FUNG-0447,M004,products 4 and 5,CtdE 3S-spirooxindole products,NR,NR,direct enzymatic spirocyclization products,NR,in-vitro CtdE reactions,product 4 X-ray-supported; 5 analytical support,S003,Mechanistic products.,116
M4-FUNG-0448:M001,M4-FUNG-0448,M001,cladosporiumin I,canonical stereoisomer,NR,NR,tetramic-acid hybrid polyketide,weak cytotoxicity in breast-cancer cell lines,native SW67 culture extract,NMR/Mosher/ECD-supported,S003,Metabolite identity direct; cls attribution putative.,113
M4-FUNG-0448:M002,M4-FUNG-0448,M002,cladosporiumin J,canonical stereoisomer,NR,NR,tetramic-acid hybrid polyketide,weak cytotoxicity in breast-cancer cell lines,native SW67 culture extract,NMR/Mosher/ECD-supported,S003,Metabolite identity direct; cls attribution putative.,114
M4-FUNG-0448:M003,M4-FUNG-0448,M003,cladosporicin A,related SW67 metabolite,NR,NR,spirocyclic tetramic-acid natural product,weak cytotoxicity in tested panel,native SW67 culture extract,structure-resolved,S003,Related product supporting family context.,115
M4-FUNG-0449:M001,M4-FUNG-0449,M001,subglutinol A,canonical major product,NR,NR,DDP pathway end product,DL-1 cell IC50 12 nM; adult Drosophila paralysis at 3.5 ng/injection; anti-HIV activity in DDP panel,A. oryzae heterologous culture,purified/spectrally matched,S001; S003,"Historical immunosuppressive discovery was from Fusarium subglutinans, not this strain.",113
M4-FUNG-0449:M002,M4-FUNG-0449,M002,subglutinol B,canonical minor congener,NR,NR,DDP pathway end product,bioactive subglutinol congener; strain-specific ecological role NR,A. oryzae heterologous culture,purified/spectrally matched,S001; S003,,114
M4-FUNG-0449:M003,M4-FUNG-0449,M003,common DDP intermediate 4,shared conserved-core intermediate,NR,NR,SubA–E core product / SubF substrate precursor,NR,heterologous culture,purified/structure-supported,S003,Produced at 87 mg/L in the reference common-core reconstruction.,115
M4-FUNG-0450:M001,M4-FUNG-0450,M001,FDDP-D,major native endpoint / compound 13 in 2020 reconstruction,NR,NR,C16 cluster end product,ecological/virulence function unresolved,native culture and infected wheat heads; heterologous culture,NMR/spectral plus UHPLC-HRMS/MS2 confirmation,S001; S003; S004,,113
M4-FUNG-0450:M002,M4-FUNG-0450,M002,FDDP-E,minor native endpoint / compound 14 in 2020 reconstruction,NR,NR,C16 cluster end product,ecological/virulence function unresolved,native culture and infected wheat heads; heterologous culture,NMR/spectral plus UHPLC-HRMS/MS2 confirmation,S001; S003; S004,,114
M4-FUNG-0450:M003,M4-FUNG-0450,M003,FDDP-B,late intermediate / compound 11,NR,NR,methylated Fusarium-branch intermediate,NR,heterologous culture,isolated/structure-supported,S001; S003,,115
M4-FUNG-0450:M004,M4-FUNG-0450,M004,higginsianin B,shared upstream/common-branch intermediate,NR,NR,DDP pathway intermediate/related product,NR,heterologous reconstruction context,structure-supported,S001; S003,,116
M4-FUNG-0450:M005,M4-FUNG-0450,M005,BR-051,canonical-listed related compound,NR,NR,related DDP product/provenance item,NR,NR,canonical listing only in this dossier,S001,Not treated as an equivalent native PH-1 endpoint without stronger experimental mapping.,117
M4-FUNG-0451:M001,M4-FUNG-0451,M001,higginsianin B,canonical congener / shared DDP intermediate-like branch product,C27H40O4,NR,higginsianin family product and signalling-active metabolite,suppresses JA-Ile/JAZ signalling and proteasome activities in Arabidopsis; cytostatic activity reported in cancer-cell studies,native fungal culture,NMR-defined,S001; S005; S006,,113
M4-FUNG-0451:M002,M4-FUNG-0451,M002,higginsianin A,methylated/oxidatively tailored congener,C28H40O4,NR,DpchF-dependent reconstructed product,cytotoxic/cytostatic activity reported,native and heterologous contexts,NMR-defined / reconstructed,S001; S003; S005,,114
M4-FUNG-0451:M003,M4-FUNG-0451,M003,higginsianin C / 13-epi-higginsianin C,ΔcclA-exposed congeners,C27H40O5,NR,chromatin-derepressed higginsianin congeners,bioactivity not promoted beyond defining isolation study,ΔcclA liquid culture,NMR-defined,S001; S004,,115
M4-FUNG-0451:M004,M4-FUNG-0451,M004,higginsianin D,later native congener,C28H42O5,NR,3-oxodihydrofuran-containing diterpenoid,"cytotoxic, weaker than higginsianin E in reported A431 assay",native mycelial culture,NMR/HRESIMS/ECD,S001; S005,,116
M4-FUNG-0451:M005,M4-FUNG-0451,M005,higginsianin E,21-epimer of higginsianin D,C28H42O5,NR,3-oxodihydrofuran-containing diterpenoid,A431 antiproliferative IC50 1.0 µM; nearly ineffective against immortalized keratinocytes under reported conditions,native mycelial culture,NMR/HRESIMS/ECD,S001; S005,,117
M4-FUNG-0452:M001,M4-FUNG-0452,M001,sporidesmin A,major/toxic sporidesmin congener,C18H20ClN3O6S2,PubChem CID 99596,spore-associated ETP mycotoxin,hepatotoxic; causes facial eczema/pithomycotoxicosis in ruminants,fungal spores,chemically established natural product,S003; S005,Product existence and toxicity are certain; Spd-locus attribution is not equivalently validated.,113
M4-FUNG-0452:M002,M4-FUNG-0452,M002,sporidesmins B-H and J,related sporidesmin family,various,NR,related spore mycotoxin congeners,variable; sporidesmin A is described as most toxic,fungal spores,historical natural-product family,S003,,114
M4-FUNG-0453:M001,M4-FUNG-0453,M001,6-protoilludene,Pro1 product / early precursor,NR,NR,sesquiterpene cyclization product,NR for direct compound-specific bioactivity,native/recombinant enzyme products,GC-based product identification,S003; S005,Exclusive Pro1 product in the defining enzyme study.,113
M4-FUNG-0453:M002,M4-FUNG-0453,M002,8α-hydroxy-6-protoilludene,CYP-Arm3 product,NR,NR,branch-defining hydroxylated sesquiterpene,NR for direct compound-specific bioactivity,clarified engineered-yeast culture supernatant,GC/MS + 1H/13C NMR + HMBC + NOESY,S003,Directly establishes CYP-Arm3 regio/stereochemical branch step.,114
M4-FUNG-0453:M003,M4-FUNG-0453,M003,armillyl orsellinate,canonical database endpoint / family product,NR,NR,protoilludene aryl ester,family has antimicrobial/cytotoxic context,native Armillaria product family,literature/database identity,S001; S003; S005,Do not treat the submitted early module as a complete reconstruction of final ester assembly.,115
M4-FUNG-0454:M001,M4-FUNG-0454,M001,preterpestacin I,canonical scaffold,NR,NR,BsPS/Ssk6 cyclization product,no direct anti-inflammatory activity assigned in defining study,native/heterologous/in-vitro contexts,NMR/enzymatic product-supported,S001; S003,Canonical MIBiG product.,113
M4-FUNG-0454:M002,M4-FUNG-0454,M002,terpestacin,oxidized downstream congener,NR,NR,central downstream pathway product,bioactive family member; not equivalent to preterpestacin-I activity,native pathway context,isolated/structure-supported,S003; S005,Used for proposed branch mapping.,114
M4-FUNG-0454:M003,M4-FUNG-0454,M003,fusaproliferin,acylated terpestacin derivative,NR,NR,downstream sesterterpenoid,NR here for strain-specific ecological role,native pathway context,isolated/structure-supported,S003,Pathway assignment downstream of scaffold.,115
M4-FUNG-0454:M004,M4-FUNG-0454,M004,sestersorokinicin A,new downstream congener,NR,NR,acylated sesterterpenoid,24.9 ± 2.1% inhibition of LPS-induced NO at 10 µM in RAW264.7 cells,native BS11134 culture extract,isolated/NMR-supported,S003,"Bioactivity belongs to this congener, not to preterpestacin I.",116
M4-FUNG-0454:M005,M4-FUNG-0454,M005,sestersorokiniside A,glycosylated downstream congener,NR,NR,glycosylated sesterterpenoid,NR,native BS11134 culture extract,isolated/NMR-supported,S003,Supports unique glycosyltransferase-bearing pathway branch.,117
M4-FUNG-0455:M001,M4-FUNG-0455,M001,methylphloracetophenone,proposed monomeric precursor,NR,NR,proposed MPAS product / MPAO substrate,NR,biosynthetic model,inferred from pathway/domain chemistry,S003,Not directly isolated as the CuPKS1 product in the defining study.,113
M4-FUNG-0455:M002,M4-FUNG-0455,M002,usnic acid,canonical product,NR,NR,lichen dibenzofuran polyketide endpoint,broad biological activity known; locus-specific ecological phenotype NR,intact lichen thallus,HPLC-detected native product,S001; S003,Native product detection is direct; assignment to this exact locus remains candidate-level.,114
M4-FUNG-0456:M001,M4-FUNG-0456,M001,adametizine A,major/stable congener,C21H23ClN2O8S2,NR,native ETP product and interconversion hub,PC-3 IC50 6.3±1.4 µM; LNCaP IC50 0.5±0.03 µM; mild antiaging activity,native fermentation extract; also detected in black-band samples,HRMS/NMR/X-ray supported,S003,Most stable/abundant congener in defining study.,113
M4-FUNG-0456:M002,M4-FUNG-0456,M002,penigainamide A,trisulfide congener,NR,NR,"native α,β-polysulfide ETP",NR,native fermentation extract,HRMS + NMR,S001; S003,Chemically unstable and interconverts in solution.,114
M4-FUNG-0456:M003,M4-FUNG-0456,M003,penigainamide B,epoxide-containing congener,NR,NR,native ETP / chemical-interconversion participant,NR,native fermentation extract,HRMS + NMR,S001; S003,Unstable even at low-temperature NMR conditions.,115
M4-FUNG-0456:M004,M4-FUNG-0456,M004,penigainamide C,new congener,NR,NR,native ETP family member,NR,14-day fermentation extract,HRMS/tandem MS-supported,S001; S003,Detected with known ETP congeners.,116
M4-FUNG-0456:M005,M4-FUNG-0456,M005,FA2097 / outovirins / pretrichodermamide C,known related congeners,various,NR,native products and chemical-interconversion network,congener-specific,native fermentation extract,HRMS/NMR/MS comparison,S001; S003,Grouped to emphasize shared family chemistry and post-isolation transformations.,117
M4-FUNG-0457:M001,M4-FUNG-0457,M001,fumonisin B1,canonical B-series congener,NR,NR,FUM-cluster product,carcinogenic mycotoxin / food-feed hazard,fungal production assay,LC-MS/MS quantified,S001; S003,G9 donor >50 ppm in reported transformant-comparison table.,113
M4-FUNG-0457:M002,M4-FUNG-0457,M002,fumonisin B2,canonical B-series congener,NR,NR,FUM-cluster product,mycotoxin,fungal production assay,LC-MS/MS quantified,S001; S003,G9 donor >50 ppm in reported table.,114
M4-FUNG-0457:M003,M4-FUNG-0457,M003,fumonisin B3,canonical B-series congener / current MIBiG short-description endpoint,NR,NR,FUM-cluster product,mycotoxin,fungal production assay,LC-MS/MS quantified,S001; S002; S003,G9 donor 3.70 ppm in reported table.,115
M4-FUNG-0458:M001,M4-FUNG-0458,M001,xenoacremone A,canonical product,C29H35NO5,NR,tyrosine-decahydrofluorene endpoint,bioactivity not central in defining biosynthesis study,native rice culture / heterologous system,NMR/LC-MS structure-supported,S001; S003,Primary endpoint.,114
M4-FUNG-0458:M002,M4-FUNG-0458,M002,xenoacremone B,oxidized congener,NR,NR,native pathway congener,NR,native culture,structure-supported,S003,A-C discovered in defining study.,115
M4-FUNG-0458:M003,M4-FUNG-0458,M003,xenoacremone C,methyl ether of xenoacremone A,NR,NR,methanol-derived/spontaneous derivative,NR,isolation context,NMR/X-ray supported,S003,May form spontaneously from A in methanol; not equivalent biosynthetic endpoint.,116
M4-FUNG-0458:M005,M4-FUNG-0458,M005,"compounds 4, 6-11",pathway intermediates/isomers,various/NR,NR,"intermediates, spontaneous isomers and late branch products",NR,native mutants/heterologous cultures,UPLC/LC-MS/NMR set,S003,Grouped to avoid false equivalence with final xenoacremones.,117
M4-FUNG-0459:M001,M4-FUNG-0459,M001,torachrysone / related naphthalene precursor,coupling precursor,NR,NR,monomeric phenol-coupling substrate,NR,heterologous reaction context,structure-supported,S003,Precursor-level pathway intermediate.,113
M4-FUNG-0459:M002,M4-FUNG-0459,M002,sporandol,canonical product,NR,NR,selectively coupled binaphthalene product,antiparasitic activity reported,heterologous culture/reaction,chemically characterized,S001; S003,Canonical endpoint.,114
M4-FUNG-0460:M001,M4-FUNG-0460,M001,biruloquinone,canonical product,NR,NR,phenanthraquinone pigment / specialized metabolite,AChE inhibition IC50 27.1 µg/mL; mixed-II kinetics; PC12 protection reported at 1–25 µg/mL,axenic C. macilenta culture,MS/NMR-supported compound identification,S003; S005,Compound identity is direct; linkage to brq1–brq6 is transcript/metabolite correlation rather than causal genetics.,113
M4-FUNG-0461:M001,M4-FUNG-0461,M001,cristazarin,canonical product,NR,NR,red pigment / pathway endpoint,activity evaluated in source,culture extract,NMR-supported,S003,,114
M4-FUNG-0461:M002,M4-FUNG-0461,M002,6-methylcristazarin,congener,NR,NR,related pigment,NR,culture extract,literature/database,S001; S002,,115
M4-FUNG-0462:M001,M4-FUNG-0462,M001,solanapyrone A,canonical product,NR,NR,pathway endpoint,toxic secondary metabolite,culture extract,LC-MS/direct,S003,,114
M4-FUNG-0462:M002,M4-FUNG-0462,M002,solanapyrone C,congener,NR,NR,pathway product,NR,culture extract,LC-MS/direct,S003,,115
M4-FUNG-0464:M001,M4-FUNG-0464,M001,"19S,20-epoxy-18-oxotryprostatin A",new analogue,NR,NR,isolated metabolite,compound-specific activity NR,culture extract,NMR/HRESIMS,S003,,114
M4-FUNG-0464:M002,M4-FUNG-0464,M002,20-hydroxy-18-oxotryprostatin A,new analogue,NR,NR,isolated metabolite,compound-specific activity NR,culture extract,NMR/HRESIMS,S003,,115
M4-FUNG-0472:M001,M4-FUNG-0472,M001,emerimicin V,new peptaibol,NR,NR,pathway product,compound-level activity in source,culture extract,NMR/LC-MS/MS/Marfey,S003,,113
M4-FUNG-0472:M002,M4-FUNG-0472,M002,emerimicins VI-X,five related new peptaibols,NR,NR,pathway products,compound-level activity in source,culture extract,NMR/LC-MS/MS/Marfey,S003,,114
M4-FUNG-0473:M001,M4-FUNG-0473,M001,silphinene,early scaffold,NR,NR,PeniA product,NR,heterologous/reaction product,direct,S003,,113
M4-FUNG-0473:M002,M4-FUNG-0473,M002,penifulvin A,canonical product,NR,NR,pathway endpoint,insecticidal,native culture extract,NMR/X-ray and pathway analysis,S003; S004,,114
M4-FUNG-0474:M001,M4-FUNG-0474,M001,geodin,canonical product,NR,NR,pathway endpoint,NR,heterologous culture extract,direct chemical identification,S003,,113
M4-FUNG-0474:M002,M4-FUNG-0474,M002,sulochrin,pathway intermediate,NR,NR,GedL substrate/intermediate,NR,heterologous culture,direct,S003,,114
M4-FUNG-0475:M001,M4-FUNG-0475,M001,lecanoric acid,heterologous product,NR,NR,depside endpoint in yeast,NR,engineered yeast culture,direct chemical identification,S003,Do not automatically equate with native lichen endpoint.,113
M4-FUNG-0475:M002,M4-FUNG-0475,M002,orsellinic acid,MIBiG co-listed precursor/product,NR,NR,monomeric polyketide context,NR,NR,database/literature,S001; S004,,114
M4-FUNG-0476:M001,M4-FUNG-0476,M001,orsellinic acid,PKS14-associated product,NR,NR,probable PKS release product,NR,culture extract,MS/chromatographic standard,S003,,113
M4-FUNG-0476:M002,M4-FUNG-0476,M002,orcinol,decarboxylated product,NR,NR,downstream aromatic product,NR,culture extract,MS/standards with NMR support,S003,,114
M4-FUNG-0477:M001,M4-FUNG-0477,M001,orsellinic acid,rescue precursor,NR,NR,essential aromatic precursor,NR,feeding experiment,functional precursor identification,S003,,113
M4-FUNG-0477:M002,M4-FUNG-0477,M002,antroquinonols/pigment products,downstream rescued outputs,NR,NR,downstream metabolites,NR,culture extract,metabolite profiling,S003,,114
M4-FUNG-0478:M001,M4-FUNG-0478,M001,lecanoric acid,major PKS7-associated product,NR,NR,depside endpoint,NR,culture extract,direct metabolite identification,S003,,113
M4-FUNG-0478:M002,M4-FUNG-0478,M002,ethyl lecanorate,major congener,NR,NR,depside ester product,NR,culture extract,direct metabolite identification,S003,,114
M4-FUNG-0478:M003,M4-FUNG-0478,M003,gerfelin / C10-deoxygerfelin,related branch products,NR,NR,PKS7-associated branch metabolites,NR,culture extract,direct,S003,,115
M4-FUNG-0479:M001,M4-FUNG-0479,M001,ochratoxin A,canonical product,NR,NR,pathway endpoint,mycotoxin,food/culture extracts,direct OTA detection,S003,,113
M4-FUNG-0479:M002,M4-FUNG-0479,M002,ochratoxin B / OTβ / 7-methylmellein,homologous pathway intermediates,NR,NR,mechanistic context,NR,cross-species pathway studies,genetic/chemical,S005,Not promoted as A. westerdijkiae-specific direct intermediates here.,114
M4-FUNG-0481:M001,M4-FUNG-0481,M001,helvolic acid,canonical MIBiG product,NR,NR,candidate pathway endpoint,known antibacterial natural product; not BGC-specifically assayed here,NR,database/literature,S001; S002; S003,Paper uses helvolinic-acid cluster terminology.,114
M4-FUNG-0482:M001,M4-FUNG-0482,M001,fumagillin,canonical product,NR,NR,candidate endpoint,known bioactive natural product,NR,database,S001; S002; S003,Do not promote canonical label to causal evidence.,114
M4-FUNG-0483:M001,M4-FUNG-0483,M001,aspergillic acid,canonical endpoint,NR,NR,pathway product,NR,native culture,direct metabolite identification,S003,,114
M4-FUNG-0483:M002,M4-FUNG-0483,M002,deoxyaspergillic acid,pathway intermediate,NR,NR,P450-linked intermediate,NR,knockout culture,direct,S003,,115
M4-FUNG-0483:M003,M4-FUNG-0483,M003,hydroxyaspergillic acid,tailored congener,NR,NR,hydroxylated pathway product,NR,native culture,direct,S003,,116
M4-FUNG-0484:M001,M4-FUNG-0484,M001,chevalone E,canonical endpoint,NR,NR,reconstructed pathway product,NR,heterologous culture,direct chemical identification,S003,,114
M4-FUNG-0484:M002,M4-FUNG-0484,M002,sartorypyrone D,cyclase-swap product,NR,NR,modular pathway product,NR,heterologous culture,direct,S003,,115
