term_id,term_type,raw_label,canonical_label,normalization_status
TERM_16c512b179a3,observation.sample_matrix,cells + broth,,unresolved_composite: combines cellular material and broth as distinct sample matrices
TERM_3da0c9130ffa,assay.method,cell biology + penicillin assay,,unresolved_composite: combines cell-biology analysis and penicillin assay as distinct analytical modalities
TERM_607f93cc833d,state.culture_architecture,functional cluster characterization,,"unresolved_type_mismatch: functional cluster characterization describes a study objective, not culture architecture"
TERM_926a5f83f253,action.intervention,gene/enzyme functional analysis,,"unresolved_type_mismatch: gene/enzyme functional analysis describes analytical characterization, not a biological intervention"
TERM_5b868c60c8b6,observation.sample_matrix,cells + metabolites,,unresolved_composite: combines cellular material with metabolite analytes rather than a single sample matrix
TERM_f19aa6d56d51,assay.method,ACVS/activity assays + metabolite analysis,,unresolved_composite: combines ACVS/activity assays and metabolite analysis as distinct analytical modalities
TERM_1d8b61dd9f6e,state.culture_architecture,cluster expression,,"unresolved_type_mismatch: cluster expression is a molecular state/process, not culture architecture"
TERM_71d196d8b019,action.intervention,express penicillin biosynthetic genes heterologously,heterologous expression of penicillin biosynthetic genes,normalized
TERM_4fb7d8a71037,assay.method,metabolite assay,metabolite assay,normalized
TERM_ba905006b14e,state.culture_architecture,dose-response,,"unresolved_type_mismatch: dose-response describes an experimental design, not culture architecture"
TERM_26c02d9879a0,action.intervention,vary biosynthetic-gene copy number,biosynthetic-gene copy-number variation,normalized
TERM_411ecffd85b3,assay.method,genotyping + penicillin assay,,unresolved_composite: combines genotyping and penicillin assay as distinct analytical modalities
TERM_cd437b0d65c2,state.culture_architecture,cellular compartmentation,,"unresolved_type_mismatch: cellular compartmentation is a biological spatial property, not culture architecture"
TERM_d8a198395bda,action.intervention,localize/perturb final-step enzymes,final-step enzyme perturbation,normalized_partial: intervention component extracted; localization component remains only in raw_label
TERM_f32483e52ed1,observation.sample_matrix,fungal cells,fungal cells,normalized
TERM_df83877d8680,assay.method,cell biology + enzyme/product analysis,,unresolved_composite: combines cell-biology analysis with enzyme and product analysis as distinct analytical modalities
TERM_f6d010055f14,state.culture_architecture,targeted deletion metabolomics,,"unresolved_type_mismatch: label describes a gene-deletion/metabolomics study design, not culture architecture"
TERM_96cf0658438a,action.intervention,delete individual roq genes,individual roq gene deletions,normalized
TERM_3b523e93ecf3,assay.method,HPLC-MS/MS + NMR,,unresolved_composite: combines HPLC-MS/MS and NMR methods
TERM_66f9d4c0129a,state.culture_architecture,medium-context perturbation,,"unresolved_type_mismatch: label describes a medium-context perturbation, not culture architecture"
TERM_d383e8242c6b,action.intervention,add phenylacetic acid,phenylacetic acid addition,normalized
TERM_b34e8a83bc4a,assay.method,qPCR + metabolite analysis,,unresolved_composite: combines qPCR and metabolite-analysis methods
TERM_277fbe7d5981,action.intervention,combine pathway intermediates/knockouts,,unresolved_composite: combines pathway-intermediate manipulation with genetic knockouts
TERM_052a5bd84c4d,assay.method,LC-MS/MS + structural analysis,,unresolved_composite: combines LC-MS/MS with structural analysis
TERM_5e6ecdf176ec,state.culture_architecture,global-regulator comparison,,"unresolved_type_mismatch: label describes a global-regulator comparison, not culture architecture"
TERM_dcbf6ca01260,action.intervention,alter laeA,laeA perturbation,"partial: linked experiment identifies PcLaeA perturbation, but perturbation direction is not specified"
TERM_db1023e55d41,state.culture_architecture,full heterologous reconstruction,heterologous bacterial culture,partial: linked experiment identifies E. coli heterologous reconstruction; culture architecture extracted from study-design label
TERM_88511c66d457,action.intervention,coexpress five tdi proteins,TdiA-E coexpression,normalized
TERM_41831dcba8c2,observation.sample_matrix,bacterial extract,bacterial extract,normalized
TERM_a63cd205d53a,assay.method,HPLC/MS/NMR,,"unresolved_composite: combines HPLC, MS, and NMR methods"
TERM_4f104e5534f6,state.culture_architecture,stepwise reconstitution,,"unresolved_type_mismatch: label describes a stepwise reconstruction strategy, not culture architecture"
TERM_010db4ea7dd9,action.intervention,omit individual Tdi proteins,individual Tdi protein omission,normalized
TERM_7d4979b42e5f,observation.sample_matrix,bacterial extracts,bacterial extract,normalized
TERM_987efdfae8fb,state.culture_architecture,native boundary validation,,"unresolved_type_mismatch: label describes native pathway-boundary validation, not culture architecture"
TERM_fbae0fff998f,action.intervention,gene knockout and expression profiling,,unresolved_composite: combines a genetic knockout intervention with expression profiling
TERM_f4a652700164,observation.sample_matrix,fungal RNA/metabolites,,unresolved_composite: combines fungal RNA and metabolite sample domains
TERM_1d6b04f46ef0,assay.method,expression + metabolite analysis,,unresolved_composite: combines expression analysis and metabolite analysis
TERM_816be1963ef4,state.culture_architecture,targeted four-gene knockout series,,"unresolved_type_mismatch: label describes a four-gene knockout series, not culture architecture"
TERM_2f50d02ecbe9,action.intervention,delete vlmS/A/B/C,vlmS/vlmA/vlmB/vlmC deletions,normalized
TERM_a2ce6224bd25,assay.method,LC-MS/metabolite analysis,LC-MS,partial: LC-MS is the identifiable analytical method; generic metabolite-analysis context remains in raw_label
TERM_27bb19289923,state.culture_architecture,precursor-feeding rescue,,"unresolved_type_mismatch: label describes a precursor-feeding rescue intervention, not culture architecture"
TERM_35e897d67c82,action.intervention,feed hydroxy-fatty-acid precursor,hydroxy-fatty-acid precursor feeding,normalized
TERM_f8dceb03ec5f,state.culture_architecture,NRPS architecture,,"unresolved_type_mismatch: label describes NRPS molecular/biosynthetic architecture, not culture architecture"
TERM_196f15d5cd3d,observation.sample_matrix,VlmS sequence,,"unresolved_type_mismatch: label identifies sequence information, not an experimental sample matrix"
TERM_06d4b67b7e63,assay.method,domain analysis,domain analysis,normalized
TERM_f99144f188cb,state.culture_architecture,MIDDAS-M transcriptome-guided discovery,,"unresolved_type_mismatch: label describes a transcriptome-guided discovery/analysis workflow, not culture architecture"
TERM_6d4b2b5be77f,state.medium,cracked maize,cracked maize,normalized
TERM_820465133ca7,action.intervention,compare 28 C versus 37 C culture,temperature variation: 28 C vs 37 C,normalized
TERM_abe032b318fd,state.culture_architecture,native genetics,,"unresolved_type_mismatch: label describes a native-genetics study design, not culture architecture"
TERM_a30c09cdb254,action.intervention,delete candidate cluster genes including AFLA_094960/AFLA_095040,candidate cluster-gene deletions including AFLA_094960 and AFLA_095040,"partial: deletion intervention is clear, but raw_label indicates the named genes are not necessarily the complete candidate set"
TERM_5340d179e6fd,state.culture_architecture,forced cluster activation,,"unresolved_type_mismatch: label describes an activation strategy/experimental design, not culture architecture"
TERM_1e9b63041c55,action.intervention,express ustR,ustR expression,normalized
TERM_a7f44d30d1bc,assay.method,qPCR + LC-MS,,unresolved_composite: combines qPCR and LC-MS as distinct analytical methods
TERM_4d6344f3394c,state.culture_architecture,processing-gate experiment,,"unresolved_type_mismatch: label describes an experimental processing test, not culture architecture"
TERM_923eb22b4353,action.intervention,delete Golgi protease KexB,KexB deletion,normalized
TERM_1e028318b270,state.culture_architecture,RiPP maturation biochemistry,,"unresolved_type_mismatch: label describes a RiPP maturation biochemistry study/assay context, not culture architecture"
TERM_0cac064852c3,action.intervention,test oxidative/macrocyclization enzymes,,unresolved_type_mismatch: label describes enzyme-function testing rather than a specific intervention
TERM_b0f175c994e3,observation.sample_matrix,precursors/proteins,,unresolved_composite: combines precursor compounds and proteins as distinct material types
TERM_4adec6da57d2,assay.method,biochemistry + MS,,unresolved_composite: combines biochemical assay context and mass spectrometry
TERM_9105bb25991a,state.culture_architecture,ATM1 time-course expression,,"unresolved_type_mismatch: label describes an ATM1 expression time course, not culture architecture"
TERM_50d2af60574f,action.intervention,follow onset of toxin production,,"unresolved_type_mismatch: label describes observational tracking of toxin-production onset, not an intervention"
TERM_fe3bb54501b7,assay.method,expression + toxin assay,,unresolved_composite: combines expression analysis and toxin assay
TERM_e3fcd191bb3d,state.culture_architecture,heterologous functional assay,,"unresolved_type_mismatch: label describes a heterologous functional/complementation assay design, not culture architecture"
TERM_481a5a3cc06b,action.intervention,express A. flavus atmM/P/Q homologs in pax mutants,A. flavus atmM/atmP/atmQ homolog expression in pax mutants,normalized
TERM_849b0d821e5c,observation.sample_matrix,fungal metabolites,,"unresolved_type_mismatch: label describes metabolite analytes/material, not an experimental sample matrix"
TERM_df1c3afa339a,assay.method,LC-MS/complementation,,"unresolved_composite: combines LC-MS with complementation, which is a genetic experimental design rather than an analytical method"
TERM_acdaaeffb81f,state.culture_architecture,two-chromosome expression mapping,,"unresolved_type_mismatch: label describes expression-mapping study design, not culture architecture"
TERM_a97d5b05aea7,action.intervention,measure ATM1 and ATM2 across production onset,,"unresolved_type_mismatch: label describes a measurement plan, not an experimental intervention"
TERM_5585609646e3,assay.method,expression/metabolite analysis,,unresolved_composite: combines expression analysis and metabolite analysis
TERM_17d46e0ae363,state.culture_architecture,global regulation,,"unresolved_type_mismatch: label describes regulatory scope, not culture architecture"
TERM_e09987f36b16,action.intervention,delete veA,veA deletion,normalized
TERM_d35d689e9d2b,assay.method,expression + metabolite assay,,unresolved_composite: combines expression and metabolite assays
TERM_e8c7521c79ce,action.intervention,BcBOT2 knockout and in-trans complementation,,unresolved_composite: combines BcBOT2 knockout and in-trans complementation as distinct intervention arms
TERM_3209819c2377,state.developmental_state,secondary-metabolic growth,,unresolved_type_mismatch: secondary-metabolic production state is not a developmental state
TERM_db698050b734,action.intervention,FPP substrate feeding,FPP substrate feeding,normalized
TERM_f64788976b2d,state.developmental_state,in vitro,,"unresolved_type_mismatch: in vitro describes experimental context, not developmental state"
TERM_bb5bcc53bc3e,state.culture_architecture,native fungal culture on solid malt agar,solid culture,normalized_partial: culture-architecture component extracted; native fungal and malt-agar context remain only in raw_label
TERM_b8c913eb62c5,state.medium,malt agar,malt agar,normalized
TERM_7013e05f6469,action.intervention,BcBOT3 or BcBOT4 knockout,BcBOT3 or BcBOT4 knockout,normalized
TERM_9b14fcc73105,state.culture_architecture,native/regulatory analysis,,"unresolved_type_mismatch: label describes regulatory-analysis study design, not culture architecture"
TERM_6b379e9389c4,action.intervention,BcBot6 deletion/localization,BcBot6 deletion,normalized_partial: deletion intervention extracted; localization component remains only in raw_label
TERM_094c53689a07,state.developmental_state,growth and pathogenicity assays,,"unresolved_type_mismatch: label describes assay/readout domains, not developmental state"
TERM_7a20be195782,state.culture_architecture,RNAi-silenced native cultures,native fungal culture,normalized_partial: culture architecture extracted; RNAi-silenced state remains only in raw_label
TERM_dcb4da23922c,action.intervention,independent silencing of prx1-prx4,independent silencing of prx1-prx4,normalized
TERM_f151163cc657,state.culture_architecture,static hydrated-rice culture,hydrated-rice culture,normalized_partial: culture architecture extracted; static agitation is represented separately and remains only in raw_label here
TERM_b58a5cc44897,state.medium,hydrated rice,hydrated rice,normalized
TERM_2f8df328bae5,action.intervention,compare homologous cluster output and penicillin-cluster deletion background,penicillin-cluster deletion background,normalized_partial: intervention/background component extracted; comparative-output study design remains only in raw_label
TERM_13406a2d3c2b,action.intervention,"silence ORF5, ORF6 or ORF8","ORF5, ORF6, or ORF8 silencing",normalized
TERM_04d330d3dd8f,state.culture_architecture,niche/population comparison,,"unresolved_type_mismatch: label describes niche/population comparison, not culture architecture"
TERM_b3c763976e77,action.intervention,compare metabolite profiles and PR-cluster variants,,"unresolved_type_mismatch: label describes comparative profiling and cluster-variant analysis, not an intervention"
TERM_cadb3a5c66d1,state.developmental_state,food/spoilage-associated growth,,"unresolved_type_mismatch: food/spoilage association is ecological context, not developmental state"
TERM_df5f4e5256f1,state.culture_architecture,native transcription-factor activation,,"unresolved_type_mismatch: label describes regulatory activation, not culture architecture"
TERM_efd0057b27ba,action.intervention,overexpress pbcR/AN1599,pbcR/AN1599 overexpression,normalized
TERM_00ceb6026e4d,time.window,~44 h,~44 h,normalized
TERM_f3f9be5337a3,observation.sample_matrix,whole culture/headspace + cells,,unresolved_composite: combines whole-culture/headspace and cellular samples; distinct sample-matrix nodes are required
TERM_b71057a9ce09,assay.method,qPCR/DNA array + SPME-GC-MS,,unresolved_composite: combines qPCR/DNA-array transcript analysis with SPME-GC-MS volatile analysis; distinct assay nodes are required
TERM_3b7d5e0ef715,state.culture_architecture,product purification,,"unresolved_type_mismatch: product purification is a downstream processing procedure, not culture architecture"
TERM_318968d97c90,state.developmental_state,production culture,,"unresolved_type_mismatch: production culture describes cultivation purpose or output state, not developmental state"
TERM_539ea2708752,observation.sample_matrix,fungal biomass/extract,,unresolved_composite: combines fungal biomass and extract as distinct sample matrices
TERM_36127e2103cf,assay.method,accelerated solvent extraction + HPLC + GC-MS + NMR,,"unresolved_composite: combines accelerated solvent extraction with HPLC, GC-MS, and NMR; sample preparation and assay methods require separate nodes"
TERM_382d464a942b,state.culture_architecture,comparative biochemical analysis,,"unresolved_type_mismatch: comparative biochemical analysis is a study/assay design, not culture architecture"
TERM_2df8b0987e65,state.developmental_state,recombinant expression,,"unresolved_type_mismatch: recombinant expression is an engineering or expression strategy, not developmental state"
TERM_9608b7ec94bb,assay.method,GC-MS against authentic standards,GC-MS with authentic standards,normalized
TERM_f25099ecb9ad,state.culture_architecture,background-suppressed cluster reactivation,,"unresolved_type_mismatch: background-suppressed cluster reactivation is an engineering or activation strategy, not culture architecture"
TERM_0f9e98141c48,state.developmental_state,modified alcA promoter drives PbcR; delete pbcA or pbcB for attribution,,unresolved_composite: combines promoter-driven PbcR expression with alternative pbcA/pbcB deletions and is not a developmental state
TERM_ef985ce6bb74,assay.method,LC-MS + NMR + gene deletion,,unresolved_composite: combines LC-MS and NMR assays with a gene-deletion intervention
TERM_6ea90f76878d,state.culture_architecture,PCR genome walking + cDNA-supported cluster cloning,,"unresolved_type_mismatch: PCR genome walking and cDNA-supported cluster cloning are molecular mapping/cloning procedures, not culture architecture"
TERM_a405ae204b4c,action.intervention,clone region around PbACS,PbACS-region cloning,normalized
TERM_761817f652f1,state.developmental_state,mycelial culture,mycelial growth,normalized_partial: developmental-state component extracted; culture framing remains only in raw_label
TERM_f56a7c90ec76,observation.sample_matrix,genomic DNA/cDNA,,unresolved_composite: combines genomic DNA and cDNA as distinct sample matrices
TERM_b2936e0b6074,assay.method,"PCR, sequencing, cDNA analysis",,"unresolved_composite: combines PCR, sequencing, and cDNA analysis as multiple molecular assay methods"
TERM_00b0c1a2dd86,state.culture_architecture,stepwise total biosynthesis reconstruction,,"unresolved_type_mismatch: stepwise total biosynthesis reconstruction is an experimental design, not culture architecture"
TERM_b07acade1e9c,state.medium,starch-inducible expression system,,"unresolved_type_mismatch: starch-inducible expression system describes a regulatory expression system, not a medium"
TERM_014683e41719,action.intervention,express PbGGS/PbACS ± PbP450-1 ± PbP450-2,PbGGS/PbACS/PbP450-1/PbP450-2 combinatorial expression,normalized
TERM_6fb85a464527,state.developmental_state,filamentous culture,filamentous growth,normalized_partial: developmental-state component extracted; culture framing remains only in raw_label
TERM_d0bfc3b4c8db,assay.method,chromatographic/spectrometric product analysis,,unresolved_composite: chromatographic and spectrometric product analysis combines multiple analytical method classes without sufficient specificity for one canonical assay
TERM_6fe5e72949c0,state.culture_architecture,minimal scaffold reconstruction,,unreviewed
TERM_226eb601f090,action.intervention,express PbGGS + PbACS,,unreviewed
TERM_a6f7b8b87ea6,state.developmental_state,yeast culture,,unreviewed
TERM_9ede5830ee24,observation.sample_matrix,metabolite extract,,unreviewed
TERM_622134d1ab9a,assay.method,product analysis,,unreviewed
TERM_d6c1bc43bc06,state.culture_architecture,subcellular localization/functional perturbation,,unreviewed
TERM_4282098d1209,action.intervention,"GFP fusions, protease protection, delete P450 transmembrane domains",,unreviewed
TERM_8f910164d2d0,assay.method,"fluorescence microscopy, protease protection, metabolite assay",,unreviewed
TERM_3423ac834dbb,state.culture_architecture,late-pathway intermediate trapping,,unreviewed
TERM_064685dd52b5,action.intervention,P450 inhibitor treatment and isotope-feeding experiments,,unreviewed
TERM_8929e994281b,state.developmental_state,mycelia,,unreviewed
TERM_0f773057cbf2,assay.method,"spectroscopy, chemical transformations, isotope feeding",,unreviewed
TERM_148d7c653ec1,action.intervention,delete candidate genes across both loci,,unreviewed
TERM_e13028e9d06f,state.culture_architecture,native fungal culture with targeted gene deletions,,unreviewed
TERM_62ebe053280f,action.intervention,deletion of pathway genes across two separate clusters,,unreviewed
TERM_9b4c5184e616,observation.sample_matrix,fungal culture extracts,,unreviewed
TERM_3692b499c04b,assay.method,metabolite profiling plus structural/biochemical analysis,,unreviewed
TERM_d967aad11f47,state.culture_architecture,native regulatory perturbation / expression analysis,,unreviewed
TERM_7839bab6ae59,action.intervention,analysis of three pathway transcription factors,,unreviewed
TERM_a643717e7699,observation.sample_matrix,RNA/expression and metabolite context,,unreviewed
TERM_2b6d499d8f9c,assay.method,transcriptional analysis with metabolite readout,,unreviewed
TERM_518fcc39b261,state.culture_architecture,heterologous reconstruction of core branch enzymes,,unreviewed
TERM_4ec8a89fa668,action.intervention,co-expression of core synthases from each pathway branch,,unreviewed
TERM_5134ce1cdf39,observation.sample_matrix,heterologous metabolites,,unreviewed
TERM_c24ce542b80c,assay.method,metabolite identification / biochemical reconstruction,,unreviewed
TERM_0a858da425fd,state.culture_architecture,natural-producer genome mining / pathway-source strain,,unreviewed
TERM_f5d703713e49,state.culture_architecture,heterologous PfpA expression,,unreviewed
TERM_63a8ae8cdfd5,state.culture_architecture,heterologous PfpA + PfpB coexpression,,unreviewed
TERM_d3638bbf009d,state.culture_architecture,heterologous PfpA-PfpC coexpression,,unreviewed
TERM_ae0716274ef3,state.culture_architecture,expanded pfp-cluster heterologous reconstruction with oxidative tailoring genes; LC-MS and structural analysis,,unreviewed
TERM_907cf2fb466b,state.culture_architecture,engineered native background,,unreviewed
TERM_7b9e8bb9405a,action.intervention,abolish dominant aurovertin production,,unreviewed
TERM_7c4d52fec8be,action.intervention,overexpress pathway-specific zinc-finger regulator,,unreviewed
TERM_8377f8425d44,observation.sample_matrix,culture extract / purified MCA17-1,,unreviewed
TERM_c34734d4c6a3,assay.method,metabolite profiling + structural characterization,,unreviewed
TERM_8abf9cac4048,state.culture_architecture,native targeted knockouts,,unreviewed
TERM_6c7b231c6523,action.intervention,delete individual swn genes,,unreviewed
TERM_9032635fde70,state.culture_architecture,heterologous core-enzyme expression,,unreviewed
TERM_4f3fbb73f012,action.intervention,express SwnK with precursor supply,,unreviewed
TERM_a562ac36bc45,observation.sample_matrix,extracts,,unreviewed
TERM_43d68c9cbfc0,assay.method,MS/structure analysis,,unreviewed
TERM_6a06ba2885fe,state.culture_architecture,native substrate feeding,,unreviewed
TERM_051f586abe89,action.intervention,feed candidate intermediates/precursors,,unreviewed
TERM_0736c85ce4d8,state.developmental_state,mutant state,,unreviewed
TERM_b75398ee934a,state.culture_architecture,plant colonization / insect infection bioassays,,unreviewed
TERM_3d409663f75a,action.intervention,compare SW-producing and SW-deficient strains,,unreviewed
TERM_a0eede99ac79,state.developmental_state,host-interaction state,,unreviewed
TERM_704a8c79e4f5,time.window,assay window,,unreviewed
TERM_552855727d6b,observation.sample_matrix,plant/insect phenotypes,,unreviewed
TERM_e1da8b5dabf1,assay.method,colonization/infection bioassay,,unreviewed
TERM_5b9a87824b2d,state.culture_architecture,native targeted knockout metabolomics,,unreviewed
TERM_500f4d1861ce,state.medium,GMM/YAG/LCMM screening media,,unreviewed
TERM_9811518466e6,action.intervention,delete ATEG_00700/atqA,,unreviewed
TERM_461b48492558,state.developmental_state,laboratory producer state,,unreviewed
TERM_e0ae33abd18e,observation.sample_matrix,ethyl-acetate extracts,,unreviewed
TERM_f5e4ff3cdafb,state.medium,GMM/YAG/LCMM screening framework,,unreviewed
TERM_e2a2a75d70fa,action.intervention,delete ATEG_10305/anaPS,,unreviewed
TERM_1086500226db,action.intervention,delete ATEG_02815/btyA,,unreviewed
TERM_98880eb23457,action.intervention,delete ATEG_02004/apvA,,unreviewed
TERM_074d96688b87,state.culture_architecture,heterologous AnATPKS ± AnOMT reconstruction,,unreviewed
TERM_cce0a920180f,action.intervention,express AnATPKS and AnOMT combinations,,unreviewed
TERM_64a67b885c29,state.medium,defined substrate/SAM reaction,,unreviewed
TERM_282abcd722c1,action.intervention,incubate pathway intermediates with AnOMT + SAM,,unreviewed
TERM_11c0a50eb055,time.window,30 min,,unreviewed
TERM_254eeb0564ab,state.culture_architecture,substrate-specificity assay + precursor feeding,,unreviewed
TERM_85b89b73b53a,state.medium,defined biochemical panel / fungal culture,,unreviewed
TERM_099a67df6b14,action.intervention,test substituted phenylalanines,,unreviewed
TERM_ae45dd481144,observation.sample_matrix,enzyme reactions and culture extracts,,unreviewed
TERM_fb08f7de2f57,assay.method,adenylation assay + HPLC,,unreviewed
TERM_390220403b90,state.culture_architecture,in-vitro biochemical characterization,,unreviewed
TERM_1d046a3bb52f,state.medium,defined betaine-substrate reactions,,unreviewed
TERM_623ac282da1e,action.intervention,test glycine betaine and analogues,,unreviewed
TERM_28e535740156,observation.sample_matrix,reaction mixtures,,unreviewed
TERM_57f0b50e18ef,assay.method,adenylation/enzyme-coupled assays,,unreviewed
TERM_cd95bdab0059,state.culture_architecture,solid minimal-medium knockout phenotype,,unreviewed
TERM_45c1f94159de,state.medium,MM ± glycine betaine/choline,,unreviewed
TERM_5ce70f3b82be,action.intervention,delete atrr and supplement metabolites,,unreviewed
TERM_44afc458fab9,observation.sample_matrix,colony growth,,unreviewed
TERM_ed60c44c2544,assay.method,growth phenotype / chemical complementation,,unreviewed
TERM_d9441e02854c,state.culture_architecture,heterologous expression / purified-enzyme characterization,,unreviewed
TERM_e6cb10ccde77,state.medium,defined aromatic α-keto-acid assays,,unreviewed
TERM_1a28eabf7c10,action.intervention,express and purify GreA,,unreviewed
TERM_5919d53e087e,assay.method,ATP-PPi exchange + product analysis,,unreviewed
TERM_856071b57a07,state.culture_architecture,native CRISPR/Cas9 epigenetic perturbation,,unreviewed
TERM_26a1fc53ec2e,action.intervention,delete histone-deacetylase-encoding PbhdaA,,unreviewed
TERM_05a2fa665a54,state.developmental_state,epigenetically derepressed state,,unreviewed
TERM_3e099c3be3cb,observation.sample_matrix,culture extracts + RNA,,unreviewed
TERM_64c59c724009,assay.method,HPLC + transcription analysis,,unreviewed
TERM_0f70ea27ebfa,state.culture_architecture,native targeted pathway genetics,,unreviewed
TERM_b4623d974f7d,action.intervention,"delete brsA, brsH, brsD or brsJ in derepressed background",,unreviewed
TERM_81514302a5b6,state.developmental_state,activated pathway state,,unreviewed
TERM_17136fb623cc,assay.method,HPLC/metabolite profiling,,unreviewed
TERM_8e78c1a253ea,state.culture_architecture,in-vitro NRPS reconstitution,,unreviewed
TERM_b917254d9af0,state.medium,defined biochemical reaction,,unreviewed
TERM_74df339cf3b8,action.intervention,test amino-acid substrate specificity,,unreviewed
TERM_c07c84a40f1a,assay.method,enzymatic assay,,unreviewed
TERM_55b7525fb35e,state.culture_architecture,in-vitro α-KG-dependent dioxygenase assay,,unreviewed
TERM_95c50c8ac844,action.intervention,incubate pathway substrate with BrsJ under α-KG/nonheme-iron conditions,,unreviewed
TERM_3f14337ffa41,assay.method,enzymatic product analysis,,unreviewed
TERM_5f763aa269aa,state.culture_architecture,native expression analysis,,unreviewed
TERM_30b67524395a,action.intervention,compare wild type and ΔPbhdaA,,unreviewed
TERM_19e88c78b985,state.developmental_state,wild-type vs derepressed,,unreviewed
TERM_fea76ba581c7,assay.method,gene-expression quantification,,unreviewed
TERM_9c85dcc0782a,state.culture_architecture,native transcript analysis,,unreviewed
TERM_97bb3c31b29d,action.intervention,profile Omp6/Omp7 and neighboring genes during growth,,unreviewed
TERM_24fb0026058b,time.window,growth series,,unreviewed
TERM_afca26e0be8a,assay.method,gene-expression analysis,,unreviewed
TERM_46cd4ec169e5,state.culture_architecture,heterologous/purified enzyme assay,,unreviewed
TERM_14268dc686d4,state.medium,defined FPP reaction,,unreviewed
TERM_b64bc311e1c6,action.intervention,express and assay sesquiterpene synthase,,unreviewed
TERM_2f5df071ce32,state.developmental_state,purified/recombinant enzyme,,unreviewed
TERM_3a969b94e46d,assay.method,GC-MS/product analysis,,unreviewed
TERM_d360621a71bb,state.culture_architecture,heterologous SmbA+SmbB reconstruction,,unreviewed
TERM_350bc96de8db,state.medium,fungal expression medium,,unreviewed
TERM_7ddbc69cfd88,action.intervention,coexpress F. commune smbA/smbB,,unreviewed
TERM_24d2485d02a5,assay.method,LC-MS/isolation/NMR,,unreviewed
TERM_dafbfd33b584,state.culture_architecture,stepwise smb reconstruction including SmbE,,unreviewed
TERM_ce89a457b508,action.intervention,add smbE to upstream pathway genes,,unreviewed
TERM_8617111e25af,assay.method,LC-MS/isolation/MicroED,,unreviewed
TERM_0dd68738721f,state.culture_architecture,stepwise smb reconstruction including SmbF,,unreviewed
TERM_8c95eabfdded,action.intervention,add smbF,,unreviewed
TERM_7025054756bc,assay.method,LC-MS/isolation,,unreviewed
TERM_e35108f45f1a,state.culture_architecture,in-vitro methyltransferase assay,,unreviewed
TERM_176a45272d1d,action.intervention,assay N-demethylsambutoxin methylation,,unreviewed
TERM_94ecad7118c2,time.window,kinetic endpoint,,unreviewed
TERM_a2b2450b527f,assay.method,enzyme kinetics/product analysis,,unreviewed
TERM_e5e5af30e33b,state.culture_architecture,gene-source validation,,unreviewed
TERM_00aa11add2b2,action.intervention,clone conserved smb genes for A. nidulans reconstitution,,unreviewed
TERM_deedcf2aec58,state.developmental_state,native DNA source / engineered expression,,unreviewed
TERM_84df5748a2ae,observation.sample_matrix,genomic DNA and heterologous products,,unreviewed
TERM_e08aa5142bcd,assay.method,cloning + metabolite analysis,,unreviewed
TERM_b65c6c05f299,state.culture_architecture,stepwise bisA-bisK pathway reconstruction,,unreviewed
TERM_a6e83c8110c7,action.intervention,express bis gene combinations,,unreviewed
TERM_0c562296356a,state.culture_architecture,precursor-feeding experiments,,unreviewed
TERM_02374a60e086,action.intervention,feed prenyl-aromatic intermediates/substrates,,unreviewed
TERM_a5fc8368b1e0,assay.method,LC-MS/product analysis,,unreviewed
TERM_a348e215be49,state.culture_architecture,in-vitro/biochemical alkynylation assay,,unreviewed
TERM_1e4caabc1123,state.medium,defined prenyl substrates,,unreviewed
TERM_13b4b1c631ea,action.intervention,test BisI alkynylation on C5 and C15 prenyl chains,,unreviewed
TERM_7990c6edd4ad,state.developmental_state,purified/defined enzyme context,,unreviewed
TERM_0b0255dd70b8,state.culture_architecture,purified laccase oxidative-coupling assay,,unreviewed
TERM_f1553227abc7,state.medium,defined γ-naphthopyrone substrate,,unreviewed
TERM_b89dd28ffbde,action.intervention,incubate substrate with AshL,,unreviewed
TERM_70c6fd5a3c90,assay.method,chiral product analysis,,unreviewed
TERM_bd4d1c17d891,state.culture_architecture,comparative in-vitro stereoselectivity assay,,unreviewed
TERM_73710f52f5b1,state.medium,defined substrate/reaction conditions,,unreviewed
TERM_60988bec3e56,action.intervention,compare laccase identity and concentration,,unreviewed
TERM_8562e7b14f6d,state.developmental_state,purified enzymes,,unreviewed
TERM_2337dbca1884,state.culture_architecture,pathway reconstruction / substrate-production context,,unreviewed
TERM_cd8e5b65b197,action.intervention,generate naphthopyrone monomer and couple enzymatically,,unreviewed
TERM_920be8fca8a1,state.developmental_state,engineered/biochemical state,,unreviewed
TERM_f31c340c790f,observation.sample_matrix,products,,unreviewed
TERM_99d5372c7c58,assay.method,structure/chiral analysis,,unreviewed
TERM_63024320b0b0,state.culture_architecture,pvhA+C reconstruction,,unreviewed
TERM_851b320eb0b1,action.intervention,express pvhA+pvhC,,unreviewed
TERM_f9cbb779559b,state.culture_architecture,pvhA+C+E reconstruction,,unreviewed
TERM_3424144a5aed,action.intervention,add PvhE,,unreviewed
TERM_89e48accc4c8,state.culture_architecture,full pvhA-E reconstruction / pvhD omission,,unreviewed
TERM_3ec4ee06a0e5,action.intervention,express full core or omit pvhD,,unreviewed
TERM_2e4914499ff9,state.culture_architecture,in-vitro Diels–Alderase kinetics,,unreviewed
TERM_a5ac1fa3636a,state.medium,defined substrates 6 or 7,,unreviewed
