experiment_link_id,experiment_key,relation_type,term_id,raw_value,source_ids,source_row
XLINK_40f6672cb78a,M4-FUNG-0478:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,122
XLINK_730ff029078a,M4-FUNG-0478:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_45cf40dba4d9,M4-FUNG-0478:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,122
XLINK_5446e120bdd1,M4-FUNG-0478:E001,assay.method,TERM_bb2d606e14dd,metabolite profiling,S003,122
XLINK_cd19addf94bb,M4-FUNG-0479:E001,state.culture_architecture,TERM_a19a9362d4ee,producer/nonproducer genotype-chemotype comparison,S003,122
XLINK_9a482d7e97ec,M4-FUNG-0479:E001,state.medium,TERM_b0cd253c33a6,dried/aged food or cheese-associated culture,S003,122
XLINK_3678f04f8757,M4-FUNG-0479:E001,action.intervention,TERM_0576bca62f85,screen otaR region and measure OTA,S003,122
XLINK_75504eca28fd,M4-FUNG-0479:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,122
XLINK_b82df8eca1af,M4-FUNG-0479:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_11fc28146936,M4-FUNG-0479:E001,observation.sample_matrix,TERM_f1bbe16f8ea2,food/culture isolates,S003,122
XLINK_d46bff5b5055,M4-FUNG-0479:E001,assay.method,TERM_8370e31ccd3d,PCR + OTA analysis,S003,122
XLINK_34ceb0522eb1,M4-FUNG-0479:E002,state.culture_architecture,TERM_46000b492b26,native PKS knockout,S004,123
XLINK_7ea3d8ddf840,M4-FUNG-0479:E002,action.intervention,TERM_b4e695d65a62,disrupt aoks1/PKS,S004,123
XLINK_1ca235c0b8a8,M4-FUNG-0479:E002,state.developmental_state,TERM_b816a21fe850,vegetative culture,S004,123
XLINK_e2a0c29f3b95,M4-FUNG-0479:E002,time.window,TERM_ec418730669c,endpoint,S004,123
XLINK_337dcbdd7ffc,M4-FUNG-0479:E002,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S004,123
XLINK_448f6a903fdb,M4-FUNG-0479:E002,assay.method,TERM_886423d65020,metabolite analysis,S004,123
XLINK_8e7e51a09a96,M4-FUNG-0480:E001,state.culture_architecture,TERM_c962a4250f27,genome-inspired chemical exploration,S003,122
XLINK_d1749c32461b,M4-FUNG-0480:E001,action.intervention,TERM_fb9fee512488,genome mining + natural-product isolation,S003,122
XLINK_f3419d3adeb0,M4-FUNG-0480:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,122
XLINK_92cd71bc51d2,M4-FUNG-0480:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_a93aa928502e,M4-FUNG-0480:E001,observation.sample_matrix,TERM_6c62685ada36,culture extracts/genome,S003,122
XLINK_587f4c10d8cc,M4-FUNG-0480:E001,assay.method,TERM_4d0d023935a6,NMR/HRESIMS + genomic analysis,S003,122
XLINK_e00e07909a53,M4-FUNG-0481:E001,state.culture_architecture,TERM_c962a4250f27,genome-inspired chemical exploration,S003,124
XLINK_8e723eb4b49b,M4-FUNG-0481:E001,action.intervention,TERM_b02dedc13f2a,genome mining plus natural-product isolation,S003,124
XLINK_7e684f6678f5,M4-FUNG-0481:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_08fc86f0201b,M4-FUNG-0481:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_0f6b27d7cacd,M4-FUNG-0481:E001,observation.sample_matrix,TERM_15d9f1e7b904,culture extract/genome,S003,124
XLINK_130796f363a4,M4-FUNG-0481:E001,assay.method,TERM_44027930f449,NMR/HRESIMS plus genomic analysis,S003,124
XLINK_453d3e81d0dc,M4-FUNG-0482:E001,state.culture_architecture,TERM_c962a4250f27,genome-inspired chemical exploration,S003,124
XLINK_bbf42e8f8eda,M4-FUNG-0482:E001,action.intervention,TERM_b02dedc13f2a,genome mining plus natural-product isolation,S003,124
XLINK_bd93673a77d3,M4-FUNG-0482:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_e22ff3d59048,M4-FUNG-0482:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_bf0882500217,M4-FUNG-0482:E001,observation.sample_matrix,TERM_15d9f1e7b904,culture extract/genome,S003,124
XLINK_d30eb50c1e1e,M4-FUNG-0482:E001,assay.method,TERM_44027930f449,NMR/HRESIMS plus genomic analysis,S003,124
XLINK_8c96173c4ed3,M4-FUNG-0483:E001,state.culture_architecture,TERM_7e984b518f54,native seven-gene knockout series,S003,124
XLINK_fc5669879940,M4-FUNG-0483:E001,action.intervention,TERM_2ed759514cb8,individual disruption of all seven predicted cluster genes,S003,124
XLINK_cd3a834e6f1d,M4-FUNG-0483:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_1c921dc292c4,M4-FUNG-0483:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_f24e3223add1,M4-FUNG-0483:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,124
XLINK_327454911f47,M4-FUNG-0483:E001,assay.method,TERM_bb2d606e14dd,metabolite profiling,S003,124
XLINK_065415cb699d,M4-FUNG-0484:E001,state.culture_architecture,TERM_92dcb06a1024,heterologous cluster reconstruction,S003,124
XLINK_7482e86c79d0,M4-FUNG-0484:E001,action.intervention,TERM_80e5f3227953,reconstitute A. versicolor chevalone E BGC,S003,124
XLINK_c8f7f73e3cf1,M4-FUNG-0484:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,124
XLINK_8ea0f3fb1444,M4-FUNG-0484:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_4310cdd21daf,M4-FUNG-0484:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,124
XLINK_f977a5589c28,M4-FUNG-0484:E001,assay.method,TERM_886423d65020,metabolite analysis,S003,124
XLINK_0e3722a2a97d,M4-FUNG-0484:E002,state.culture_architecture,TERM_177314ef3207,modular heterologous pathway engineering,S003,125
XLINK_98d4670d0ce1,M4-FUNG-0484:E002,action.intervention,TERM_4becaf29aa1b,Cle2/Cle4 addition and terpene-cyclase replacement,S003,125
XLINK_2e6530e48dda,M4-FUNG-0484:E002,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,125
XLINK_cb9ea1120b28,M4-FUNG-0484:E002,time.window,TERM_ec418730669c,endpoint,S003,125
XLINK_6707e85526be,M4-FUNG-0484:E002,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,125
XLINK_e03937ccfdab,M4-FUNG-0484:E002,assay.method,TERM_886423d65020,metabolite analysis,S003,125
XLINK_d5d31a019909,M4-FUNG-0485:E001,state.culture_architecture,TERM_cc6edaba3711,terpene-cyclase replacement experiment,S003,124
XLINK_0329b424bc20,M4-FUNG-0485:E001,action.intervention,TERM_32a0392d0c17,replace chevalone-pathway cyclase with A. felis sartorypyrone cyclase,S003,124
XLINK_957d0746574a,M4-FUNG-0485:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,124
XLINK_f4277bebc641,M4-FUNG-0485:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_9d007367133e,M4-FUNG-0485:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,124
XLINK_4e112f119342,M4-FUNG-0485:E001,assay.method,TERM_886423d65020,metabolite analysis,S003,124
XLINK_14c4d7b4d1d1,M4-FUNG-0486:E001,state.culture_architecture,TERM_46569085b58f,comparative genomics + expression profiling,S003,124
XLINK_b7dd0d3c0db5,M4-FUNG-0486:E001,state.medium,TERM_902a652f68ce,OTA-permissive culture conditions,S003,124
XLINK_692fdbf561ad,M4-FUNG-0486:E001,action.intervention,TERM_0a05ac33394a,compare orthologous cluster and RT-qPCR expression,S003,124
XLINK_c8cf7526f7bd,M4-FUNG-0486:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_af4846e29d2e,M4-FUNG-0486:E001,time.window,TERM_b44993620e19,production conditions,S003,124
XLINK_f311d908cda7,M4-FUNG-0486:E001,observation.sample_matrix,TERM_77a9815347f2,RNA/culture extracts,S003,124
XLINK_b3e3f926636a,M4-FUNG-0486:E001,assay.method,TERM_782508e2b48e,comparative sequence analysis + real-time RT-PCR + OTA measurement,S003,124
XLINK_1d3921b6b85a,M4-FUNG-0487:E001,state.culture_architecture,TERM_46569085b58f,comparative genomics + expression profiling,S003,124
XLINK_194c6f21b5b4,M4-FUNG-0487:E001,state.medium,TERM_902a652f68ce,OTA-permissive culture conditions,S003,124
XLINK_86bd8a1ba160,M4-FUNG-0487:E001,action.intervention,TERM_0a05ac33394a,compare orthologous cluster and RT-qPCR expression,S003,124
XLINK_dc83d821a8f8,M4-FUNG-0487:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_5735dbe1c34d,M4-FUNG-0487:E001,time.window,TERM_b44993620e19,production conditions,S003,124
XLINK_708bccd0ee24,M4-FUNG-0487:E001,observation.sample_matrix,TERM_77a9815347f2,RNA/culture extracts,S003,124
XLINK_17e9a642420d,M4-FUNG-0487:E001,assay.method,TERM_782508e2b48e,comparative sequence analysis + real-time RT-PCR + OTA measurement,S003,124
XLINK_31c704e1544a,M4-FUNG-0488:E001,state.culture_architecture,TERM_46569085b58f,comparative genomics + expression profiling,S003,124
XLINK_affb87f7ff0c,M4-FUNG-0488:E001,state.medium,TERM_902a652f68ce,OTA-permissive culture conditions,S003,124
XLINK_e9fb50107cc6,M4-FUNG-0488:E001,action.intervention,TERM_0a05ac33394a,compare orthologous cluster and RT-qPCR expression,S003,124
XLINK_aecd9fe8d6e5,M4-FUNG-0488:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_acedda143ff7,M4-FUNG-0488:E001,time.window,TERM_b44993620e19,production conditions,S003,124
XLINK_4a853e42bf82,M4-FUNG-0488:E001,observation.sample_matrix,TERM_77a9815347f2,RNA/culture extracts,S003,124
XLINK_93eb87b2cb53,M4-FUNG-0488:E001,assay.method,TERM_782508e2b48e,comparative sequence analysis + real-time RT-PCR + OTA measurement,S003,124
XLINK_f08dfcbc777b,M4-FUNG-0489:E001,state.culture_architecture,TERM_46569085b58f,comparative genomics + expression profiling,S003,124
XLINK_efc41cce6b6d,M4-FUNG-0489:E001,state.medium,TERM_902a652f68ce,OTA-permissive culture conditions,S003,124
XLINK_78da46f1ad5a,M4-FUNG-0489:E001,action.intervention,TERM_0a05ac33394a,compare orthologous cluster and RT-qPCR expression,S003,124
XLINK_23393ffd7ca3,M4-FUNG-0489:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_869b56bd1abd,M4-FUNG-0489:E001,time.window,TERM_b44993620e19,production conditions,S003,124
XLINK_d8becaa9d2fd,M4-FUNG-0489:E001,observation.sample_matrix,TERM_77a9815347f2,RNA/culture extracts,S003,124
XLINK_c36f49a95585,M4-FUNG-0489:E001,assay.method,TERM_782508e2b48e,comparative sequence analysis + real-time RT-PCR + OTA measurement,S003,124
XLINK_d0aab68f8e27,M4-FUNG-0490:E001,state.culture_architecture,TERM_9fd7521be0bb,natural genotype-chemotype survey,S003,124
XLINK_8cbdffe20dc1,M4-FUNG-0490:E001,state.medium,TERM_ae31fbcd1653,crop-associated isolate cultivation,S003,124
XLINK_8df94834fb35,M4-FUNG-0490:E001,action.intervention,TERM_bd8fe8f92b5b,compare fumonisin/OTA production with biosynthetic gene-cluster presence or absence,S003,124
XLINK_f9836805de26,M4-FUNG-0490:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_d9fde681c9ce,M4-FUNG-0490:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_3e7ecc9c34b2,M4-FUNG-0490:E001,observation.sample_matrix,TERM_2a2a2488f9d0,culture extracts/genomes,S003,124
XLINK_f79f50ea4c24,M4-FUNG-0490:E001,assay.method,TERM_de4fbba9e3b3,toxin analysis + cluster-content comparison,S003,124
XLINK_ae53c220ceee,M4-FUNG-0491:E001,state.culture_architecture,TERM_65b7f6d4abe2,heterologous/defined catalytic assay,S003,124
XLINK_1c2717dbbbd5,M4-FUNG-0491:E001,action.intervention,TERM_0a1b2f9f11ef,express Stl-TS with isoprenoid precursors,S003,124
XLINK_8463432440af,M4-FUNG-0491:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,124
XLINK_62a7eaa78335,M4-FUNG-0491:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_4caee54a7e2b,M4-FUNG-0491:E001,observation.sample_matrix,TERM_38911f4993a3,reaction/culture products,S003,124
XLINK_eabd03b60255,M4-FUNG-0491:E001,assay.method,TERM_0548ab1d57c5,product isolation/structure analysis,S003,124
XLINK_10570a6b7dbb,M4-FUNG-0491:E002,state.culture_architecture,TERM_d5dcd5bab11c,heterologous/defined pathway reconstruction,S003,125
XLINK_2be88cd24186,M4-FUNG-0491:E002,action.intervention,TERM_8cb0ed75e911,add adjacent P450 to Stl-TS pathway,S003,125
XLINK_06ba453b37ad,M4-FUNG-0491:E002,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,125
XLINK_43b47deb0343,M4-FUNG-0491:E002,time.window,TERM_ec418730669c,endpoint,S003,125
XLINK_c6a353090f2e,M4-FUNG-0491:E002,observation.sample_matrix,TERM_38911f4993a3,reaction/culture products,S003,125
XLINK_bc7e1041ce81,M4-FUNG-0491:E002,assay.method,TERM_0548ab1d57c5,product isolation/structure analysis,S003,125
XLINK_4120ac8a94b8,M4-FUNG-0492:E001,state.culture_architecture,TERM_abbf08f81a95,submerged fermentation,S004,124
XLINK_534ba71ce441,M4-FUNG-0492:E001,action.intervention,TERM_df79a904733a,native cultivation,S004,124
XLINK_610b5c2874ad,M4-FUNG-0492:E001,state.developmental_state,TERM_c69344b55306,productive culture,S004,124
XLINK_fc003e084fa3,M4-FUNG-0492:E001,observation.sample_matrix,TERM_696ee9f79106,culture broth,S004,124
XLINK_58b35a9723e9,M4-FUNG-0492:E001,assay.method,TERM_69baa299e878,isolation and chemical characterization,S004,124
XLINK_f0c130ac02e8,M4-FUNG-0492:E002,state.culture_architecture,TERM_8dd856e8ebe9,comparative genomics / in silico cluster analysis,S003,125
XLINK_25d1b6367c10,M4-FUNG-0492:E002,action.intervention,TERM_d0807c0bbc10,"echinocandin gene orthology, phylogeny and microsynteny comparison",S003,125
XLINK_6d397f54a820,M4-FUNG-0492:E002,state.developmental_state,TERM_dd52f3284ea6,genomic,S003,125
XLINK_820323e252dc,M4-FUNG-0492:E002,observation.sample_matrix,TERM_7b68661aba90,genome sequence / submitted cluster,S003,125
XLINK_4e3d0147ce81,M4-FUNG-0492:E002,assay.method,TERM_29c161981afd,comparative gene-cluster analysis,S003,125
XLINK_9399fa8f2854,M4-FUNG-0493:E001,state.culture_architecture,TERM_ebd61966267a,stepwise pathway reconstruction,S003,124
XLINK_91a9d61d3fd7,M4-FUNG-0493:E001,action.intervention,TERM_c4c3614a0ee1,sequential expression/characterization of dedicated And enzymes,S003,124
XLINK_c71c39e8f63f,M4-FUNG-0493:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,124
XLINK_9b18dd9eb061,M4-FUNG-0493:E001,time.window,TERM_0d68ef515ac9,endpoint per reconstruction step,S003,124
XLINK_42159a98fd33,M4-FUNG-0493:E001,observation.sample_matrix,TERM_614a1de7c21f,culture/reaction products,S003,124
XLINK_0b93fd433d57,M4-FUNG-0493:E001,assay.method,TERM_40ff3564b0ba,metabolite isolation and structural analysis,S003,124
XLINK_f49ce71f7b8b,M4-FUNG-0493:E002,state.culture_architecture,TERM_f32ecabc6887,defined pathway intermediate conversion,S003,125
XLINK_2d315403e6e0,M4-FUNG-0493:E002,action.intervention,TERM_b6166e2539a1,supply AndA to pre-AndA pathway intermediate,S003,125
XLINK_9259a1ca3d51,M4-FUNG-0493:E002,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,125
XLINK_11be5ed91aa1,M4-FUNG-0493:E002,time.window,TERM_ec418730669c,endpoint,S003,125
XLINK_6111d97132c9,M4-FUNG-0493:E002,observation.sample_matrix,TERM_38911f4993a3,reaction/culture products,S003,125
XLINK_8e24de06a6b9,M4-FUNG-0493:E002,assay.method,TERM_f65f8156f539,product isolation and structure analysis,S003,125
XLINK_86422e59404f,M4-FUNG-0493:E003,state.culture_architecture,TERM_37d951e3ed79,late-stage enzyme conversion,S003,126
XLINK_9de67201926c,M4-FUNG-0493:E003,action.intervention,TERM_dcb736330a59,add AndF to late andilesin-pathway intermediate,S003,126
XLINK_eda72f32217e,M4-FUNG-0493:E003,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,126
XLINK_806012877ce9,M4-FUNG-0493:E003,time.window,TERM_ec418730669c,endpoint,S003,126
XLINK_990a0db692c4,M4-FUNG-0493:E003,observation.sample_matrix,TERM_38911f4993a3,reaction/culture products,S003,126
XLINK_3ea759072ae0,M4-FUNG-0493:E003,assay.method,TERM_f65f8156f539,product isolation and structure analysis,S003,126
XLINK_95a1ab09c446,M4-FUNG-0494:E001,state.culture_architecture,TERM_e9c5b8a12d78,heterologous pathway reconstruction,S003,124
XLINK_885e244d918a,M4-FUNG-0494:E001,action.intervention,TERM_0f659ba1cc32,"reconstitute ten DDP pathways including native, extended and shunt designs",S003,124
XLINK_68df7ad3abd4,M4-FUNG-0494:E001,state.developmental_state,TERM_ff91ebfb69bc,engineered,S003,124
XLINK_f9101f3b7f1a,M4-FUNG-0494:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_866749e94c16,M4-FUNG-0494:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,124
XLINK_46c89b750c4f,M4-FUNG-0494:E001,assay.method,TERM_a013eab00b2d,metabolite isolation/structure analysis and bioactivity screens,S003,124
XLINK_e8989cb4bc49,M4-FUNG-0494:E002,state.culture_architecture,TERM_dbb4bdf061b7,heterologous esdp reconstruction,S005,125
XLINK_0f3d52a09805,M4-FUNG-0494:E002,action.intervention,TERM_3d27d19691e3,express esdp core and tailoring combinations from IFM 42152,S005,125
XLINK_21863d88b19a,M4-FUNG-0494:E002,state.developmental_state,TERM_ff91ebfb69bc,engineered,S005,125
XLINK_3b65ba4bf89a,M4-FUNG-0494:E002,time.window,TERM_ec418730669c,endpoint,S005,125
XLINK_c13bf4002101,M4-FUNG-0494:E002,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S005,125
XLINK_f5827e1a3605,M4-FUNG-0494:E002,assay.method,TERM_9e47b3a12899,"isolation, NMR/structure determination, enzyme-function analysis",S005,125
XLINK_d527b7576486,M4-FUNG-0494:E003,state.culture_architecture,TERM_fe50d4767758,bioactivity screening,S003; S005,126
XLINK_f020a0497237,M4-FUNG-0494:E003,action.intervention,TERM_7b9617ede650,test engineered metabolites across biological assays,S003; S005,126
XLINK_ddbddb79415e,M4-FUNG-0494:E003,time.window,TERM_ec418730669c,endpoint,S003; S005,126
XLINK_8a9e700cb6c5,M4-FUNG-0494:E003,observation.sample_matrix,TERM_ab4166beaf67,purified compounds,S003; S005,126
XLINK_87ee6b35159c,M4-FUNG-0494:E003,assay.method,TERM_7e13316478e8,activity assays,S003; S005,126
XLINK_807f7f8bc375,M4-FUNG-0495:E001,state.culture_architecture,TERM_469b03358103,native genetic perturbation,S003,124
XLINK_19bac3a0b437,M4-FUNG-0495:E001,action.intervention,TERM_407190b956a0,macR overexpression; ΔmacA; ΔmacJ,S003,124
XLINK_60775f69ed7b,M4-FUNG-0495:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_54570b7273a9,M4-FUNG-0495:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_f9ed7d1b27d6,M4-FUNG-0495:E001,observation.sample_matrix,TERM_db6b28ea4423,fungal extracts,S003,124
XLINK_700179018c9c,M4-FUNG-0495:E001,assay.method,TERM_b83bfa362ee8,HPLC,S003,124
XLINK_febafe679f69,M4-FUNG-0496:E001,state.culture_architecture,TERM_fff55c996763,native RNAi genetic perturbation,S003,124
XLINK_7fce6fafa123,M4-FUNG-0496:E001,action.intervention,TERM_2675d90c1160,mpaC silencing,S003,124
XLINK_79b9c7ba955e,M4-FUNG-0496:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_75a349770a34,M4-FUNG-0496:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_b51d479c28fa,M4-FUNG-0496:E001,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,124
XLINK_fb90163c5dae,M4-FUNG-0496:E001,assay.method,TERM_3068ecf22c1f,Q-RT-PCR plus LC-Q-TOF/MS,S003,124
XLINK_12be1abf39de,M4-FUNG-0496:E002,state.culture_architecture,TERM_de788ccd3413,comparative genotype–chemotype panel,S003,125
XLINK_e8d4bb1fad06,M4-FUNG-0496:E002,action.intervention,TERM_3f29cf22d807,screen natural 174-bp mpaC deletion,S003,125
XLINK_5828ea96a276,M4-FUNG-0496:E002,state.developmental_state,TERM_5f58b2ff75c2,native isolates,S003,125
XLINK_ffcc15ae2aec,M4-FUNG-0496:E002,time.window,TERM_ec418730669c,endpoint,S003,125
XLINK_4173917579a7,M4-FUNG-0496:E002,observation.sample_matrix,TERM_a03f9bda200e,DNA and culture extracts,S003,125
XLINK_960c7f5b5984,M4-FUNG-0496:E002,assay.method,TERM_eb9a6ae05246,PCR plus MPA quantification,S003,125
XLINK_64359ce82064,M4-FUNG-0497:E001,state.culture_architecture,TERM_cf87ad8e66f5,native knockout,S003,124
XLINK_531250d2a1b4,M4-FUNG-0497:E001,action.intervention,TERM_75d37a320b10,delete psyA,S003,124
XLINK_ce339b4e8f26,M4-FUNG-0497:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,124
XLINK_9c8ba906682b,M4-FUNG-0497:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_10b4dac79f1c,M4-FUNG-0497:E001,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,124
XLINK_e86128a6a875,M4-FUNG-0497:E001,assay.method,TERM_845e586c08e6,metabolite isolation/structure analysis,S003,124
XLINK_39125d30fbf8,M4-FUNG-0498:E001,state.culture_architecture,TERM_b72d012d3ad7,native targeted deletion,S003,124
XLINK_d9628acec1b2,M4-FUNG-0498:E001,action.intervention,TERM_b203e1a0ec31,delete penP,S003,124
XLINK_55902fdeba8a,M4-FUNG-0498:E001,state.developmental_state,TERM_db752bc42303,native culture,S003,124
XLINK_d1d577bbeea9,M4-FUNG-0498:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_84756e2960c5,M4-FUNG-0498:E001,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,124
XLINK_24fa2fc3e2b9,M4-FUNG-0498:E001,assay.method,TERM_bb2d606e14dd,metabolite profiling,S003,124
XLINK_0a83d4b0693d,M4-FUNG-0498:E002,state.culture_architecture,TERM_e9c5b8a12d78,heterologous pathway reconstruction,S004,125
XLINK_a8bb57ef0074,M4-FUNG-0498:E002,action.intervention,TERM_58d1db5cae65,sequential Ptm gene combinations,S004,125
XLINK_376283b5a6c1,M4-FUNG-0498:E002,state.developmental_state,TERM_ff91ebfb69bc,engineered,S004,125
XLINK_3177ee951699,M4-FUNG-0498:E002,time.window,TERM_ec418730669c,endpoint,S004,125
XLINK_d78ebfc44b07,M4-FUNG-0498:E002,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S004,125
XLINK_fce936293c60,M4-FUNG-0498:E002,assay.method,TERM_d77c978950a2,metabolite isolation/analysis,S004,125
XLINK_93806e34c54f,M4-FUNG-0499:E001,state.culture_architecture,TERM_371c5c2af4ee,defined in-vitro enzyme assay,S003,124
XLINK_f2b3b98d0d91,M4-FUNG-0499:E001,action.intervention,TERM_ee6222b2a762,incubate MpaG′ with DMMPA and SAM,S003,124
XLINK_134e79500c79,M4-FUNG-0499:E001,time.window,TERM_358bfc76585a,endpoint/kinetic assay,S003,124
XLINK_127a528314fc,M4-FUNG-0499:E001,observation.sample_matrix,TERM_da9a6f8641ca,reaction mixture,S003,124
XLINK_58435f14bf47,M4-FUNG-0499:E001,assay.method,TERM_4a47edfe70a9,product analysis and enzyme kinetics,S003,124
XLINK_b4ea1705dd31,M4-FUNG-0500:E001,state.culture_architecture,TERM_df5f4e5256f1,native transcription-factor activation,S003,124
XLINK_4dff4296af29,M4-FUNG-0500:E001,action.intervention,TERM_b22c0288a87b,overexpress HknR,S003,124
XLINK_2eb107fa4f44,M4-FUNG-0500:E001,state.developmental_state,TERM_b2c0d4da9212,vegetative engineered culture,S003,124
XLINK_7e9e363abae2,M4-FUNG-0500:E001,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_cc3af5e108e4,M4-FUNG-0500:E001,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,124
XLINK_cb993207ed87,M4-FUNG-0500:E001,assay.method,TERM_845e586c08e6,metabolite isolation/structure analysis,S003,124
XLINK_bd912a480248,M4-FUNG-0500:E002,state.culture_architecture,TERM_d9cf0c4a9029,enzyme-function reconstruction,S003,125
XLINK_3090114fb0e1,M4-FUNG-0500:E002,action.intervention,TERM_80317a0674fc,provide HknE and neosartoricin B substrate,S003,125
XLINK_18965a97b37b,M4-FUNG-0500:E002,time.window,TERM_ec418730669c,endpoint,S003,125
XLINK_5e513077c711,M4-FUNG-0500:E002,observation.sample_matrix,TERM_787977dc8293,reaction/feeding products,S003,125
XLINK_f77a0bbdc5df,M4-FUNG-0500:E002,assay.method,TERM_ea3c896db94c,"heterologous expression, substrate feeding, in-vitro assay",S003,125
XLINK_d3cec26e81ee,M4-FUNG-0501:E001,state.culture_architecture,TERM_fc81dd417f29,stepwise heterologous reconstruction,S004,124
XLINK_fefdb7875b86,M4-FUNG-0501:E001,action.intervention,TERM_5e0f5f5476c8,sequential SdnA/C/B/H/F/G/E combinations,S004,124
XLINK_4f50d458439c,M4-FUNG-0501:E001,state.developmental_state,TERM_ff91ebfb69bc,engineered,S004,124
XLINK_741e14cbd6ef,M4-FUNG-0501:E001,time.window,TERM_ec418730669c,endpoint,S004,124
XLINK_3b59fd28a56d,M4-FUNG-0501:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S004,124
XLINK_6b4d92102017,M4-FUNG-0501:E001,assay.method,TERM_1051b9f476f7,MS/NMR and pathway reconstruction,S004,124
XLINK_9da794ceb850,M4-FUNG-0501:E002,state.culture_architecture,TERM_e9966efd13c9,heterologous reconstruction,S004,125
XLINK_d24ed67b4769,M4-FUNG-0501:E002,action.intervention,TERM_82b41893abe0,reconstitute complete sordaricin pathway,S004,125
XLINK_c26c54d80501,M4-FUNG-0501:E002,state.developmental_state,TERM_ff91ebfb69bc,engineered,S004,125
XLINK_de4d30597afe,M4-FUNG-0501:E002,time.window,TERM_ec418730669c,endpoint,S004,125
XLINK_9a5a88751ace,M4-FUNG-0501:E002,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S004,125
XLINK_9d05a25f744c,M4-FUNG-0501:E002,assay.method,TERM_886423d65020,metabolite analysis,S004,125
XLINK_910be70123da,M4-FUNG-0502:E001,state.culture_architecture,TERM_f6ffd020fa41,native solid culture,S003,124
XLINK_443ab8d32604,M4-FUNG-0502:E001,state.agitation,TERM_90b622ca8a3c,NA/NR,S003,124
XLINK_17c2b93aea43,M4-FUNG-0502:E001,action.intervention,TERM_aed78aff56df,none; natural-product isolation,S003,124
XLINK_1a8e3f5855c5,M4-FUNG-0502:E001,state.developmental_state,TERM_3dd8e27aa211,solid-culture growth,S003,124
XLINK_ecf792e51e6d,M4-FUNG-0502:E001,time.window,TERM_ec418730669c,endpoint,S003,124
