conflict_key,dossier_id,conflict_id,issue_type_raw,description_raw,evidence_A_raw,evidence_B_raw,interpretation_raw,status_raw,source_ids,source_row
M4-FUNG-0512:U002,M4-FUNG-0512,U002,shunt_vs_productive_intermediates,Several 14-hydroxylated asperaculanes are detected but feeding experiments indicate they are shunt products rather than obligatory intermediates.,analytical detection,feeding rescue/non-rescue,Do not place 14-hydroxylated congeners on the obligatory main route.,resolved-for-atlas,S003,166
M4-FUNG-0513:U001,M4-FUNG-0513,U001,heterologous_vs_native,Heterologous reconstruction proves biosynthetic capacity but does not demonstrate native srd expression or sordarial production in N. crassa.,A. nidulans reconstruction,native trigger unobserved,Keep native pathway state unresolved/cryptic.,open,S003,165
M4-FUNG-0513:U002,M4-FUNG-0513,U002,boundary_provenance,Canonical locus coordinates and some current MIBiG display coordinates differ.,canonical CM002236.1:8673829-8701327,alternate MIBiG display interval,Retain canonical locus interval and flag display discrepancy rather than merge boundaries.,resolved-for-atlas,S001,166
M4-FUNG-0514:U001,M4-FUNG-0514,U001,candidate_vs_causal_bgc,Native metabolites and cytotoxicity are direct; the ctp gene cluster/pathway assignment is homology-based.,native isolation,comparative BGC inference,Keep BGC causality at candidate level.,resolved-for-atlas,S003,165
M4-FUNG-0515:U001,M4-FUNG-0515,U001,candidate_vs_causal_bgc,Direct nanangenine chemistry coexists with a merely putative genomic pathway.,native compounds,comparative bioinformatics,Keep cluster/gene causality below direct evidence.,resolved-for-atlas,S003,165
M4-FUNG-0515:U002,M4-FUNG-0515,U002,class_interpretation,MIBiG class PKS (Unknown) is not an experimentally demonstrated mechanism for the drimane scaffold.,S001 database class,S003 terpene-pathway proposal,Preserve both as provenance; do not infer PKS catalytic involvement.,resolved-for-atlas,S001; S003,166
M4-FUNG-0516:U001,M4-FUNG-0516,U001,heterologous_vs_native,"Enzyme functions are directly demonstrated in yeast, but native A. terreus production/activation and downstream fate remain unresolved.",heterologous mechanistic proof,native state untested,Keep enzyme-level certainty high while native biological context remains NR/UNCERTAIN.,open,S003,165
M4-FUNG-0517:U001,M4-FUNG-0517,U001,heterologous_vs_native,"AtAS and AtP450 functions are direct in recombinant systems, whereas native production and regulation were not established.",enzyme-level heterologous proof,native state unresolved,Do not transfer heterologous product formation to native chemotype evidence.,open,S003,165
M4-FUNG-0517:U002,M4-FUNG-0517,U002,partial_pathway,Only scaffold formation and C22 oxidation are characterized; later aspterpenacid biosynthesis remains outside demonstrated scope.,AtAS/AtP450 data,absence of downstream reconstruction,Record as partial mechanistic pathway.,resolved-for-atlas,S003,166
M4-FUNG-0518:U001,M4-FUNG-0518,U001,strain_specificity,The verrucosidin cluster is absent from P. polonicum hy4 despite species identity.,IBT4502/X6 producer lineage,hy4 genome lacks cluster,Do not treat species-level presence as universal.,resolved-for-atlas,S003,165
M4-FUNG-0518:U002,M4-FUNG-0518,U002,ortholog_transfer,"Later NRRL995 dov-cluster enzymology is direct for that homologous cluster, not for X6 individual tailoring enzymes.",S005 NRRL995 genetics/reconstruction,S003 X6 verA-only causal genetics,Keep X6 tailoring assignments predicted/contextual unless directly tested.,resolved-for-atlas,S003; S005,166
M4-FUNG-0518:U003,M4-FUNG-0518,U003,boundary_provenance,Current MIBiG display region and canonical knockout locus coordinates are not identical.,current display region,canonical locus MDYM01000002.1:1232478-1263428,Retain canonical locus; note broader display as database representation.,resolved-for-atlas,S001,167
M4-FUNG-0519:U001,M4-FUNG-0519,U001,hybrid_vs_native_reconstruction,"Recombinant dendrothelin A was generated with an OphMA core-swap and OphP, not the intact D. bispora precursor/protease pair.",Pichia hybrid experiment,native DbiMA1/DbiP locus,Score native product attribution high but full intact-cluster reconstruction as absent.,resolved-for-atlas,S003,165
M4-FUNG-0519:U002,M4-FUNG-0519,U002,protein_model_incompleteness,Predicted DbiP lacked its N-terminus in the genome model used by the defining study.,JGI DbiP prediction,functional expectation from borosin homologs,Do not assign direct DbiP macrocyclase proof.,open,S003,166
M4-FUNG-0519:U003,M4-FUNG-0519,U003,reference_provenance,"Canonical source lists DOI 10.1038/s41598-021-91767-2, whereas PMID 33574430 and the defining Scientific Reports article resolve to DOI 10.1038/s41598-021-83106-2.",S001 canonical reference,S003 PMID/primary article,Use 10.1038/s41598-021-83106-2 as defining DOI; preserve canonical mismatch as provenance.,resolved-for-atlas,S001; S003,167
M4-FUNG-0520:U001,M4-FUNG-0520,U001,hybrid_vs_native_reconstruction,"High-yield Pichia lentinulin A production used an OphMA core-swapped precursor, not intact LedMA.",hybrid construct,native LedMA/LedP locus,Do not call the hybrid experiment a complete intact native-cluster reconstruction.,resolved-for-atlas,S003,165
M4-FUNG-0520:U002,M4-FUNG-0520,U002,developmental_context,Prior RT-PCR detected ledMA in vegetative mycelium but not fruiting body.,vegetative expression,fruiting-body non-detection,Record developmental state as a context modifier without inferring mechanism.,resolved-for-atlas,S003,166
M4-FUNG-0520:U003,M4-FUNG-0520,U003,reference_provenance,"Canonical source lists DOI 10.1038/s41598-021-91767-2, while PMID 33574430 resolves to defining DOI 10.1038/s41598-021-83106-2.",S001 canonical reference,S003 defining article,Use corrected DOI; preserve mismatch as provenance.,resolved-for-atlas,S001; S003,167
M4-FUNG-0521:U001,M4-FUNG-0521,U001,boundary_provenance,"MIBiG canonical locus is KZ559173.1:191-18452, while the generated antiSMASH display spans approximately 1-34296.",canonical locus,generated region,Use canonical locus as reported boundary and broader generated region only as database context.,resolved-for-atlas,S001; S004,165
M4-FUNG-0521:U002,M4-FUNG-0521,U002,pathway_gene_scope,"MIBiG pathway display includes AcdA > AcdD > AcdB, but the current locus product-gene list shows AcdD, an MFS transporter and AcdB.",pathway display,locus gene list,Treat AcdA as precursor-supply pathway context unless its exact canonical-locus placement is independently verified.,open,S001; S003,166
M4-FUNG-0521:U003,M4-FUNG-0521,U003,heterologous_vs_native,Heterologous reconstruction strongly establishes biosynthetic capacity but does not automatically establish native A. candidus expression conditions.,A. oryzae reconstruction,native regulation NR,Keep native activation/ecology unresolved.,open,S003,167
M4-FUNG-0522:U001,M4-FUNG-0522,U001,boundary_provenance,"MIBiG gives a 30,659-bp partial interval, whereas the experimental literature emphasizes the nine-gene dbaA-dbaI core and an adjacent co-induced troA/AN7894/AN7895 module.",MIBiG interval,experimentally defined functional programme,Use the MIBiG coordinates as database provenance and the native genetic/transcriptional module as the functional boundary.,resolved-for-atlas,S001; S003; S004,165
M4-FUNG-0522:U002,M4-FUNG-0522,U002,mechanistic_scope,Several ring-rearrangement and late intermediate conversions are chemically plausible/proposed or spontaneous rather than proven by isolated native enzymes.,native deletion phenotypes,proposed chemical sequence,Keep gene requirement and exact catalytic mechanism as separate evidence levels.,open,S004,166
M4-FUNG-0522:U003,M4-FUNG-0522,U003,activation_mechanism,"The bacterial glycopeptide signal is sufficient for activation, but the fungal sensor/signaling chain upstream of DbaA has not been resolved.",chemical induction/co-culture,upstream signaling unknown,Record signal access as direct and receptor/signaling mechanism as unresolved.,open,S004,167
M4-FUNG-0522:U004,M4-FUNG-0522,U004,biological_role_scope,"Iron competition is supported by extract-level and compound bioactivity data, but the native ecological fitness contribution of each congener is not individually resolved.",iron-limited extract assay,multi-congener mixture,"Use microbial-competition/iron-chelation as supported context, not a one-compound ecological causality claim.",open,S004,168
M4-FUNG-0523:U001,M4-FUNG-0523,U001,historical_structure,Brevione E was historically assigned an oxepane ring; the 2022 defining pathway study revised this to a substituted tetrahydrofuran.,historical model,2022 structural reanalysis,Use tetrahydrofuran structure as current interpretation and preserve oxepane only as provenance.,resolved,S003,165
M4-FUNG-0523:U002,M4-FUNG-0523,U002,database_quality,MIBiG labels the entry SQ_A although the defining study contains strong heterologous reconstruction and BrvJ biochemistry.,MIBiG quality flag,primary causal evidence,Preserve database quality status without downgrading experimentally demonstrated pathway causality.,resolved-for-atlas,S001; S003,166
M4-FUNG-0523:U003,M4-FUNG-0523,U003,native_context,"Native regulatory triggers, ecological role and native quantitative production conditions were not the focus of the reconstruction study.",heterologous/in-vitro proof,native context NR,Keep native activation/ecology unresolved.,open,S003,167
M4-FUNG-0524:U001,M4-FUNG-0524,U001,boundary_provenance,"MIBiG displays 372572-423456 (50,885 bp) while its functional locus is LTAN01000004.1:389265-404974 (15,710 bp).",generated/display region,reported ctc locus,Use the 15.7-kb locus for the experimentally reconstructed ctc programme; retain broad display only as database context.,resolved-for-atlas,S001,165
M4-FUNG-0524:U002,M4-FUNG-0524,U002,gene_annotation,MIBiG labels CH63R_05470 as gluconate kinase; the primary paper calls the same gene ctc3/ChNRPS-like04 and discusses an NRPS-like domain architecture.,MIBiG annotation,primary-study gene model,Treat the primary-study NRPS-like identity as functional interpretation and retain database annotation as provenance conflict.,open/database-conflict,S001; S003,166
M4-FUNG-0524:U003,M4-FUNG-0524,U003,activation_vs_causality,"2019 ΔcclA work activated and characterized the metabolites, but direct BGC linkage was only established in 2023 by heterologous ctc1-ctc4 reconstruction.",native chromatin perturbation,heterologous genetic reconstruction,Keep activation evidence and gene-product causality as separate layers.,resolved-for-atlas,S003; S004,167
M4-FUNG-0524:U004,M4-FUNG-0524,U004,native_context,Yeast overproduction demonstrates pathway capacity but does not define the native host-induced regulatory programme in planta.,heterologous production,native host regulation incompletely resolved,Do not infer yeast expression constraints as native fungal regulation.,open,S003,168
M4-FUNG-0525:U001,M4-FUNG-0525,U001,database_boundary_and_gene_count,"Canonical MIBiG snapshot reports a 45.6-kb complete interval with gene_count 3, whereas the defining study resolves six functional spy genes and tests/excludes additional neighboring candidates.",S001/S002 canonical metadata,S003 functional reconstruction,Preserve canonical interval as provenance and the six-gene spyA-spyF set as functional programme.,resolved-by-curation,S001; S002; S003,165
M4-FUNG-0525:U002,M4-FUNG-0525,U002,native_activation_unknown,"The pathway is experimentally accessible in A. nidulans, but the native Af293 condition that activates spy and its ecological/pathogenic role remain unknown.",S003 heterologous activation,no native trigger study identified,Keep native activation and biological-role fields unresolved.,open,S003,166
M4-FUNG-0525:U003,M4-FUNG-0525,U003,annotation_start_site,The original FungiDB annotation of Afu8g02360 placed the SpyB start site too far upstream; the 2023 study functionally supports a start site 593 bp downstream.,original annotation context,S003 functional start-site refactoring,Use spyB functional identity without importing the obsolete translation start as biochemical truth.,resolved-by-functional-evidence,S003,167
M4-FUNG-0525:U004,M4-FUNG-0525,U004,historical_product_provenance,Earlier meroditerpene literature concerns other Aspergillus/Neosartorya taxa and cannot establish native Af293 production or bioactivity.,S004 historical chemistry,S003 Af293 pathway reconstruction,Use historical chemistry for structure/provenance only; keep Af293-specific function separate.,resolved-by-evidence-tiering,S003; S004,168
M4-FUNG-0526:U001,M4-FUNG-0526,U001,taxonomy nomenclature,"Defining paper calls ARSEF23 Metarhizium anisopliae, while current MIBiG/source taxonomy uses M. robertsii.",S003 historical name,S001/S002 current name,Treat as the same ARSEF23 strain under updated taxonomy.,,,166
M4-FUNG-0526:U002,M4-FUNG-0526,U002,reference-content mismatch,"The source record also lists DOI 10.1007/s11418-022-01672-9, which is an antibacterial-activity study of olivetolic acid and derivatives rather than causal BGC validation.",S001 reference list,S004 article content,Use the 2021 ACS Synthetic Biology paper as the primary pathway source.,,,167
M4-FUNG-0527:U001,M4-FUNG-0527,U001,database representation,"MIBiG is retired/SQ_A and uses N/A for the sequence accession, whereas the defining paper provides strong functional chemistry.",S001/S002,S003,Treat database status/coordinate quality separately from experimental pathway confidence.,,,166
M4-FUNG-0528:U001,M4-FUNG-0528,U001,biochemical uncertainty,"LtbB is genetically required with LtbA for efficient luteodienoside A biosynthesis, but direct cell-free formation of the expected glucinol product was not detected.",genetic reconstruction,negative cell-free assay,Assign LtbB a high-confidence pathway role but keep the exact glucinol-forming reaction proposed rather than fully enzyme-resolved.,,,166
M4-FUNG-0528:U002,M4-FUNG-0528,U002,host-derived products,Luteodiene A and luteodienoside B appear in the heterologous host partly through endogenous hydrolysis/isomerization and were not observed in the native producer.,A. nidulans feeding experiment,native A. luteorubrus profile,Do not assign these host conversions to ltb enzymes.,,,167
M4-FUNG-0529:U001,M4-FUNG-0529,U001,host-derived tailoring,Origin of the 3-ethyl substituent is unresolved and may depend on A. oryzae metabolism.,direct product from PbpsA expression,authors' host-enzyme hypothesis,Do not assign this modification to PbpsA or another canonical BGC gene.,,,166
M4-FUNG-0530:U001,M4-FUNG-0530,U001,cluster identity,A. striatus contains EST1 and EST2 IDT clusters plus an unclustered cyclase homolog.,genome/pathway study,product-specific EST1 complementation,Assign emindole SA specifically to EST1 and do not merge EST2 chemistry.,,,166
M4-FUNG-0531:U001,M4-FUNG-0531,U001,unresolved enzyme,MollE is part of the reconstructed cluster but its exact catalytic role is not sufficiently resolved.,cluster sufficiency,lack of gene-level catalytic proof,Keep MollE unassigned rather than inferring a reaction.,,,166
M4-FUNG-0532:U001,M4-FUNG-0532,U001,tailoring-mechanism depth,"Native knockouts strongly establish the two PKSs, but downstream enzyme-by-enzyme tailoring is not equivalently validated.",ΔsclA/ΔsclI metabolite loss,homology-derived downstream route,Keep cluster causality very high and individual tailoring assignments conservative.,,,166
M4-FUNG-0533:U001,M4-FUNG-0533,U001,taxonomy nomenclature,Defining literature uses Cochliobolus lunatus ATCC 74067 whereas current source uses Curvularia lunata ATCC 74067.,S003 historical nomenclature,S001 current nomenclature,Treat as the same strain under current taxonomy.,,,166
M4-FUNG-0533:U002,M4-FUNG-0533,U002,endpoint reconstruction,Early clz pathway to L-731.120 is directly reconstructed; late oxidation to zaragozic acid A remains proposed/incomplete.,heterologous early module,native endpoint + proposed late steps,Do not promote the study to complete endpoint reconstruction.,,,167
M4-FUNG-0533:U003,M4-FUNG-0533,U003,boundary/gene count,MIBiG source lists 16 genes while the pathway paper describes a broader ~20-gene clz region.,S001,S003,Preserve canonical database count and broader experimental-region description separately.,,,168
M4-FUNG-0534:U001,M4-FUNG-0534,U001,causal-evidence boundary,MIBiG retired/high/complete status coexists with a defining study based on expression-product correlation rather than direct genetic causality.,database status,transcriptome/metabolite evidence,"Retain crz as a high-quality candidate locus, not a causally established BGC.",,,167
M4-FUNG-0535:U001,M4-FUNG-0535,U001,unresolved canonical gene,"Five ORFs are represented in the DES locus, but only the four-gene core desG/desC/desM/desB is functionally resolved in the defining study.",S001 five-gene representation,S003 four-gene functional core,Keep the fifth ORF unassigned and retain partial-locus status.,,,166
M4-FUNG-0536:U001,M4-FUNG-0536,U001,database/functional boundary,"MIBiG displays a 57,835-nt region containing many neighboring ORFs, whereas the defining study describes a cryptic three-gene HR-PKS/ER/P450 cluster.",S002 broad region,S003 three-gene functional module,Treat the three-gene module as the experimentally supported functional programme and retain the broader interval as database provenance.,,,165
M4-FUNG-0536:U002,M4-FUNG-0536,U002,taxonomy string,Canonical source and current MIBiG render the organism as 'Cordyceps Cordyceps militaris CM01'.,S001/S002 literal display,S003 species name Cordyceps militaris,Normalize the dossier organism to Cordyceps militaris CM01 while preserving the database artifact as provenance.,,,166
M4-FUNG-0536:U003,M4-FUNG-0536,U003,enzyme-step resolution,"Module sufficiency is clear, but the exact product-specific chemistry attributable to the P450 is not resolved at purified-enzyme level in the defining report.",S003 reconstruction,lack of purified P450 step assay,Do not assign a more specific P450 reaction than the evidence supports.,,,167
M4-FUNG-0537:U001,M4-FUNG-0537,U001,causal-evidence boundary,"Transcriptome/metabolite correlation and synteny nominate PKS21, but direct genetic or biochemical causality is absent.",productive-versus-nonproductive coexpression,no knockout/reconstruction,Retain as strong candidate BGC.,,,165
M4-FUNG-0538:U001,M4-FUNG-0538,U001,boundary completeness,Enzyme-level SidC chemistry is deeply resolved while the MIBiG locus is marked partial.,direct SidC reconstruction,partial canonical interval,Separate biochemical completeness from genomic-boundary completeness.,,,165
M4-FUNG-0539:U001,M4-FUNG-0539,U001,cross-species evidence transfer,"The characterized RADS knockout pathway is from a different fungus, whereas the C. graminicola record is supported by homology, gene order and metabolite occurrence.",C. graminicola cluster/metabolites,functional homolog study,Do not treat homolog knockouts as native C. graminicola causality.,,,165
M4-FUNG-0540:U001,M4-FUNG-0540,U001,terminal congener chemistry,Several arthripenoid end products arise from a reactive oxidized intermediate by non-dedicated chemical transformations.,gene-resolved core pathway,spontaneous terminal chemistry,Do not assign every terminal congener to a distinct atn enzyme.,,,165
M4-FUNG-0540:U002,M4-FUNG-0540,U002,database status,MIBiG is retired/SQ_A/partial despite strong native and biochemical validation.,database flag,direct functional evidence,Keep database provenance separate from experimental confidence.,,,166
M4-FUNG-0541:U001,M4-FUNG-0541,U001,causal-evidence depth,"Producing/nonproducing genotype-metabolite association is strong, but native gene-specific causality in A. welwitschiae was not tested.",fum cluster integrity,no targeted knockout,Retain high association rather than enzyme-resolved status.,,,165
M4-FUNG-0541:U002,M4-FUNG-0541,U002,genotype-phenotype discordance,Some black-aspergillus isolates with apparently intact fum clusters remain nonproducing.,intact locus,negative metabolite phenotype,Regulation/context remains an unresolved gate.,,,166
M4-FUNG-0542:U001,M4-FUNG-0542,U001,taxonomy nomenclature,Current source uses Taiwanofungus camphoratus whereas the defining paper uses Antrodia cinnamomea nomenclature.,current taxonomy,paper nomenclature,"Treat as taxonomic synonymy/provenance, not different experimental organisms.",,,165
M4-FUNG-0542:U002,M4-FUNG-0542,U002,ancillary-gene resolution,AncA/AncC are mechanistically resolved more deeply than all remaining genes in the five-gene canonical cluster.,enzyme biochemistry,broader cluster reconstruction,Keep unresolved ancillary reactions conservative.,,,166
M4-FUNG-0543:U001,M4-FUNG-0543,U001,native-context boundary,"FnsA catalytic chemistry is strong, but native P. fici physiological regulation/role was not the main experimental question.",heterologous/in-vitro proof,native regulation unresolved,Keep enzyme causality high and native activation context open.,,,165
M4-FUNG-0544:U001,M4-FUNG-0544,U001,unresolved AstC reaction,The expected AstC Baeyer-Villiger-like conversion was not detected under tested heterologous conditions.,pathway requirement/proposal,negative heterologous result,Keep AstC step proposed/cryptic rather than direct.,,,165
M4-FUNG-0544:U002,M4-FUNG-0544,U002,product nomenclature,MIBiG notes a paper/database naming correction from austalide T to austalide U.,paper nomenclature,database normalization,Preserve both as provenance; do not treat as a chemistry conflict.,,,166
M4-FUNG-0545:U001,M4-FUNG-0545,U001,cross-cluster boundary,"Several canonical products depend on substrates from the separate TER cluster, so SES is not a fully self-contained endpoint pathway.",SES core reconstruction,SES-TER combination experiments,Model cross-BGC dependencies explicitly.,,,165
M4-FUNG-0545:U002,M4-FUNG-0545,U002,taxonomy nomenclature,Source database string includes Albophoma/Albaphoma yamanashiensis while paper uses Tolypocladium album.,source taxonomy,experimental paper nomenclature,Preserve strain FO-254 and nomenclature provenance separately.,,,166
M4-FUNG-0545:U003,M4-FUNG-0545,U003,tailoring-gene specificity,Core sesE/M/B functions are clear; exact attribution of every late congener to individual remaining SES genes is less complete.,core reconstruction,late product mixtures,Keep late assignments conservative.,,,167
M4-FUNG-0546:U001,M4-FUNG-0546,U001,causal-evidence boundary,"The candidate is selected by comparative genomics and metabolite phenotype, without direct pathway perturbation.",cross-species synteny/phylogeny,no knockout/reconstruction,Retain PKS16 as a strong candidate only.,,,165
M4-FUNG-0546:U002,M4-FUNG-0546,U002,cluster-content promiscuity,Candidate clusters vary in gene content across Umbilicaria and are associated with related but distinct depsides.,three conserved genes,variable accessory genes/metabolites,Accessory-gene control of congener specificity remains unresolved.,,,166
M4-FUNG-0557:U001,M4-FUNG-0557,U001,tailoring-function boundary,Several predicted opd tailoring genes can be deleted without loss of principal products.,individual knockout series,bioinformatic functional predictions,Do not assign catalytic steps to nonrequired genes without direct biochemical evidence.,,,165
M4-FUNG-0558:U001,M4-FUNG-0558,U001,database-quality mismatch,"The entry is marked SQ_A although the two-gene pathway has knockout, complementation, feeding and heterologous-expression support.",MIBiG quality flag,primary experimental evidence,Retain the database flag as provenance; do not downgrade the pathway evidence.,,,165
M4-FUNG-0559:U001,M4-FUNG-0559,U001,spontaneous-versus-enzymatic boundary,Viridicatol formation from cyclopenol can occur spontaneously or be accelerated/catalyzed by VdoA.,pathway assays,endpoint product formation,Do not attribute all viridicatol formation exclusively to VdoA.,,,165
M4-FUNG-0560:U001,M4-FUNG-0560,U001,causal-evidence boundary,"Genomic/metabolomic correlation and OSMAC support the candidate pathway, but no locus-specific perturbation proves causality.",genome + metabolomics,absence of knockout/reconstruction,Retain candidate status.,,,165
M4-FUNG-0561:U001,M4-FUNG-0561,U001,native-activation uncertainty,The cluster is silent in P. roqueforti under tested conditions and was accessed via heterologous reconstruction.,native silence,heterologous sufficiency,Native physiological/ecological activation signal remains unresolved.,,,165
M4-FUNG-0562:U001,M4-FUNG-0562,U001,gene-resolution boundary,"The key PKS is causally validated, but the complete nine-gene catalytic sequence is not.",Rsf1 knockout,bioinformatic neighboring-gene assignments,Keep non-Rsf1 functions conservative.,,,165
M4-FUNG-0563:U001,M4-FUNG-0563,U001,cross-cluster evidence boundary,Synthetic-biology experiments recombine homologous genes from three tropolone-sesquiterpenoid clusters.,direct engineered-product formation,native eup2 single-gene causality is incomplete for every ORF,Retain strong pathway evidence while distinguishing homolog-informed functions from native knockout proof.,,,165
M4-FUNG-0564:U001,M4-FUNG-0564,U001,distributed-pathway boundary,A3428 is essential for the terminal halogenation logic but is encoded remotely from the dep BGC.,experimental A3428 function,MIBiG physical boundary,Represent functional programme as extending beyond the physical cluster.,,,165
M4-FUNG-0565:U001,M4-FUNG-0565,U001,native-context gap,The compounds were discovered via heterologous expression; native regulatory and ecological production conditions remain unresolved.,heterologous sufficiency,limited native-state data,Separate pathway sufficiency from native activation biology.,,,165
M4-FUNG-0566:U001,M4-FUNG-0566,U001,causal-evidence boundary,Halogenated-product phenotype and genomic candidate are compelling but unperturbed.,OSMAC/metabolomics/genomics,no knockout/reconstruction,Retain candidate BGC and candidate-halogenase language.,,,165
M4-FUNG-0567:U001,M4-FUNG-0567,U001,boundary/completeness,"The MIBiG record is partial and tagged SQ_A, whereas crmA-to-metabolite causality is strong.",canonical database metadata,knockout/overexpression evidence,Preserve the partial/SQ_A database provenance but rate core crmA causality very high.,,,165
M4-FUNG-0567:U002,M4-FUNG-0567,U002,distributed pathway,Fumicicolin assembly requires an as-yet-unidentified acyltransferase downstream of CrmA.,CrmA genetics,unknown downstream enzyme,Do not label the complete fumicicolin pathway reconstructed.,,,166
M4-FUNG-0568:U001,M4-FUNG-0568,U001,coordinate provenance,Canonical source provides MK360919 without explicit start/end coordinates.,source accession,complete pathway evidence,Retain NR for coordinates rather than infer them.,,,165
M4-FUNG-0569:U001,M4-FUNG-0569,U001,taxonomic nomenclature,Canonical source uses Penicillium soppii while defining paper title/text uses Penicillium soppi.,S001 nomenclature,S003 nomenclature,Retain canonical source name and record publication spelling as provenance.,,,165
M4-FUNG-0569:U002,M4-FUNG-0569,U002,native activation,Heterologous production establishes biosynthetic capacity but not native induction conditions.,strong reconstruction,no native activation experiment,Do not claim native pathway state beyond cryptic status.,,,166
M4-FUNG-0570:U001,M4-FUNG-0570,U001,native activation,The enzyme is biochemically competent but native product was not detected under tested culture conditions.,heterologous/in vitro positive,native culture negative,Treat gdlS as enzyme-resolved but natively silent/low under tested conditions.,,,165
M4-FUNG-0570:U002,M4-FUNG-0570,U002,downstream pathway,"Germacradienol is described as a geosmin precursor, but downstream conversion in A. ustus was not demonstrated.",biochemical precursor logic,negative feeding experiment,Do not attribute geosmin biosynthesis to this record.,,,166
M4-FUNG-0571:U001,M4-FUNG-0571,U001,boundary,MIBiG labels the deposited interval partial while the SatA/SatB/SatC core pathway is functionally complete for the demonstrated conversion.,partial database metadata,strong three-enzyme reconstruction,Rate pathway identity high while preserving partial physical-boundary provenance.,,,165
M4-FUNG-0572:U001,M4-FUNG-0572,U001,boundary completeness,MIBiG completeness is unknown although native genetic and chromatin evidence for the beauvericin programme is strong.,database boundary uncertainty,direct native causal evidence,Preserve unknown physical completeness while rating pathway identity very high.,,,165
M4-FUNG-0572:U002,M4-FUNG-0572,U002,ecological activation,"The regulatory machinery is well resolved, but the environmental cue that engages these chromatin states in nature is not established.",genetic/chromatin perturbations,no natural-trigger experiment,Do not infer a natural inducing condition.,,,166
M4-FUNG-0573:U001,M4-FUNG-0573,U001,causal evidence tier,"Expression-product correlation and A-domain biochemistry strongly support MpbA, but no native whole-gene knockout establishes strict necessity.",qRT-PCR/metabolite correlation + domain assays,absence of knockout,"Rate pathway attribution high, not knockout-grade very high.",,,165
M4-FUNG-0573:U002,M4-FUNG-0573,U002,stereochemistry,One stereochemical detail associated with the Trp-containing malpibaldin C structure remains less resolved than A/B.,NMR/MS support,incomplete stereochemical assignment,Retain lower certainty for that detail without questioning product identity.,,,166
M4-FUNG-0574:U001,M4-FUNG-0574,U001,tailoring completeness,"TndC and the talarodiene precursor relationship are strongly resolved, but all enzymes converting talarodiene to talaronoid C are not assigned.",heterologous/isotope evidence,incomplete downstream enzymology,Rate core enzyme very high and full-pathway reconstruction high but incomplete.,,,165
M4-FUNG-0574:U002,M4-FUNG-0574,U002,nomenclature,Canonical source lists 'talaronoide' alongside talaronoid C; this is retained as source provenance rather than normalized into a mechanistic intermediate.,canonical product string,primary mechanistic nomenclature,Keep the source term explicitly separated from talarodiene.,,,166
M4-FUNG-0575:U001,M4-FUNG-0575,U001,causal evidence tier,"Expression/product correlation and A-domain biochemistry strongly support MpcA, but no native whole-gene knockout demonstrates strict necessity.",qRT-PCR/metabolite correlation + domain assays,absence of knockout,"Rate pathway attribution high, not knockout-grade very high.",,,165
M4-FUNG-0575:U002,M4-FUNG-0575,U002,congener structure confidence,Malpicyclins E/F were assigned with lower structural confidence than A-D.,A-D NMR/Marfey,E-F HRMS/MS,Preserve differential structural certainty.,,,166
M4-FUNG-0576:U001,M4-FUNG-0576,U001,module iteration mechanism,A five-module NRPS produces a six-residue peptide; iterative terminal-module use is proposed but not directly demonstrated biochemically.,NRPS4 architecture + product sequence,no direct full-length module-iteration assay,Retain iteration as an explicit mechanistic hypothesis.,,,165
M4-FUNG-0576:U002,M4-FUNG-0576,U002,database evidence wording,"Canonical source includes 'Knock-out studies' in evidence descriptors, whereas direct fusahexin activation in the defining article is NRPS4 overexpression.",canonical evidence string,primary OE experiment,Preserve database provenance while describing the direct experiment accurately.,,,166
M4-FUNG-0577:U001,M4-FUNG-0577,U001,strain/genome provenance,"Canonical source calls the organism A. ruber QEN-0407-G2 with taxon ID 1388766 and locus KK088413.1; NCBI assigns taxon 1388766 and this genome to CBS 135680, while enzyme cDNA in the 2017 study came from QEN-0407-G2.",canonical source QEN label + locus,NCBI CBS 135680 mapping and primary-paper cDNA provenance,Preserve both strain contexts; do not claim the CBS genomic locus was sequenced from QEN-0407-G2.,,,163
M4-FUNG-0577:U002,M4-FUNG-0577,U002,missing B-series dehydrogenase,The four-gene reconstruction yields echinulin and one-double-bond neoechinulin A but not neoechinulin B/two-double-bond congeners.,heterologous reconstruction,native B-series congeners exist,An additional enzyme or context is required for the second double bond.,,,164
M4-FUNG-0577:U003,M4-FUNG-0577,U003,EchPS direct enzymology,"The cluster includes EchPS and reconstruction supports scaffold production, but later literature notes EchPS function had not been independently analyzed as a purified/standalone enzyme.",cluster reconstruction/sequence homology,absence of independent standalone EchPS assay,Treat EchPS scaffold assignment as strong pathway inference rather than purified-enzyme proof.,,,165
M4-FUNG-0578:U001,M4-FUNG-0578,U001,mechanistic evidence gradient,"UcdE now has purified-enzyme confirmation, whereas UcdB and some other tailoring steps remain more dependent on deletion/intermediate inference.",2023 pathway genetics,2026 direct UcdE enzymology,Do not represent all ucd gene functions as equivalently proven.,,,163
M4-FUNG-0578:U002,M4-FUNG-0578,U002,nonenzymatic terminal chemistry,"Final dibenzofuran formation is spontaneous, so the genetic pathway boundary and chemical product-forming sequence are not identical.",ucd gene set,spontaneous oxidative ring formation,Record the nonenzymatic step explicitly rather than assigning an enzyme.,,,164
