experiment_key,dossier_id,experiment_id,organism_key,strain_key,strain_raw,source_ids,note,source_row
M4-FUNG-0431:E001,M4-FUNG-0431,E001,NCBITAXON:341663,STR_22ae0b283f55,A. terreus NIH2624 wild type and anaPS deletion mutant,S003,Deletion-library evidence.,122
M4-FUNG-0432:E001,M4-FUNG-0432,E001,NCBITAXON:341663,STR_efb58d621a62,A. terreus NIH2624 wild type and btyA deletion mutant,S003,Direct deletion-library evidence.,122
M4-FUNG-0433:E001,M4-FUNG-0433,E001,NCBITAXON:341663,STR_252905f6c58c,A. terreus NIH2624 wild type and apvA deletion mutant,S003,Direct deletion-library evidence.,122
M4-FUNG-0434:E001,M4-FUNG-0434,E001,NCBITAXON:1450533,STR_30cc68f3e60c,Aspergillus nidulans heterologous host,S003,Direct pathway sufficiency evidence.,122
M4-FUNG-0434:E002,M4-FUNG-0434,E002,NCBITAXON:1450533,STR_746abe3c3de7,purified AnOMT,S003,Boiled-enzyme control reported.,123
M4-FUNG-0434:E003,M4-FUNG-0434,E003,NCBITAXON:1450533,STR_f3d784dbfc06,AnATPKS A-domain / A. nidulans transformants,S003,Direct programmability context.,124
M4-FUNG-0435:E001,M4-FUNG-0435,E001,NCBITAXON:227321,STR_758840366cd8,purified A. nidulans ATRR,S003,Structure-guided biochemical validation.,122
M4-FUNG-0435:E002,M4-FUNG-0435,E002,NCBITAXON:227321,STR_fe73748d83be,A. nidulans wild type and Δatrr,S003,Direct physiological validation.,123
M4-FUNG-0436:E001,M4-FUNG-0436,E001,NCBITAXON:5382,STR_cb8514653649,recombinant GreA,S003,Direct biochemical reconstruction.,122
M4-FUNG-0437:E001,M4-FUNG-0437,E001,NCBITAXON:104259,STR_ad6c9ff30a0a,P. brasilianum WZXY-M122-9 wild type vs ΔPbhdaA,S003,Direct chromatin-access intervention.,122
M4-FUNG-0437:E002,M4-FUNG-0437,E002,NCBITAXON:104259,STR_3ef772bf324b,ΔPbhdaA/ΔbrsA and related brs deletion strains,S003,Tailoring deletion phenotypes are interpreted conservatively.,123
M4-FUNG-0437:E003,M4-FUNG-0437,E003,NCBITAXON:104259,STR_1885c8bf1e5a,purified full-length BrsA,S003,Direct core-enzyme evidence.,124
M4-FUNG-0437:E004,M4-FUNG-0437,E004,NCBITAXON:104259,STR_3eca79cf92f5,purified BrsJ,S003,Direct tailoring chemistry.,125
M4-FUNG-0437:E005,M4-FUNG-0437,E005,NCBITAXON:104259,STR_df938f743777,P. brasilianum brs transcription comparison,S003,Supports coordinated activation.,126
M4-FUNG-0438:E001,M4-FUNG-0438,E001,NCBITAXON:1128401,STR_ef22d0fefb3d,O. olearius VT 653.13,S003,"Supports native programme coherence, not exact catalytic steps.",122
M4-FUNG-0438:E002,M4-FUNG-0438,E002,NCBITAXON:1128401,STR_554b5935c553,recombinant Omp6,S003,Direct Omp6 catalytic evidence.,123
M4-FUNG-0438:E003,M4-FUNG-0438,E003,NCBITAXON:1128401,STR_6c988632d598,recombinant Omp7,S003,Direct Omp7 catalytic evidence.,124
M4-FUNG-0439:E001,M4-FUNG-0439,E001,NCBITAXON:1128401,STR_ef22d0fefb3d,O. olearius VT 653.13,S003,"Supports native programme coherence, not exact catalytic steps.",122
M4-FUNG-0439:E002,M4-FUNG-0439,E002,NCBITAXON:1128401,STR_554b5935c553,recombinant Omp6,S003,Direct Omp6 catalytic evidence.,123
M4-FUNG-0439:E003,M4-FUNG-0439,E003,NCBITAXON:1128401,STR_6c988632d598,recombinant Omp7,S003,Direct Omp7 catalytic evidence.,124
M4-FUNG-0440:E001,M4-FUNG-0440,E001,NCBITAXON:249398,STR_41e0d0b7cbaa,A. nidulans ΔSTΔEM,S003,Direct core reconstruction.,122
M4-FUNG-0440:E002,M4-FUNG-0440,E002,NCBITAXON:249398,STR_41e0d0b7cbaa,A. nidulans ΔSTΔEM,S003,Supports C11 hydroxylation-triggered cyclization.,123
M4-FUNG-0440:E003,M4-FUNG-0440,E003,NCBITAXON:249398,STR_41e0d0b7cbaa,A. nidulans ΔSTΔEM,S003,Late phenyl para-hydroxylation.,124
M4-FUNG-0440:E004,M4-FUNG-0440,E004,NCBITAXON:249398,STR_f16995601484,purified SmbG,S003,Direct biochemical proof.,125
M4-FUNG-0440:E005,M4-FUNG-0440,E005,NCBITAXON:249398,STR_69dc38416b19,F. commune genomic DNA,S003,Not a native F. commune production assay.,126
M4-FUNG-0441:E001,M4-FUNG-0441,E001,NCBITAXON:1896107,STR_3e29376801aa,heterologous fungal expression strains,S003,Direct pathway sufficiency evidence.,122
M4-FUNG-0441:E002,M4-FUNG-0441,E002,NCBITAXON:1896107,STR_6fdd3ef85e3a,heterologous pathway strains,S003,Feeding evidence interpreted with reconstruction.,123
M4-FUNG-0441:E003,M4-FUNG-0441,E003,NCBITAXON:1896107,STR_81f75955f239,BisI enzyme system,S003,Defining mechanistic experiment.,124
M4-FUNG-0442:E001,M4-FUNG-0442,E001,NCBITAXON:370937,STR_3b384f13b174,recombinant AshL,S003,Direct AshL mechanism.,122
M4-FUNG-0442:E002,M4-FUNG-0442,E002,NCBITAXON:370937,STR_2900eaffcfba,four related fungal laccases,S003,Comparative context; do not assign flexible behavior specifically to AshL unless demonstrated.,123
M4-FUNG-0442:E003,M4-FUNG-0442,E003,NCBITAXON:370937,STR_32476a3655fe,AshP/AshL pathway system,S003,Core two-enzyme programme.,124
M4-FUNG-0443:E001,M4-FUNG-0443,E001,NCBITAXON:28576,STR_6e6d67544ab5,A. nidulans heterologous host,S003,Defines nonenzymatic competing pathway.,122
M4-FUNG-0443:E002,M4-FUNG-0443,E002,NCBITAXON:28576,STR_6e6d67544ab5,A. nidulans heterologous host,S003,Carboxylative deactivation.,123
M4-FUNG-0443:E003,M4-FUNG-0443,E003,NCBITAXON:28576,STR_6e6d67544ab5,A. nidulans heterologous host,S003,Pathway sufficiency and branch logic.,124
M4-FUNG-0443:E004,M4-FUNG-0443,E004,NCBITAXON:28576,STR_ba734d778941,purified PvhB,S003,Direct pericyclase mechanism.,125
M4-FUNG-0444:E001,M4-FUNG-0444,E001,NCBITAXON:500485,STR_0969ac66a507,Aspergillus oryzae heterologous host,S003,Direct pathway sufficiency.,122
M4-FUNG-0444:E002,M4-FUNG-0444,E002,NCBITAXON:500485,STR_90d14f77bbd9,bifunctional terpene synthase,S003,Direct mechanism.,123
M4-FUNG-0444:E003,M4-FUNG-0444,E003,NCBITAXON:500485,STR_f86aa3c674f3,P450-containing heterologous strain,S003,Direct terminal-step evidence.,124
M4-FUNG-0445:E001,M4-FUNG-0445,E001,NCBITAXON:2163413,STR_0bc5bbf53c3c,M. pulcherrima APC 1.2 WT vs W8 snf2 mutant,S003,Global Snf2 pleiotropy is explicit.,122
M4-FUNG-0445:E002,M4-FUNG-0445,E002,NCBITAXON:2163413,STR_564df479335a,W8 snf2 mutant + wild-type SNF2 complementation,S003,"Strong regulatory causality for Snf2, not pathway-specific causality for pulcherrimin alone.",123
M4-FUNG-0445:E003,M4-FUNG-0445,E003,NCBITAXON:2163413,STR_13f24927d5a2,"WT, W8 snf2 mutant, SNF2-complemented strain",S003,Direct genotype-metabolite evidence.,124
M4-FUNG-0445:E004,M4-FUNG-0445,E004,NCBITAXON:2163413,STR_e79594e503d3,WT and snf2 mutant,S003,Reduced activity may reflect multiple Snf2-controlled mechanisms.,125
M4-FUNG-0445:E005,M4-FUNG-0445,E005,NCBITAXON:2163413,STR_73a46f030009,M. pulcherrima pathway chemistry,S003,Exact degradation chemistry remains partly unresolved.,126
M4-FUNG-0446:E001,M4-FUNG-0446,E001,NCBITAXON:341663,STR_62ff0892a192,A. terreus NIH2624 wild type and ΔmelA/ΔtyrP,S003,Direct native causal evidence.,122
M4-FUNG-0446:E002,M4-FUNG-0446,E002,NCBITAXON:341663,STR_e93cb7b961b5,MelA biochemical system,S003,Direct biochemical assignment.,123
M4-FUNG-0446:E003,M4-FUNG-0446,E003,NCBITAXON:341663,STR_cea19857a5a0,TyrP biochemical/reconstitution system,S003,Direct oxidation/polymerization pathway evidence.,124
M4-FUNG-0446:E004,M4-FUNG-0446,E004,NCBITAXON:341663,STR_e7f594b48d84,wild type versus Asp-melanin-deficient conidia,S003,Functional biological-role evidence.,125
M4-FUNG-0446:E005,M4-FUNG-0446,E005,NCBITAXON:341663,STR_e7f594b48d84,wild type versus Asp-melanin-deficient conidia,S003,Separates protective effect from canonical phagolysosome-acidification blockade.,126
M4-FUNG-0447:E001,M4-FUNG-0447,E001,NCBITAXON:5077,STR_d8e64902d1e9,P. citrinum ATCC 9849 WT / ΔctdQ,S003,Direct BGC attribution.,122
M4-FUNG-0447:E002,M4-FUNG-0447,E002,NCBITAXON:5077,STR_459764629e8b,P. citrinum ΔctdU / ΔctdE,S003,Native genetic pathway ordering.,123
M4-FUNG-0447:E003,M4-FUNG-0447,E003,NCBITAXON:5077,STR_220540c84b5c,purified recombinant CtdE,S003,Direct enzyme function.,124
M4-FUNG-0447:E004,M4-FUNG-0447,E004,NCBITAXON:5077,STR_efe42d6b294c,CtdE protein,S003,Mechanistic structural evidence.,125
M4-FUNG-0448:E001,M4-FUNG-0448,E001,NCBITAXON:2259629,STR_2c7e0de17860,Cladosporium sp. SW67,S003,Direct metabolite evidence.,122
M4-FUNG-0448:E002,M4-FUNG-0448,E002,NCBITAXON:2259629,STR_e2c009ae515f,SW67 / comparative Cladosporium genomes,S003; S004,"Correlative, not causal.",123
M4-FUNG-0449:E001,M4-FUNG-0449,E001,NCBITAXON:655844,STR_a80a3efc559c,Aspergillus oryzae NSAR1,S003,"Cross-cluster common-core experiment used as mechanistic support, not strain-specific native expression evidence.",122
M4-FUNG-0449:E002,M4-FUNG-0449,E002,NCBITAXON:655844,STR_c16c57d000ff,A. oryzae common-intermediate producer,S003,Direct pathway-branch sufficiency evidence.,123
M4-FUNG-0449:E003,M4-FUNG-0449,E003,NCBITAXON:655844,STR_ee39a24c8eaa,Drosophila DL-1 cells,S003,,124
M4-FUNG-0449:E004,M4-FUNG-0449,E004,NCBITAXON:655844,STR_6b9724a91167,adult Drosophila,S003,Does not replace native fungal virulence genetics.,125
M4-FUNG-0450:E001,M4-FUNG-0450,E001,NCBITAXON:229533,STR_bf06895adae6,Aspergillus oryzae NSAR1 with F. graminearum 50218 dpfg genes,S003,"Donor is 50218, not canonical PH-1.",122
M4-FUNG-0450:E002,M4-FUNG-0450,E002,NCBITAXON:229533,STR_74ebd133d3c3,F. graminearum native C16 PKS mutant,S004,Native causal attribution.,123
M4-FUNG-0450:E003,M4-FUNG-0450,E003,NCBITAXON:229533,STR_1e7a7acd7aa8,F. graminearum native C16 terpene-synthase mutant,S004,,124
M4-FUNG-0450:E004,M4-FUNG-0450,E004,NCBITAXON:229533,STR_e5b54d55da33,F. graminearum challenged wheat heads,S004,Product presence does not alone establish virulence contribution.,125
M4-FUNG-0451:E001,M4-FUNG-0451,E001,NCBITAXON:759273,STR_14ae5cea3158,Aspergillus oryzae NSAR1 with C. higginsianum MAFF305635 dpch genes,S003,Donor strain differs from canonical IMI 349063.,122
M4-FUNG-0451:E002,M4-FUNG-0451,E002,NCBITAXON:759273,STR_1b03c4d490e4,C. higginsianum IMI 349063 ΔcclA,S004,Global chromatin perturbation; not pathway-specific transcription-factor activation.,123
M4-FUNG-0451:E003,M4-FUNG-0451,E003,NCBITAXON:759273,STR_80c732e10ff0,Arabidopsis seedlings,S006,Direct compound effect; endogenous infection concentration not established.,124
M4-FUNG-0451:E004,M4-FUNG-0451,E004,NCBITAXON:759273,STR_b1cac889c845,human A431 cells,S005,,125
M4-FUNG-0452:E001,M4-FUNG-0452,E001,NCBITAXON:1892770,STR_1464c8910c37,Pseudopithomyces chartarum sequenced isolate,S003,Genome resource underlying candidate-cluster search.,122
M4-FUNG-0452:E002,M4-FUNG-0452,E002,NCBITAXON:1892770,STR_f1095c692b97,Pseudopithomyces chartarum genome,S003,"This is candidate discovery, not experimental BGC validation.",123
M4-FUNG-0453:E001,M4-FUNG-0453,E001,NCBITAXON:47427,STR_03297cf3e1a0,A. gallica FU02472 / recombinant Pro1,S005,Direct core-cyclization proof.,122
M4-FUNG-0453:E002,M4-FUNG-0453,E002,NCBITAXON:47427,STR_97a18a573bfd,S. cerevisiae CEN.PK2-1C CYP-Arm strains,S003,Direct comparative CYP screen.,123
M4-FUNG-0453:E003,M4-FUNG-0453,E003,NCBITAXON:47427,STR_e63ac8eff370,engineered S. cerevisiae Pro1 + CYP-Arm3 system,S003,Product-scale confirmation of branch chemistry.,124
M4-FUNG-0453:E004,M4-FUNG-0453,E004,NCBITAXON:47427,STR_99469863ba42,recombinant Pro1,S003; S005,Prior Pro1 characterization integrated with 2020 cluster study.,125
M4-FUNG-0454:E001,M4-FUNG-0454,E001,NCBITAXON:45130,STR_a95d5f62473b,B. sorokiniana BS11134 wild type and BFTS deletion mutant,S003,Strong native causal evidence.,122
M4-FUNG-0454:E002,M4-FUNG-0454,E002,NCBITAXON:45130,STR_ef44b5135dd3,recombinant/heterologous BsPS,S003,Direct scaffold chemistry.,123
M4-FUNG-0454:E003,M4-FUNG-0454,E003,NCBITAXON:45130,STR_3e8a353fdcdf,B. sorokiniana BS11134,S003,Compound-specific activity kept separate from scaffold attribution.,124
M4-FUNG-0454:E004,M4-FUNG-0454,E004,NCBITAXON:45130,STR_4a63de0cd4f8,RAW264.7 murine macrophage-like cells,S003,Does not establish fungal ecological role.,125
M4-FUNG-0455:E001,M4-FUNG-0455,E001,NCBITAXON:180999,STR_44f6e20d5f29,C. uncialis mycobiont genome,S003,"Candidate-selection evidence, not pathway causality.",122
M4-FUNG-0455:E002,M4-FUNG-0455,E002,NCBITAXON:180999,STR_6da5dd02cdd3,C. uncialis intact lichen sample,S003,"Strong correlation, but no pathway-specific perturbation.",123
M4-FUNG-0455:E003,M4-FUNG-0455,E003,NCBITAXON:180999,STR_fdd08bb5c1a7,lichen PKS comparative set,S003; S005,Cross-lichen support remains inferential.,124
M4-FUNG-0456:E001,M4-FUNG-0456,E001,NCBITAXON:303698,STR_f27a6d96d3ab,P. steckii YE,S003,Direct native product evidence.,122
M4-FUNG-0456:E002,M4-FUNG-0456,E002,NCBITAXON:303698,STR_ca9e1b24d7b7,isolated ETP congeners,S003,Key direct mechanistic result of the paper.,123
M4-FUNG-0456:E003,M4-FUNG-0456,E003,NCBITAXON:303698,STR_05a7bd53be45,P. steckii YE genome,S003,Association evidence; no pathway-specific perturbation.,124
M4-FUNG-0456:E004,M4-FUNG-0456,E004,NCBITAXON:303698,STR_aef042605ba8,PC-3 and LNCaP cells / C. elegans,S003,Bioactivity is congener-specific and separate from BGC causality.,125
M4-FUNG-0457:E001,M4-FUNG-0457,E001,NCBITAXON:5127,STR_ffb0673b31be,G9 × G1 genetic cross,S003,Direct cluster linkage.,122
M4-FUNG-0457:E002,M4-FUNG-0457,E002,NCBITAXON:5127,STR_bbdf2263b879,G9 vs G1,S003,Supports regulatory defect.,123
M4-FUNG-0457:E003,M4-FUNG-0457,E003,NCBITAXON:5127,STR_422e2910cc1b,G1 transformants,S003,Strong native allelic causality.,124
M4-FUNG-0457:E004,M4-FUNG-0457,E004,NCBITAXON:5127,STR_84e209896de9,selected complemented G1 strains and G9/G1 parents,S003,LOQ explicitly reported.,125
M4-FUNG-0458:E001,M4-FUNG-0458,E001,NCBITAXON:2480843,STR_baeafa979227,X. sinensis ML-31,S003,Native production evidence.,123
M4-FUNG-0458:E002,M4-FUNG-0458,E002,NCBITAXON:2480843,STR_073db4c34d9b,X. sinensis ML-31 mutants,S003,Direct native genetics.,124
M4-FUNG-0458:E003,M4-FUNG-0458,E003,NCBITAXON:2480843,STR_b80dae4ebc50,Aspergillus nidulans,S003,Pathway sufficiency evidence.,125
M4-FUNG-0458:E004,M4-FUNG-0458,E004,NCBITAXON:2480843,STR_a04b5bbff86d,engineered pathway system,S003,Mechanistic cascade.,126
M4-FUNG-0459:E001,M4-FUNG-0459,E001,NCBITAXON:108922,STR_8af5d3139370,heterologous expression strains,S003,Pathway sufficiency context.,123
M4-FUNG-0459:E002,M4-FUNG-0459,E002,NCBITAXON:108922,STR_91b6112d4dfe,heterologous SpoL/SpoF system,S003,Defining mechanistic experiment.,124
M4-FUNG-0460:E001,M4-FUNG-0460,E001,NCBITAXON:1353983,STR_adf7eee63b3f,C. macilenta KoLRI003786 purple and white axenic mycobiont chemotypes,S003,"Strong association, not pathway-specific perturbational causality.",122
M4-FUNG-0460:E002,M4-FUNG-0460,E002,NCBITAXON:1353983,STR_efc04b16cf06,C. macilenta lichen-forming fungus culture,S005,Bioactivity is compound-level evidence and does not establish native ecological function.,123
M4-FUNG-0460:E003,M4-FUNG-0460,E003,NCBITAXON:1353983,STR_c007083f2f1c,Cladonia comparative species set,S003,"Comparative presence supports pathway-family plausibility, not biruloquinone production in every homolog-bearing species.",124
M4-FUNG-0461:E001,M4-FUNG-0461,E001,NCBITAXON:1400770,STR_143d4f25e4f0,Cladonia metacorallifera KoLRI002260,S003,Direct production evidence.,124
M4-FUNG-0461:E002,M4-FUNG-0461,E002,NCBITAXON:1400770,STR_143d4f25e4f0,Cladonia metacorallifera KoLRI002260,S004,"Candidate-locus evidence, not causal genetics.",125
M4-FUNG-0462:E001,M4-FUNG-0462,E001,NCBITAXON:5454,STR_d1e0278f3741,Ascochyta rabiei AR628,S003,Direct causal BGC evidence.,124
M4-FUNG-0462:E002,M4-FUNG-0462,E002,NCBITAXON:5454,STR_b9c20dfb7ac2,Ascochyta rabiei,S003,Shows regulatory sufficiency.,125
M4-FUNG-0463:E001,M4-FUNG-0463,E001,NCBITAXON:1325723,STR_f17896edeb9d,Fusarium neocosmosporiellum,S003,Stage-resolved evidence.,124
M4-FUNG-0463:E002,M4-FUNG-0463,E002,NCBITAXON:1325723,STR_f17896edeb9d,Fusarium neocosmosporiellum,S003,Direct gene-phenotype evidence.,125
M4-FUNG-0465:E001,M4-FUNG-0465,E001,NCBITAXON:29916,STR_5f7f6cde9b44,Fusarium sp. RK97-94,S003,Direct activation evidence.,124
M4-FUNG-0465:E002,M4-FUNG-0465,E002,NCBITAXON:29916,STR_5f7f6cde9b44,Fusarium sp. RK97-94,S003,Functional core smaller than MIBiG interval.,125
M4-FUNG-0466:E001,M4-FUNG-0466,E001,NCBITAXON:5065,STR_7cb466f8ad0b,heterologous/defined spt system,S003,Mechanistic pathway evidence.,124
M4-FUNG-0467:E001,M4-FUNG-0467,E001,NCBITAXON:1087732,STR_46de6a3edb0c,Chaetomium olivaceum SD-80A,S003,Pathway assignment proposed from genomic context.,124
M4-FUNG-0468:E001,M4-FUNG-0468,E001,NCBITAXON:2502037,STR_3f9e874bd8fe,Discosia rubi isolates,S003,Direct product/bioactivity evidence.,124
M4-FUNG-0468:E002,M4-FUNG-0468,E002,NCBITAXON:2502037,STR_6a71cc00bf43,Cryptococcus neoformans,S003,"Supports target mechanism, not producer BGC causality.",125
M4-FUNG-0469:E001,M4-FUNG-0469,E001,NCBITAXON:168477,STR_712a8af47813,Penicillium arenicola NRRL 8095,S003,"Strong comparative assignment, not a knockout series.",124
M4-FUNG-0470:E001,M4-FUNG-0470,E001,NCBITAXON:38033,STR_85b4304053a2,Chaetomium globosum,S003,BGC assignment is candidate-level.,124
M4-FUNG-0471:E001,M4-FUNG-0471,E001,NCBITAXON:2828659,STR_8b7cdd56d741,heterologous atranorin reconstruction study,S003,Recorded as evidence against treating the cited paper as salazinic-specific validation.,122
M4-FUNG-0472:E001,M4-FUNG-0472,E001,NCBITAXON:2046025,STR_12b78d203b83,Acremonium tubakii W. Gams isolate,S003,"Strong integrated assignment, not causal genetics.",122
M4-FUNG-0473:E001,M4-FUNG-0473,E001,NCBITAXON:5078,STR_cfe5672cc9e6,P. griseofulvum / heterologous pathway system,S003,Defining pathway study.,122
M4-FUNG-0473:E002,M4-FUNG-0473,E002,NCBITAXON:5078,STR_b670c2610d6e,P. griseofulvum NRRL 35584,S004,Original natural-product provenance.,123
M4-FUNG-0474:E001,M4-FUNG-0474,E001,NCBITAXON:341663,STR_8ce44d59e998,Aspergillus nidulans heterologous host,S003,Direct cluster sufficiency.,122
M4-FUNG-0475:E001,M4-FUNG-0475,E001,NCBITAXON:136282,STR_0c81107ecfc5,engineered Saccharomyces cerevisiae,S003,Direct enzyme sufficiency in heterologous host.,122
M4-FUNG-0476:E001,M4-FUNG-0476,E001,NCBITAXON:229533,STR_d039833e9345,Fusarium graminearum PH-1 derivatives,S003,Direct activation/causality evidence.,122
M4-FUNG-0477:E001,M4-FUNG-0477,E001,NCBITAXON:2696576,STR_569abada4328,Antrodia cinnamomea / Taiwanofungus camphoratus study strain,S003,Direct precursor-pathway evidence.,122
M4-FUNG-0478:E001,M4-FUNG-0478,E001,NCBITAXON:1111077,STR_68404375bef4,Claviceps purpurea 20.1,S003,High gene→chemotype evidence from overexpression.,122
M4-FUNG-0479:E001,M4-FUNG-0479,E001,NCBITAXON:357447,STR_b5e8fe4356fe,Aspergillus westerdijkiae food isolates,S003,Species-specific genotype/chemotype evidence.,122
M4-FUNG-0479:E002,M4-FUNG-0479,E002,NCBITAXON:357447,STR_0dc0ed9b470e,Aspergillus westerdijkiae historical mutant,S004,Supports PKS necessity in producer species.,123
M4-FUNG-0480:E001,M4-FUNG-0480,E001,NCBITAXON:746128,STR_5a204b26ceb1,Aspergillus fumigatus MF071,S003,No MF071-specific fga knockout/reconstruction.,122
M4-FUNG-0481:E001,M4-FUNG-0481,E001,NCBITAXON:746128,STR_5a204b26ceb1,Aspergillus fumigatus MF071,S003,Evidence remains candidate-level.,124
M4-FUNG-0482:E001,M4-FUNG-0482,E001,NCBITAXON:746128,STR_5a204b26ceb1,Aspergillus fumigatus MF071,S003,No BGC0002601-specific causal experiment.,124
M4-FUNG-0483:E001,M4-FUNG-0483,E001,NCBITAXON:5059,STR_d53374e7f109,Aspergillus flavus,S003,Defining functional study.,124
M4-FUNG-0484:E001,M4-FUNG-0484,E001,NCBITAXON:46472,STR_064ad6afb35a,Aspergillus oryzae,S003,Direct BGC sufficiency.,124
M4-FUNG-0484:E002,M4-FUNG-0484,E002,NCBITAXON:46472,STR_064ad6afb35a,Aspergillus oryzae,S003,Direct tailoring/modularity evidence.,125
M4-FUNG-0485:E001,M4-FUNG-0485,E001,NCBITAXON:1287682,STR_541569bcceb4,Aspergillus oryzae engineered pathway,S003,Direct module-level functional evidence.,124
M4-FUNG-0486:E001,M4-FUNG-0486,E001,NCBITAXON:40993,STR_01a58ae50d13,Aspergillus carbonarius OTA-producing strains,S003,"Strong correlation, not designed knockout.",124
M4-FUNG-0487:E001,M4-FUNG-0487,E001,NCBITAXON:5061,STR_84e46571cf8a,Aspergillus niger OTA-producing strains,S003,"Strong correlation, not designed knockout.",124
M4-FUNG-0488:E001,M4-FUNG-0488,E001,NCBITAXON:357447,STR_f47a54218d94,Aspergillus westerdijkiae OTA-producing strains,S003,"Strong correlation, not designed knockout.",124
M4-FUNG-0489:E001,M4-FUNG-0489,E001,NCBITAXON:306088,STR_669b92d08a2f,Aspergillus steynii OTA-producing strains,S003,"Strong correlation, not designed knockout.",124
M4-FUNG-0490:E001,M4-FUNG-0490,E001,NCBITAXON:1341132,STR_baf658d49d69,Aspergillus niger / Aspergillus welwitschiae isolate panel,S003,"Strong natural association, not targeted gene deletion.",124
M4-FUNG-0491:E001,M4-FUNG-0491,E001,NCBITAXON:1549217,STR_ab8274d6bc1a,Stl-TS expression system,S003,,124
M4-FUNG-0491:E002,M4-FUNG-0491,E002,NCBITAXON:1549217,STR_5467b27595c7,Stl-TS + Stl-P450 expression system,S003,,125
M4-FUNG-0492:E001,M4-FUNG-0492,E001,NCBITAXON:1810919,STR_983107765059,Aspergillus sydowi No. Y-30462 / A. mulundensis,S004,,124
M4-FUNG-0492:E002,M4-FUNG-0492,E002,NCBITAXON:1810919,STR_34f01edd2cf6,A. mulundensis DSMZ 5745,S003,,125
M4-FUNG-0493:E001,M4-FUNG-0493,E001,NCBITAXON:1549217,STR_6a77af360a7f,anditomin-pathway heterologous expression system,S003,,124
M4-FUNG-0493:E002,M4-FUNG-0493,E002,NCBITAXON:1549217,STR_bf84fcc69f15,AndA assay/reconstruction,S003,,125
M4-FUNG-0493:E003,M4-FUNG-0493,E003,NCBITAXON:1549217,STR_5c9d7b0f3b87,AndF assay/reconstruction,S003,,126
M4-FUNG-0494:E001,M4-FUNG-0494,E001,NCBITAXON:904690,STR_ce30be33c654,Aspergillus oryzae heterologous host,S003,,124
M4-FUNG-0494:E002,M4-FUNG-0494,E002,NCBITAXON:904690,STR_c717d3085b4e,Aspergillus oryzae + P. shearii esdp genes,S005,,125
M4-FUNG-0494:E003,M4-FUNG-0494,E003,NCBITAXON:904690,STR_e9693902f629,heterologous DDP product panel,S003; S005,,126
M4-FUNG-0495:E001,M4-FUNG-0495,E001,NCBITAXON:374132,STR_579b668c9c28,P. terrestre LM2 derivatives,S003,,124
M4-FUNG-0496:E001,M4-FUNG-0496,E001,NCBITAXON:5082,STR_4ac9221882c5,P. roqueforti F43-1,S003,,124
M4-FUNG-0496:E002,M4-FUNG-0496,E002,NCBITAXON:5082,STR_c537419956f2,55 P. roqueforti strains,S003,,125
M4-FUNG-0497:E001,M4-FUNG-0497,E001,NCBITAXON:1813945,STR_4e1a14b558a1,Penicillium sp. YT-2016 ΔpsyA,S003,,124
M4-FUNG-0498:E001,M4-FUNG-0498,E001,NCBITAXON:36656,STR_4a9ac694d616,P. crustosum ΔpenP,S003,,124
M4-FUNG-0498:E002,M4-FUNG-0498,E002,NCBITAXON:36656,STR_564ae28a3e87,Aspergillus oryzae reconstruction hosts,S004,,125
M4-FUNG-0499:E001,M4-FUNG-0499,E001,NCBITAXON:5074,STR_bcd735466c46,recombinant MpaG′,S003,,124
M4-FUNG-0500:E001,M4-FUNG-0500,E001,NCBITAXON:1873369,STR_02b2a391409f,A. hancockii HknR-overexpression strain,S003,,124
M4-FUNG-0500:E002,M4-FUNG-0500,E002,NCBITAXON:1873369,STR_46329233d47e,HknE heterologous/in-vitro system,S003,,125
M4-FUNG-0501:E001,M4-FUNG-0501,E001,NCBITAXON:77044,STR_feff43e3ef23,Aspergillus nidulans expressing S. araneosa sdn genes,S004,,124
M4-FUNG-0501:E002,M4-FUNG-0501,E002,NCBITAXON:77044,STR_39ef3c7d031f,Saccharomyces cerevisiae RC01,S004,,125
M4-FUNG-0502:E001,M4-FUNG-0502,E001,NCBITAXON:1859971,STR_e5f8aa17061c,P. roridum NRRL 2183,S003,,124
M4-FUNG-0502:E002,M4-FUNG-0502,E002,NCBITAXON:1859971,STR_ad8bd86a433b,P. roridum NRRL 2183 genome,S003,No genetic or heterologous validation.,125
M4-FUNG-0503:E001,M4-FUNG-0503,E001,NCBITAXON:284135,STR_3f528a7ca3fc,A. nidulans 1145 ΔEMΔST,S003,,124
M4-FUNG-0503:E002,M4-FUNG-0503,E002,NCBITAXON:284135,STR_9bdad64b8feb,purified PdxG/AdxG/EpiG SDR homologs,S003,Direct for SDR homologs; supports but does not directly assay SdxG.,125
M4-FUNG-0503:E003,M4-FUNG-0503,E003,NCBITAXON:284135,STR_3ffe559d44b8,chemical control,S003,Critical control establishing spontaneous late cyclization.,126
M4-FUNG-0504:E001,M4-FUNG-0504,E001,NCBITAXON:2784450,STR_109148bcc9e4,Xylaria sp. 218_066,S003,Culture details reported in defining study/full-text methods.,124
M4-FUNG-0504:E002,M4-FUNG-0504,E002,NCBITAXON:2784450,STR_efe0a95c0288,Xylaria sp. 218_066 genome,S003,Not a causal genetic or enzymatic validation experiment.,125
M4-FUNG-0505:E001,M4-FUNG-0505,E001,NCBITAXON:426428,STR_f8dc99c42b77,recombinant FfnC,S003,,124
