source_key,dossier_id,source_id,source_type_raw,year_raw,title_or_database_raw,doi_or_accession_raw,pmid_raw,url_raw,note,source_row
M4-FUNG-0451:S003,M4-FUNG-0451,S003,primary research,2020,Synthetic biology based construction of biological activity-related library of fungal decalin-containing diterpenoid pyrones,10.1038/s41467-020-15664-4,32286350,https://pubmed.ncbi.nlm.nih.gov/32286350/,Defining mechanistic reconstruction.,172
M4-FUNG-0451:S004,M4-FUNG-0451,S004,primary research,2019,Deleting a Chromatin Remodeling Gene Increases the Diversity of Secondary Metabolites Produced by Colletotrichum higginsianum,10.1021/acs.jnatprod.8b00796,30776231,https://pubmed.ncbi.nlm.nih.gov/30776231/,Native access/regulation study.,173
M4-FUNG-0451:S005,M4-FUNG-0451,S005,primary product/bioactivity literature,2015-2020,Higginsianins A/B and D/E isolation and cytotoxicity studies,10.1021/acs.jnatprod.5b00779; 10.1021/acs.jnatprod.9b01161,32191467,https://pubmed.ncbi.nlm.nih.gov/32191467/,Higginsianin E A431 IC50 1.0 µM from 2020 study.,174
M4-FUNG-0451:S006,M4-FUNG-0451,S006,primary research,2020,Inhibition of jasmonate-mediated plant defences by the fungal metabolite higginsianin B,10.1093/jxb/eraa061,32006004,https://pubmed.ncbi.nlm.nih.gov/32006004/,Host-target chemical-biology study.,175
M4-FUNG-0451:S007,M4-FUNG-0451,S007,taxonomy/curated protein database,current,UniProt/NCBI — Colletotrichum higginsianum IMI 349063 and dpch proteins,ncbitaxon:759273; dpch UniProt entries,NA,https://www.uniprot.org/taxonomy/80884,"Used for nomenclature/lineage, not as substitute for primary causal evidence.",176
M4-FUNG-0452:S001,M4-FUNG-0452,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0452,BGC0002438.2,NA,https://mibig.secondarymetabolites.org/repository/BGC0002438/,Read-only source.,170
M4-FUNG-0452:S002,M4-FUNG-0452,S002,authoritative database,current,MIBiG BGC0002438.2,BGC0002438.2,NA,https://mibig.secondarymetabolites.org/repository/BGC0002438.2/index.html,Active/SQ_A/completeness unknown.,171
M4-FUNG-0452:S003,M4-FUNG-0452,S003,preprint/genome study,2021,"Genome sequence of Pseudopithomyces chartarum, causal agent of facial eczema (pithomycotoxicosis) in ruminants, and identification of the putative sporidesmin toxin gene cluster",10.1101/2021.04.29.441555,NA,https://www.biorxiv.org/content/10.1101/2021.04.29.441555v1,Primary source explicitly calls locus putative; preprint status preserved.,172
M4-FUNG-0452:S004,M4-FUNG-0452,S004,taxonomy database,current,NCBI taxonomy — Pithomyces/Pseudopithomyces chartarum provenance,ncbitaxon:1892770,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1892770,Canonical taxon ID retained.,173
M4-FUNG-0452:S005,M4-FUNG-0452,S005,chemical database,current,PubChem — Sporidesmin A,CID 99596,NA,https://pubchem.ncbi.nlm.nih.gov/compound/99596,Product-level source only; not BGC causal evidence.,174
M4-FUNG-0453:S001,M4-FUNG-0453,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0453,BGC0002445.3,NA,https://mibig.secondarymetabolites.org/repository/BGC0002445/,Read-only source ledger.,173
M4-FUNG-0453:S002,M4-FUNG-0453,S002,authoritative database,current,MIBiG BGC0002445.3,BGC0002445.3,NA,https://mibig.secondarymetabolites.org/repository/BGC0002445.3/generated/index.html,Active; quality SQ_A; completeness unknown.,174
M4-FUNG-0453:S003,M4-FUNG-0453,S003,primary research,2020,Isolation of a gene cluster from Armillaria gallica for the synthesis of armillyl orsellinate-type sesquiterpenoids,10.1007/s00253-020-11006-y,33191459,https://pubmed.ncbi.nlm.nih.gov/33191459/,Defining mechanistic study; published online 2020.,175
M4-FUNG-0453:S004,M4-FUNG-0453,S004,taxonomy database,current,NCBI Taxonomy — Armillaria gallica,ncbitaxon:47427,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=47427,Authoritative taxonomy.,176
M4-FUNG-0453:S005,M4-FUNG-0453,S005,primary research,2011,"Cloning and characterization of an Armillaria gallica cDNA encoding protoilludene synthase, which catalyzes the first committed step in the synthesis of antimicrobial melleolides",10.1074/jbc.M110.165845,21148562,https://doi.org/10.1074/jbc.M110.165845,Foundational enzyme study integrated into later cluster paper.,177
M4-FUNG-0454:S001,M4-FUNG-0454,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0454,BGC0002459.2,NA,https://mibig.secondarymetabolites.org/repository/BGC0002459/,Read-only source ledger.,173
M4-FUNG-0454:S002,M4-FUNG-0454,S002,authoritative database,current,MIBiG BGC0002459,BGC0002459.2,NA,https://mibig.secondarymetabolites.org/repository/BGC0002459/,Quality SQ_A; completeness unknown.,174
M4-FUNG-0454:S003,M4-FUNG-0454,S003,primary research,2021,Genome-guided investigation of anti-inflammatory sesterterpenoids with 5-15 trans-fused ring system from phytopathogenic fungi,10.1007/s00253-021-11192-3,34155529,https://pubmed.ncbi.nlm.nih.gov/34155529/,Defining study.,175
M4-FUNG-0454:S004,M4-FUNG-0454,S004,taxonomy database,current,NCBI Taxonomy — Bipolaris sorokiniana,ncbitaxon:45130,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=45130,Pleosporaceae / Dothideomycetes.,176
M4-FUNG-0454:S005,M4-FUNG-0454,S005,primary research,2018,Total Biosynthesis of Antiangiogenic Agent (-)-Terpestacin by Artificial Reconstitution of the Biosynthetic Machinery in Aspergillus oryzae,10.1021/acs.joc.7b03220,29417814,https://pubmed.ncbi.nlm.nih.gov/29417814/,"Used as mechanistic provenance, not strain-specific direct evidence.",177
M4-FUNG-0454:S006,M4-FUNG-0454,S006,later strain provenance,2025,New sesquiterpenoids with anti-inflammatory effects from phytopathogenic fungus Bipolaris sorokiniana 11134,10.1007/s13659-025-00508-9,40343621,https://pubmed.ncbi.nlm.nih.gov/40343621/,Not used to back-project new BGC chemistry.,178
M4-FUNG-0455:S001,M4-FUNG-0455,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0455,BGC0002483.2,NA,https://mibig.secondarymetabolites.org/repository/BGC0002483/,Read-only source ledger.,173
M4-FUNG-0455:S002,M4-FUNG-0455,S002,authoritative database,current,MIBiG BGC0002483.2,BGC0002483.2,NA,https://mibig.secondarymetabolites.org/repository/BGC0002483/,Database status preserved separately from evidence tier.,174
M4-FUNG-0455:S003,M4-FUNG-0455,S003,primary research,2016,Putative identification of the usnic acid biosynthetic gene cluster by de novo whole-genome sequencing of a lichen-forming fungus,10.1016/j.funbio.2015.10.009,26895859,https://pubmed.ncbi.nlm.nih.gov/26895859/,Defining study; explicitly putative.,175
M4-FUNG-0455:S004,M4-FUNG-0455,S004,taxonomy database,current,NCBI Taxonomy — Cladonia uncialis subsp. uncialis,ncbitaxon:180999,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=180999,Authoritative taxonomy.,176
M4-FUNG-0455:S005,M4-FUNG-0455,S005,primary comparative research,2018,Identification of a putative polyketide synthase gene involved in usnic acid biosynthesis in the lichen Nephromopsis pallescens,10.1371/journal.pone.0199110,30020937,https://pubmed.ncbi.nlm.nih.gov/30020937/,Cross-species support only; not direct C. uncialis pathway evidence.,177
M4-FUNG-0455:S006,M4-FUNG-0455,S006,authoritative protein database,current,UniProtKB — MPAO_CLAUC,A0A0R8YXT5,NA,https://www.uniprot.org/uniprotkb/A0A0R8YXT5/entry,Not treated as independent causal evidence.,178
M4-FUNG-0456:S001,M4-FUNG-0456,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0456,BGC0002501.2,NA,https://mibig.secondarymetabolites.org/repository/BGC0002501/,Read-only source ledger.,173
M4-FUNG-0456:S002,M4-FUNG-0456,S002,authoritative database,current,MIBiG BGC0002501,BGC0002501,NA,https://mibig.secondarymetabolites.org/repository/BGC0002501.3/index.html,Current display is version 3; source ledger is version 2.,174
M4-FUNG-0456:S003,M4-FUNG-0456,S003,primary research,2020,"Fungal Epithiodiketopiperazines Carrying α,β-Polysulfide Bridges from Penicillium steckii YE, and Their Chemical Interconversion",10.1002/cbic.202000403,32816319,https://pubmed.ncbi.nlm.nih.gov/32816319/,Defining study.,175
M4-FUNG-0456:S004,M4-FUNG-0456,S004,taxonomy database,current,NCBI Taxonomy — Penicillium steckii,ncbitaxon:303698,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=303698,Authoritative taxonomy.,176
M4-FUNG-0456:S005,M4-FUNG-0456,S005,mechanistic background,prior,established gliotoxin/gliovirin ETP biosynthesis literature summarized in defining study,NR,NA,NR,Background only; not counted as direct P. steckii evidence.,177
M4-FUNG-0457:S001,M4-FUNG-0457,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0457,BGC0002502.2,NA,https://mibig.secondarymetabolites.org/repository/BGC0002502/,Read-only source ledger.,173
M4-FUNG-0457:S002,M4-FUNG-0457,S002,authoritative database,current,MIBiG BGC0002502.3,BGC0002502.3,NA,https://mibig.secondarymetabolites.org/repository/BGC0002502.3/index.html,Active/SQ_A/completeness unknown.,174
M4-FUNG-0457:S003,M4-FUNG-0457,S003,primary research,2019,A Natural Variation of Fumonisin Gene Cluster Associated with Fumonisin Production Difference in Fusarium fujikuroi,10.3390/toxins11040200,30987138,https://pubmed.ncbi.nlm.nih.gov/30987138/,Defining direct genetic study.,175
M4-FUNG-0457:S004,M4-FUNG-0457,S004,taxonomy database,current,NCBI Taxonomy — Fusarium fujikuroi,ncbitaxon:5127,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=5127,Authoritative taxonomy.,176
M4-FUNG-0457:S005,M4-FUNG-0457,S005,primary population context,2019,Genetic Differentiation Associated with Fumonisin and Gibberellin Production in Japanese Fusarium fujikuroi,10.1128/AEM.02414-18,30341078,https://pubmed.ncbi.nlm.nih.gov/30341078/,"Contextual, not used to replace direct G9/G1 causality.",177
M4-FUNG-0457:S006,M4-FUNG-0457,S006,homologous pathway literature,prior/current,established fumonisin biosynthetic-gene functions in Fusarium verticillioides and related species,NR,NA,NR,Not counted as strain-specific F. fujikuroi direct evidence.,178
M4-FUNG-0458:S001,M4-FUNG-0458,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0458,BGC0002505.3,NA,https://mibig.secondarymetabolites.org/repository/BGC0002505/,Read-only source.,170
M4-FUNG-0458:S002,M4-FUNG-0458,S002,authoritative database,current,MIBiG BGC0002505.3,BGC0002505.3,NA,https://mibig.secondarymetabolites.org/repository/BGC0002505.3/index.html,Active/SQ_A/completeness unknown.,171
M4-FUNG-0458:S003,M4-FUNG-0458,S003,primary research,2021,Tricarbocyclic core formation of tyrosine-decahydrofluorenes implies a three-enzyme cascade with XenF-mediated sigmatropic rearrangement as a prerequisite,10.1016/j.apsb.2021.03.034,34900544,https://pubmed.ncbi.nlm.nih.gov/34900544/,Defining pathway study.,172
M4-FUNG-0458:S004,M4-FUNG-0458,S004,taxonomy/provenance source,current,Xenoacremonium sinensis ML-31 primary-study taxonomy,MT876600,NA,https://pmc.ncbi.nlm.nih.gov/articles/PMC8642415/,Primary paper taxonomy retained because database label differs.,173
M4-FUNG-0458:S005,M4-FUNG-0458,S005,follow-up research,2022-2023,Xenoacremone analogue studies in X. sinensis ML-31 and A. nidulans,follow-up literature,NA,https://pmc.ncbi.nlm.nih.gov/articles/PMC9227518/,Used only for congener/context expansion.,174
M4-FUNG-0458:S005,M4-FUNG-0458,S005,follow-up primary research,2022,"Xenoacremones D-H, Bioactive Tyrosine-decahydrofluorene Analogues from the Plant-Derived Fungus Xenoacremonium sinensis",10.3390/md20060375,35736178,https://pubmed.ncbi.nlm.nih.gov/35736178/,Follow-up chemistry; not defining BGC causality.,177
M4-FUNG-0459:S001,M4-FUNG-0459,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0459,BGC0002507.3,32227858,https://mibig.secondarymetabolites.org/repository/BGC0002507/,Read-only source.,177
M4-FUNG-0459:S002,M4-FUNG-0459,S002,authoritative database,current,MIBiG BGC0002507,BGC0002507.3 / MN832834.1,32227858,https://mibig.secondarymetabolites.org/repository/BGC0002507.3/index.html,Active/SQ_A/completeness unknown.,178
M4-FUNG-0459:S003,M4-FUNG-0459,S003,primary research,2020,A Fasciclin Protein Is Essential for Laccase-Mediated Selective Phenol Coupling in Sporandol Biosynthesis,10.1021/acschembio.0c00025,32227858,https://pubmed.ncbi.nlm.nih.gov/32227858/,Defining mechanistic study.,179
M4-FUNG-0459:S004,M4-FUNG-0459,S004,taxonomy database,current,NCBI Taxonomy — Chrysosporium merdarium,ncbitaxon:108922,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=108922,Eurotiomycetes / Onygenales / Onygenaceae.,180
M4-FUNG-0459:S005,M4-FUNG-0459,S005,specialist fungal BGC database,current,FunBGCs sporandol entry,FBGC00580,NA,https://staffweb1.cityu.edu.hk/ymatsuda/funbgcs/funbgcs.html,Secondary database provenance.,181
M4-FUNG-0459:S006,M4-FUNG-0459,S006,mechanistic follow-up / biochemical context,2026,Biochemical and genetic foundations / naphthalene O-methyltransferase comparison including SpoM,NR,NA,NR,Used conservatively for methyltransferase step.,182
M4-FUNG-0460:S001,M4-FUNG-0460,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0460,BGC0002511.3,34065383,https://mibig.secondarymetabolites.org/repository/BGC0002511/,Read-only canonical atlas source.,173
M4-FUNG-0460:S002,M4-FUNG-0460,S002,authoritative database,current,MIBiG BGC0002511.3,BGC0002511.3 / KE598559.1,34065383,https://mibig.secondarymetabolites.org/repository/BGC0002511/,Current MIBiG metadata retained independently of primary-study evidence depth.,174
M4-FUNG-0460:S003,M4-FUNG-0460,S003,primary research,2021,"Transcriptome Analysis Identifies a Gene Cluster for the Biosynthesis of Biruloquinone, a Rare Phenanthraquinone, in a Lichen-Forming Fungus Cladonia macilenta",10.3390/jof7050398,34065383,https://pubmed.ncbi.nlm.nih.gov/34065383/,Defining pathway-association study.,175
M4-FUNG-0460:S004,M4-FUNG-0460,S004,taxonomy database,current,NCBI Taxonomy — Cladonia macilenta KoLRI003786,ncbitaxon:1353983,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1353983,Ascomycota; Lecanoromycetes; Lecanorales; Cladoniaceae.,176
M4-FUNG-0460:S005,M4-FUNG-0460,S005,primary natural-products / bioactivity study,2013,"Biruloquinone, an acetylcholinesterase inhibitor produced by lichen-forming fungus Cladonia macilenta",10.4014/jmb.1207.07016,23412057,https://pubmed.ncbi.nlm.nih.gov/23412057/,"Used only for compound-level chemistry/bioactivity, not BGC causality.",177
M4-FUNG-0460:S006,M4-FUNG-0460,S006,genome resource,2013,"Draft Genome Sequence of Cladonia macilenta KoLRI003786, a Lichen-Forming Fungus Producing Biruloquinone",10.1128/genomeA.00695-13,24009123,https://pubmed.ncbi.nlm.nih.gov/24009123/,Genome resource supporting strain context.,178
M4-FUNG-0461:S001,M4-FUNG-0461,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0461,BGC0002513.2,34436140,https://mibig.secondarymetabolites.org/repository/BGC0002513/,Read-only source workbook.,180
M4-FUNG-0461:S002,M4-FUNG-0461,S002,authoritative database,current,MIBiG BGC0002513,BGC0002513.2,34436140,https://mibig.secondarymetabolites.org/repository/BGC0002513/,Retired; SQ_A; completeness unknown.,181
M4-FUNG-0461:S003,M4-FUNG-0461,S003,primary research,2021,Production and Activity of Cristazarin in the Lichen-Forming Fungus Cladonia metacorallifera,10.3390/jof7080601,34436140,https://pubmed.ncbi.nlm.nih.gov/34436140/,Direct product evidence.,182
M4-FUNG-0461:S004,M4-FUNG-0461,S004,primary research,2023,Identification of a biosynthetic gene cluster for a red pigment cristazarin produced by a lichen-forming fungus Cladonia metacorallifera,10.3389/ffunb.2023.1170498,37352186,https://pubmed.ncbi.nlm.nih.gov/37352186/,Explicitly described as putative/likely.,183
M4-FUNG-0462:S001,M4-FUNG-0462,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0462,BGC0002515.2,26342019,https://mibig.secondarymetabolites.org/repository/BGC0002515/,Read-only source workbook.,180
M4-FUNG-0462:S002,M4-FUNG-0462,S002,authoritative database,current,MIBiG BGC0002515,BGC0002515.2,26342019,https://mibig.secondarymetabolites.org/repository/BGC0002515/,Active; SQ_A; completeness unknown.,181
M4-FUNG-0462:S003,M4-FUNG-0462,S003,primary research,2015,A Novel Type Pathway-Specific Regulator and Dynamic Genome Environments of a Solanapyrone Biosynthesis Gene Cluster in the Fungus Ascochyta rabiei,10.1128/EC.00084-15,26342019,https://pubmed.ncbi.nlm.nih.gov/26342019/,Defining native genetic evidence.,182
M4-FUNG-0462:S004,M4-FUNG-0462,S004,primary research,2015,Sol5 Diels-Alderase study in solanapyrone biosynthesis,10.1094/MPMI-08-14-0234-R,25372118,https://pubmed.ncbi.nlm.nih.gov/25372118/,Independent catalytic support.,183
M4-FUNG-0463:S001,M4-FUNG-0463,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0463,BGC0002516.3,31231336,https://mibig.secondarymetabolites.org/repository/BGC0002516/,Read-only source workbook.,180
M4-FUNG-0463:S002,M4-FUNG-0463,S002,authoritative database,current,MIBiG BGC0002516,BGC0002516.3,31231336,https://mibig.secondarymetabolites.org/repository/BGC0002516/,Retired; SQ_A; completeness unknown.,181
M4-FUNG-0463:S003,M4-FUNG-0463,S003,primary research,2019,Comparative Genomics and Transcriptomics During Sexual Development Gives Insight Into the Life History of the Cosmopolitan Fungus Fusarium neocosmosporiellum,10.3389/fmicb.2019.01247,31231336,https://pubmed.ncbi.nlm.nih.gov/31231336/,Defining experimental study.,182
M4-FUNG-0464:S001,M4-FUNG-0464,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0464,BGC0002519.2,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002519/,Read-only source workbook.,180
M4-FUNG-0464:S002,M4-FUNG-0464,S002,authoritative database,current,MIBiG BGC0002519,BGC0002519.2,32640519,https://mibig.secondarymetabolites.org/repository/BGC0002519/,Retired; SQ_A; completeness unknown.,181
M4-FUNG-0464:S003,M4-FUNG-0464,S003,primary research,2020,Genome-Inspired Chemical Exploration of Marine Fungus Aspergillus fumigatus MF071,10.3390/md18070352,32640519,https://pubmed.ncbi.nlm.nih.gov/32640519/,Defining study.,182
M4-FUNG-0465:S001,M4-FUNG-0465,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0465,BGC0002525.3,32139880,https://mibig.secondarymetabolites.org/repository/BGC0002525/,Read-only source workbook.,180
M4-FUNG-0465:S002,M4-FUNG-0465,S002,authoritative database,current,MIBiG BGC0002525,BGC0002525.3,32139880,https://mibig.secondarymetabolites.org/repository/BGC0002525/,Active; SQ_A; completeness unknown.,181
M4-FUNG-0465:S003,M4-FUNG-0465,S003,primary research,2020,Induction of secondary metabolite production by hygromycin B and identification of the 1233A biosynthetic gene cluster with a self-resistance gene,10.1038/s41429-020-0295-4,32139880,https://pubmed.ncbi.nlm.nih.gov/32139880/,Defining study.,182
M4-FUNG-0466:S001,M4-FUNG-0466,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0466,BGC0002537.2,32402203,https://mibig.secondarymetabolites.org/repository/BGC0002537/,Source DOI mismatch retained.,180
M4-FUNG-0466:S002,M4-FUNG-0466,S002,authoritative database,current,MIBiG BGC0002537,BGC0002537.2,32402203,https://mibig.secondarymetabolites.org/repository/BGC0002537/,Active; SQ_A; completeness unknown.,181
M4-FUNG-0466:S003,M4-FUNG-0466,S003,primary research,2020,Structural Diversification of Andiconin-Derived Natural Products by α-Ketoglutarate-Dependent Dioxygenases,10.1021/acs.orglett.0c01358,32402203,https://pubmed.ncbi.nlm.nih.gov/32402203/,Defining PMID-linked study.,182
M4-FUNG-0467:S001,M4-FUNG-0467,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0467,BGC0002538.3,32010075,https://mibig.secondarymetabolites.org/repository/BGC0002538/,Read-only source workbook.,180
M4-FUNG-0467:S002,M4-FUNG-0467,S002,authoritative database,current,MIBiG BGC0002538,BGC0002538.3,32010075,https://mibig.secondarymetabolites.org/repository/BGC0002538/,Active; SQ_A; completeness unknown.,181
M4-FUNG-0467:S003,M4-FUNG-0467,S003,primary research,2020,New Tetramic Acids Comprising of Decalin and Pyridones From Chaetomium olivaceum SD-80A With Antimicrobial Activity,10.3389/fmicb.2019.02958,32010075,https://pubmed.ncbi.nlm.nih.gov/32010075/,Defining study.,182
M4-FUNG-0468:S001,M4-FUNG-0468,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0468,BGC0002539.3,32849391,https://mibig.secondarymetabolites.org/repository/BGC0002539/,Read-only source workbook.,180
M4-FUNG-0468:S002,M4-FUNG-0468,S002,authoritative database,current,MIBiG BGC0002539,BGC0002539.3,32849391,https://mibig.secondarymetabolites.org/repository/BGC0002539/,Active; SQ_A; completeness unknown.,181
M4-FUNG-0468:S003,M4-FUNG-0468,S003,primary research,2020,Identification of the Antifungal Metabolite Chaetoglobosin P From Discosia rubi Using a Cryptococcus neoformans Inhibition Assay: Insights Into Mode of Action and Biosynthesis,10.3389/fmicb.2020.01766,32849391,https://pubmed.ncbi.nlm.nih.gov/32849391/,Defining study.,182
M4-FUNG-0469:S001,M4-FUNG-0469,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0469,BGC0002543.3,32239586,https://mibig.secondarymetabolites.org/repository/BGC0002543/,Read-only source workbook.,180
M4-FUNG-0469:S002,M4-FUNG-0469,S002,authoritative database,current,MIBiG BGC0002543,BGC0002543.3,32239586,https://mibig.secondarymetabolites.org/repository/BGC0002543/,Active; SQ_A; completeness unknown.,181
M4-FUNG-0469:S003,M4-FUNG-0469,S003,primary research,2020,Acrophiarin (antibiotic S31794/F-1) from Penicillium arenicola shares biosynthetic features with both Aspergillus- and Leotiomycete-type echinocandins,10.1111/1462-2920.15004,32239586,https://pubmed.ncbi.nlm.nih.gov/32239586/,Defining study.,182
M4-FUNG-0470:S001,M4-FUNG-0470,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0470,BGC0002546.3,31897521,https://mibig.secondarymetabolites.org/repository/BGC0002546/,Read-only source workbook.,180
M4-FUNG-0470:S002,M4-FUNG-0470,S002,authoritative database,current,MIBiG BGC0002546,BGC0002546.3,31897521,https://mibig.secondarymetabolites.org/repository/BGC0002546/,Active; SQ_A; completeness unknown.,181
M4-FUNG-0470:S003,M4-FUNG-0470,S003,primary research,2020,Chaetoglobosins and azaphilones from Chaetomium globosum associated with Apostichopus japonicus,10.1007/s00253-019-10308-0,31897521,https://pubmed.ncbi.nlm.nih.gov/31897521/,Defining study.,182
M4-FUNG-0471:S001,M4-FUNG-0471,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0471,BGC0002549.2,34154413,https://mibig.secondarymetabolites.org/repository/BGC0002549/,Read-only source workbook.,173
M4-FUNG-0471:S002,M4-FUNG-0471,S002,authoritative database,current,MIBiG BGC0002549,BGC0002549.2 / JAEUBB010000008.1,34154413,https://mibig.secondarymetabolites.org/repository/BGC0002549/,Retired; missing gene annotations; SQ_A/completeness unknown.,174
M4-FUNG-0471:S003,M4-FUNG-0471,S003,primary research,2021,"Linking a Gene Cluster to Atranorin, a Major Cortical Substance of Lichens, through Genetic Dereplication and Heterologous Expression",10.1128/mBio.01111-21,34154413,https://pubmed.ncbi.nlm.nih.gov/34154413/,Used to correct evidence scope.,175
M4-FUNG-0472:S001,M4-FUNG-0472,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0472,BGC0002555.3,33617244,https://mibig.secondarymetabolites.org/repository/BGC0002555/,Read-only source workbook.,173
M4-FUNG-0472:S002,M4-FUNG-0472,S002,authoritative database,current,MIBiG BGC0002555,BGC0002555.3 / MT050462.1,33617244,https://mibig.secondarymetabolites.org/repository/BGC0002555/,Active; SQ_A; completeness unknown.,174
M4-FUNG-0472:S003,M4-FUNG-0472,S003,primary research,2021,"Emerimicins V-X, 15-Residue Peptaibols Discovered from an Acremonium sp. through Integrated Genomic and Chemical Approaches",10.1021/acs.jnatprod.0c01186,33617244,https://pubmed.ncbi.nlm.nih.gov/33617244/,Defining study.,175
M4-FUNG-0473:S001,M4-FUNG-0473,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0473,BGC0002557.2,30908782,https://mibig.secondarymetabolites.org/repository/BGC0002557/,Read-only source workbook.,173
M4-FUNG-0473:S002,M4-FUNG-0473,S002,authoritative database,current,MIBiG BGC0002557,BGC0002557.2 / MK692947.1,30908782,https://mibig.secondarymetabolites.org/repository/BGC0002557/,Active; SQ_A; completeness unknown.,174
M4-FUNG-0473:S003,M4-FUNG-0473,S003,primary research,2019,Unprecedented [5.5.5.6]Dioxafenestrane Ring Construction in Fungal Insecticidal Sesquiterpene Biosynthesis,10.1002/anie.201813722,30908782,https://pubmed.ncbi.nlm.nih.gov/30908782/,Defining biosynthesis study.,175
M4-FUNG-0473:S004,M4-FUNG-0473,S004,primary research,2006,Penifulvin A: a sesquiterpenoid-derived metabolite from Penicillium griseofulvum,10.1021/ol060107c,16524309,https://pubmed.ncbi.nlm.nih.gov/16524309/,Producer provenance.,176
M4-FUNG-0474:S001,M4-FUNG-0474,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0474,BGC0002592.2,24009710,https://mibig.secondarymetabolites.org/repository/BGC0002592/,Read-only source workbook.,173
M4-FUNG-0474:S002,M4-FUNG-0474,S002,authoritative database,current,MIBiG BGC0002592,BGC0002592.2 / CH476605.1,24009710,https://mibig.secondarymetabolites.org/repository/BGC0002592/,Active; SQ_A; completeness unknown.,174
M4-FUNG-0474:S003,M4-FUNG-0474,S003,primary research,2013,Heterologous reconstitution of the intact geodin gene cluster in Aspergillus nidulans through a simple and versatile PCR based approach,10.1371/journal.pone.0072871,24009710,https://pubmed.ncbi.nlm.nih.gov/24009710/,Defining study.,175
M4-FUNG-0475:S001,M4-FUNG-0475,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — M4-FUNG-0475,BGC0002593.2,34430202,https://mibig.secondarymetabolites.org/repository/BGC0002593/,Read-only source workbook.,173
M4-FUNG-0475:S002,M4-FUNG-0475,S002,authoritative database,current,MIBiG BGC0002593,BGC0002593.2 / NKYQ01000004.1,34430202,https://mibig.secondarymetabolites.org/repository/BGC0002593/,Retired; SQ_A; completeness unknown.,174
