claim_key,dossier_id,claim_id,claim_text,evidence_type_raw,direct_or_inferred_raw,supporting_detail_raw,caveat_raw,source_ids,source_row
M4-FUNG-0521:C005,M4-FUNG-0521,C005,The canonical MIBiG locus and broader generated antiSMASH region must be kept distinct.,database boundary comparison,direct provenance,,,S001; S004,147
M4-FUNG-0522:C001,M4-FUNG-0522,C001,DbaI is the pathway-entry non-reducing PKS that supplies DHMBA.,native deletion + metabolite attribution,direct,ΔdbaI removes DHMBA and all five named downstream products.,MIBiG boundary/coordinate annotation is less complete than the functional attribution.,S003; S004,143
M4-FUNG-0522:C002,M4-FUNG-0522,C002,DbaA is the specific positive transcriptional regulator required for chemically induced activation of the dba/troA programme.,native genetics + qRT-PCR + activation study,direct,ΔdbaA blocks induction across the adjacent troA module and dba genes; overexpression activates cluster chemistry.,The upstream sensing mechanism for the bacterial glycopeptide signal remains unresolved.,S003; S004,144
M4-FUNG-0522:C003,M4-FUNG-0522,C003,TroA is required for the tropolone branch but not for azanidulone or tripyrnidone formation.,native knockout metabolomics,direct,ΔtroA abolishes anhydrosepedonin and antibiotic C while non-tropolone products remain.,Detailed oxidative ring-expansion mechanism is pathway-supported rather than isolated-enzyme proof in this strain.,S004,145
M4-FUNG-0522:C004,M4-FUNG-0522,C004,DbaB acts downstream of anhydrosepedonin in antibiotic-C formation.,native knockout / intermediate accumulation,direct/context,ΔdbaB accumulates anhydrosepedonin and loses antibiotic C; DbaB is also required for tripyrnidone.,The native genetics establish pathway position more directly than isolated catalytic chemistry.,S004,146
M4-FUNG-0522:C005,M4-FUNG-0522,C005,The dba/troA programme can be activated by a bacterial competitor through a defined glycopeptide-antibiotic signal.,co-culture + purified-signal comparison + transcription/metabolite profiling,direct,S. mobaraensis confrontation and the corresponding purified chemical class induce the fungal programme; comparator Streptomyces do not show the same effect.,"This demonstrates signal sufficiency, not the identity of the fungal receptor/sensor.",S004,147
M4-FUNG-0522:C006,M4-FUNG-0522,C006,Iron-chelation and antibacterial phenotypes support a microbial-competition role for induced dba products.,extract-level bioassays,direct/context,"Reference versus ΔdbaI extracts diverge strongly in iron-limited indicator assays, and purified tropolone products show antibacterial activity.",Extract-level ecological evidence does not uniquely assign every phenotype to one individual congener.,S004,148
M4-FUNG-0523:C001,M4-FUNG-0523,C001,The brv locus is sufficient for heterologous reconstruction of brevione E biosynthesis.,combinatorial heterologous reconstruction,direct,Sequential gene combinations generated pathway intermediates and final product.,Native regulation/ecology is not established by the heterologous system.,S003,143
M4-FUNG-0523:C002,M4-FUNG-0523,C002,BrvJ catalyzes the skeletal rearrangement responsible for the cycloheptenone-containing brevione branch.,in-vitro enzymology + reconstruction,direct,Purified-enzyme reactions directly resolve the key branch-point chemistry.,Other late tailoring enzymes have less isolated biochemical support.,S003,144
M4-FUNG-0523:C003,M4-FUNG-0523,C003,The accepted brevione E structure contains a substituted tetrahydrofuran rather than the historically proposed oxepane.,structural reanalysis,direct,NMR-based reexamination during pathway work revised the ring assignment.,Historical oxepane model retained only as provenance.,S003,145
M4-FUNG-0523:C004,M4-FUNG-0523,C004,Closely related Fe/2OG dioxygenases can have different outcomes on the same pathway substrate.,comparative enzymology/mutagenesis,direct,BrvJ rearranges while SetK preferentially hydroxylates; selectivity residues were interrogated.,Do not transfer BrvJ function to homologs without direct evidence.,S003,146
M4-FUNG-0523:C005,M4-FUNG-0523,C005,MIBiG's source-category SQ_A label should not be interpreted as weak pathway causality.,database-versus-primary-evidence comparison,inference,Primary heterologous and biochemical evidence is strong despite database quality flag.,Quality flag remains preserved as database provenance.,S001; S003,147
M4-FUNG-0524:C001,M4-FUNG-0524,C001,ctc1-ctc4 are sufficient to generate the principal colletochlorin/colletorin pathway family in S. cerevisiae.,heterologous reconstruction,direct,Restored CTC4 expression yields OA plus chlorinated and nonchlorinated prenylated products.,Not every MIBiG-listed native congener was necessarily an endpoint of the reconstruction.,S003,143
M4-FUNG-0524:C002,M4-FUNG-0524,C002,CTC1 directly produces orsellinic acid as the first pathway intermediate.,heterologous expression + standard comparison,direct,OA appears in the initial construct even when CTC4 protein is undetectable.,Collective construct still contains other ctc genes.,S003,144
M4-FUNG-0524:C003,M4-FUNG-0524,C003,CTC4 protein abundance is a limiting execution gate for downstream pathway production in the yeast system.,immunoblot + rescue by additional expression,direct,Initial polycistron lacks detectable CTC4 and stops at OA; extra CTC4 restores downstream metabolites.,"This is a heterologous-host execution bottleneck, not necessarily native regulation.",S003,145
M4-FUNG-0524:C004,M4-FUNG-0524,C004,Native ΔcclA activation reveals the product family but does not by itself identify the ctc locus.,chromatin perturbation + metabolomics,direct/context,ΔcclA increases metabolite diversity and exposes colletorin/colletochlorin derivatives.,Gene-to-product causality comes from 2023 yeast reconstruction.,S004,146
M4-FUNG-0524:C005,M4-FUNG-0524,C005,MIBiG's broad 50.9-kb display and narrower 15.7-kb locus represent different boundary provenances.,database boundary comparison,direct provenance,Locus field 389265-404974 corresponds to the four ctc genes; visual region is broader.,Use the narrower experimental locus for functional programme.,S001,147
M4-FUNG-0525:C001,M4-FUNG-0525,C001,The A. fumigatus Af293 spy BGC is causally linked to sartorypyrone-family biosynthesis by heterologous reconstruction and targeted-gene deletions.,heterologous reconstruction + deletion series,direct,Compounds 1–4 appear specifically in refactored strains and gene deletions localize pathway steps.,Native Af293 activation is not demonstrated.,S003,143
M4-FUNG-0525:C002,M4-FUNG-0525,C002,SpyA is the initiating NR-PKS and produces triacetic acid lactone.,single-gene expression + deletion phenotype,direct,SpyA expression yields TAL; spyA deletion causes >100-fold loss of products 3/4.,Small residual 3/4 formation in A. nidulans remains unexplained.,S003,144
M4-FUNG-0525:C003,M4-FUNG-0525,C003,SpyB performs the terminal acetylation converting sartorypyrones D/F to A/G.,metabolite-resolved gene deletion,direct,spyB deletion abolishes acetylated endpoints and increases unacetylated precursors >100-fold.,Function depends on the experimentally corrected downstream translation start site.,S003,145
M4-FUNG-0525:C004,M4-FUNG-0525,C004,"SpyC, SpyD and SpyE resolve epoxidation, terpene cyclization and GGPP-supply steps, respectively.",metabolite-resolved deletion series,direct,Distinct stable intermediates/shunts accumulate in each deletant; reviewed SpyD annotation is concordant.,Some mechanistic details remain inferred from metabolite relationships rather than purified enzymes.,S003; S006,146
M4-FUNG-0525:C005,M4-FUNG-0525,C005,The spy pathway was cryptic in native A. fumigatus context and required heterologous access in the defining study.,experimental-access context,direct/contextual,Study describes a previously unknown A. fumigatus BGC and reveals products through A. nidulans expression.,This does not prove the cluster is never expressed in native environments.,S003,147
M4-FUNG-0525:C006,M4-FUNG-0525,C006,"The retired MIBiG interval/gene-count representation should be preserved as provenance, while the six-gene spyA-spyF set is the experimentally resolved functional programme.",database-versus-functional-boundary audit,inference,"Canonical source: 45.6-kb interval, gene_count 3; primary study: six-gene functional pathway with additional neighboring genes experimentally excluded.",Do not rewrite canonical MIBiG provenance to mimic the functional core.,S001; S002; S003,148
M4-FUNG-0526:C001,M4-FUNG-0526,C001,"Ma_OvaA, Ma_OvaB and Ma_OvaC are sufficient in A. nidulans to produce olivetolic acid and three alkyl-chain analogs.",heterologous reconstruction,direct,,,S003,144
M4-FUNG-0526:C002,M4-FUNG-0526,C002,"Ma_OvaA supplies a mixture of acyl starter units, Ma_OvaB performs extension and resorcylic cyclization, and Ma_OvaC releases the products by thioester hydrolysis.",combinatorial pathway reconstruction,direct/inferred mechanistic,,,S003,145
M4-FUNG-0526:C003,M4-FUNG-0526,C003,The broad six-gene MIBiG interval should not be treated as experimentally required in full because the defining biosynthetic platform is the three-enzyme Ova module.,database-versus-functional boundary audit,inference,,,S001; S002; S003,146
M4-FUNG-0526:C004,M4-FUNG-0526,C004,"The organism-name difference Metarhizium anisopliae ARSEF23 versus M. robertsii ARSEF23 is a taxonomic nomenclature update, not evidence for different experimental strains.",taxonomy provenance,inference,,,S002; S003,147
M4-FUNG-0527:C001,M4-FUNG-0527,C001,"DrcA synthesizes CJ-20,557, a heterodimeric depside.",heterologous expression,direct,,,S003,144
M4-FUNG-0527:C002,M4-FUNG-0527,C002,The starter-unit acyltransferase domain of DrcA catalyzes depside-bond formation.,domain biochemistry,direct,,,S003,145
M4-FUNG-0527:C003,M4-FUNG-0527,C003,"DrcB converts CJ-20,557 to duricamidepside.",two-gene heterologous reconstruction,direct,,,S003,146
M4-FUNG-0528:C001,M4-FUNG-0528,C001,The ltb cluster is causally responsible for luteodienoside A biosynthesis.,whole-cluster heterologous reconstruction,direct,,,S003,144
M4-FUNG-0528:C002,M4-FUNG-0528,C002,LtbA alone forms luteodiene A; LtbA and LtbB are minimally sufficient for luteodienoside A production in A. nidulans.,gene-combination reconstruction,direct,,,S003,145
M4-FUNG-0528:C003,M4-FUNG-0528,C003,The C-terminal cAT domain of LtbA is required for glucinol-dependent offloading of luteodienoside A in vivo.,domain truncation + feeding,direct/inferred substrate identity,,,S003,146
M4-FUNG-0528:C004,M4-FUNG-0528,C004,LtbC and LtbD are not essential for luteodienoside A production under the tested heterologous conditions.,gene-combination negative evidence,direct,,,S003,147
M4-FUNG-0528:C005,M4-FUNG-0528,C005,The exact enzymatic conversion catalyzed by LtbB remains incompletely demonstrated because the direct cell-free glycosylation assay was negative.,failed biochemical assay + genetic requirement,inference synthesis,,,S003,148
M4-FUNG-0529:C001,M4-FUNG-0529,C001,"Heterologous expression of PbpsA in A. oryzae produces a new 3,6-dialkyl-α-pyrone.",heterologous expression,direct,,,S003,144
M4-FUNG-0529:C002,M4-FUNG-0529,C002,The authors propose that the PKS portion of PbpsA may be sufficient for pyrone formation; the NRPS contribution is unresolved.,mechanistic inference,inferred,,,S003,145
M4-FUNG-0529:C003,M4-FUNG-0529,C003,The 3-ethyl substitution may be introduced by an endogenous A. oryzae enzyme rather than by PbpsA.,host-effect hypothesis,inferred,,,S003,146
M4-FUNG-0529:C004,M4-FUNG-0529,C004,The broad four-gene MIBiG locus is not fully reconstructed in the defining study.,boundary audit,inference,,,S001; S003,147
M4-FUNG-0530:C001,M4-FUNG-0530,C001,The EST1 indole-diterpene core is causally linked to emindole SA biosynthesis.,heterologous complementation,direct,,,S003,144
M4-FUNG-0530:C002,M4-FUNG-0530,C002,EstB1 is the pathway cyclase that generates the emindole SA architecture.,functional complementation,direct,,,S003,145
M4-FUNG-0530:C003,M4-FUNG-0530,C003,Historical emindole SA isolation is chemistry provenance and does not replace the 2023 pathway-causality evidence.,source-role audit,inference,,,S003; S004,146
M4-FUNG-0531:C001,M4-FUNG-0531,C001,The MollA-MollF cluster is sufficient for mollicellin Z/Z1 biosynthesis in A. nidulans.,whole-cluster reconstruction,direct,,,S003,144
M4-FUNG-0531:C002,M4-FUNG-0531,C002,MollD is a bifunctional P450 involved in depsidone ether formation and C-3 methyl hydroxylation.,gene-resolved pathway reconstruction,direct,,,S003,145
M4-FUNG-0531:C003,M4-FUNG-0531,C003,MollC performs decarboxylation and MollF performs aromatic dimethylallyl prenylation.,gene-resolved reconstruction,direct,,,S003,146
M4-FUNG-0531:C004,M4-FUNG-0531,C004,MollE's exact pathway role remains unresolved and is not assigned.,evidence-gap audit,inference,,,S003,147
M4-FUNG-0532:C001,M4-FUNG-0532,C001,Deletion of sclA abolishes orange pigmentation and the seven sclerotiorin-like metabolites.,native targeted knockout,direct,,,S003,144
M4-FUNG-0532:C002,M4-FUNG-0532,C002,"Deletion of sclI likewise abolishes the sclerotiorin-like metabolite family, establishing dual-PKS pathway dependence.",native targeted knockout,direct,,,S003,145
M4-FUNG-0532:C003,M4-FUNG-0532,C003,Detailed downstream tailoring assignments in the scl cluster are largely proposed from homology to characterized azaphilone pathways.,homology-based pathway proposal,inferred,,,S003,146
M4-FUNG-0533:C001,M4-FUNG-0533,C001,"Clz14, Clz17 and Clz11 form a minimal heterologous module capable of producing L-731.120 from host benzoyl-CoA.",minimal heterologous reconstruction,direct,,,S003,144
M4-FUNG-0533:C002,M4-FUNG-0533,C002,Clz14 and Clz17 are required for the reconstructed tricarboxylic core pathway.,gene-omission experiments,direct,,,S003,145
M4-FUNG-0533:C003,M4-FUNG-0533,C003,"Zaragozic acid A and L-731.120 occur in the native C. lunata strain, linking the reconstructed early module to the native pathway.",native metabolite detection + reconstruction,direct/inferred linkage,,,S003,146
M4-FUNG-0533:C004,M4-FUNG-0533,C004,Late oxidative conversion from reconstructed intermediates to zaragozic acid A was not fully reconstituted in the defining study.,evidence-gap audit,inference,,,S003,147
M4-FUNG-0534:C001,M4-FUNG-0534,C001,"Cristazarin production is strongly carbon-source dependent, with fructose/glucose supporting the productive programme.",native metabolite condition comparison,direct,,,S003,145
M4-FUNG-0534:C002,M4-FUNG-0534,C002,"crz1-crz9, centered on the NR-PKS crz7/PKS22, are coexpressed under cristazarin-producing conditions and form the leading candidate BGC.",RNA-seq coexpression + phylogeny,correlative,,,S003,146
M4-FUNG-0534:C003,M4-FUNG-0534,C003,The proposed crz biosynthetic route is not causally validated by pathway-specific knockout or heterologous reconstruction.,evidence-gap audit,inference,,,S003,147
M4-FUNG-0535:C001,M4-FUNG-0535,C001,DesB with the indole-diterpene core generates emindole DA and DB in a PAX-null heterologous system.,heterologous core reconstruction,direct,,,S003,144
M4-FUNG-0535:C002,M4-FUNG-0535,C002,DesB is a stereodivergent Markovnikov-like cyclase whose control differs from EstB1.,comparative functional reconstruction,direct,,,S003,145
M4-FUNG-0535:C003,M4-FUNG-0535,C003,DesM functionally complements the corresponding paxilline-pathway methyltransferase function.,functional complementation,direct,,,S003,146
M4-FUNG-0535:C004,M4-FUNG-0535,C004,The fifth ORF in the canonical DES locus is not functionally assigned.,evidence-gap audit,inference,,,S001; S003,147
M4-FUNG-0536:C001,M4-FUNG-0536,C001,Heterologous expression of the cryptic C. militaris HR-PKS/trans-ER/P450 module in A. nidulans produces cordypyrone A and B.,heterologous reconstruction,direct,,,S003,143
M4-FUNG-0536:C002,M4-FUNG-0536,C002,Cordypyrone A and B were structurally assigned by 1D and 2D NMR.,NMR structure elucidation,direct,,,S002; S003,144
M4-FUNG-0536:C003,M4-FUNG-0536,C003,The products showed only modest antibacterial activity in the organisms tested in the defining study.,bioactivity assay,direct,,,S003,145
M4-FUNG-0536:C004,M4-FUNG-0536,C004,The broad current MIBiG display should not be interpreted as evidence that every neighboring ORF is required for cordypyrone biosynthesis.,database-versus-functional boundary audit,inference,,,S002; S003,146
M4-FUNG-0537:C001,M4-FUNG-0537,C001,PKS21 is strongly upregulated in the biruloquinone-producing LFF variant.,whole-transcriptome chemotype comparison,correlative,,,S003,143
M4-FUNG-0537:C002,M4-FUNG-0537,C002,Six neighboring genes including PKS21 are coexpressed and delimit the proposed biruloquinone cluster.,coexpression + synteny,correlative,,,S003,144
M4-FUNG-0537:C003,M4-FUNG-0537,C003,No pathway-specific knockout or heterologous reconstruction establishes causal PKS21-to-biruloquinone attribution.,evidence-gap audit,inference,,,S003,145
M4-FUNG-0538:C001,M4-FUNG-0538,C001,sidC with sidA/sidL is sufficient to produce ferricrocin in heterologous yeast.,heterologous reconstruction,direct,,,S003,143
M4-FUNG-0538:C002,M4-FUNG-0538,C002,"Purified SidC directly synthesizes ferricrocin from L-AHO, Gly and L-Ser and ferrichrome without L-Ser.",purified-enzyme reconstitution,direct,,,S003,144
M4-FUNG-0538:C003,M4-FUNG-0538,C003,SidC A3 performs intermodular L-AHO loading and A2 can catalyze noncanonical Gly ligation.,intact-protein MS/domain biochemistry,direct,,,S003,145
M4-FUNG-0538:C004,M4-FUNG-0538,C004,SidC C3 acts as a chain-length gatekeeper favoring tripeptide intermediates.,domain biochemistry,direct,,,S003,146
M4-FUNG-0539:C001,M4-FUNG-0539,C001,C. graminicola cluster 38 is identical in gene content/order to a RADS cluster and native C. graminicola produces radicicol/monocillins.,comparative genomics + native metabolite occurrence,direct/inferred linkage,,,S003,143
M4-FUNG-0539:C002,M4-FUNG-0539,C002,"Direct knockout evidence for radicicol biosynthetic genes cited in the record comes from another fungus, not C. graminicola.",cross-species provenance audit,inference,,,S003; S004,144
M4-FUNG-0539:C003,M4-FUNG-0539,C003,Native C. graminicola BGC-to-product causality therefore remains untested by pathway-specific genetics.,evidence-gap audit,inference,,,S003,145
M4-FUNG-0540:C001,M4-FUNG-0540,C001,The atn cluster is causally linked to arthripenoid biosynthesis by gene inactivation and heterologous/biochemical experiments.,native genetics + reconstruction,direct,,,S003,143
M4-FUNG-0540:C002,M4-FUNG-0540,C002,"AtnH/AtnG form the polyketide core, followed by AtnJ oxidative decarboxylation and AtnF farnesylation.",gene-resolved reconstruction/biochemistry,direct,,,S003,144
M4-FUNG-0540:C003,M4-FUNG-0540,C003,AtnK and AtnA sequentially epoxidize the farnesyl chain and AtnI catalyzes tricyclic ring formation.,biochemical pathway dissection,direct,,,S003,145
M4-FUNG-0540:C004,M4-FUNG-0540,C004,Arthripenoid C is partly downstream of a chemically labile arthripenoid-B-derived intermediate; not every terminal congener requires a dedicated enzyme.,pathway/chemical-diversification analysis,direct/inferred,,,S003,146
M4-FUNG-0540:C005,M4-FUNG-0540,C005,The retired/SQ_A MIBiG status does not negate the strong experimental pathway evidence.,database-versus-function audit,inference,,,S001; S003,147
M4-FUNG-0541:C001,M4-FUNG-0541,C001,Full-length fum clusters occur in fumonisin-producing A. welwitschiae isolates.,comparative genomics + metabolite phenotype,direct association,,,S003,143
M4-FUNG-0541:C002,M4-FUNG-0541,C002,Some nonproducing A. welwitschiae isolates carry partial deletions of the fum cluster.,comparative genomics,direct,,,S003,144
M4-FUNG-0541:C003,M4-FUNG-0541,C003,Cluster integrity alone is not universally sufficient to predict fumonisin production across black aspergilli.,genotype-phenotype comparison,direct,,,S003,145
M4-FUNG-0541:C004,M4-FUNG-0541,C004,The study does not perform A. welwitschiae pathway-specific knockout or heterologous reconstruction.,evidence-gap audit,inference,,,S003,146
M4-FUNG-0542:C001,M4-FUNG-0542,C001,The anc cluster was identified and antrocin biosynthesis was characterized by heterologous expression.,heterologous pathway reconstruction,direct,,,S003,143
M4-FUNG-0542:C002,M4-FUNG-0542,C002,AncC is a dual-functional HAD-like terpene cyclase that converts FPP to (+)-albicanol via an albicanyl-pyrophosphate intermediate.,purified-enzyme kinetics/mutagenesis,direct,,,S003,144
M4-FUNG-0542:C003,M4-FUNG-0542,C003,AncA instead converts FPP to (R)-trans-gamma-monocyclofarnesol.,purified-enzyme assay,direct,,,S003,145
M4-FUNG-0542:C004,M4-FUNG-0542,C004,AncA Y283/F375 act as gatekeepers controlling cyclofarnesoid versus drimane-type scaffold formation.,site-directed mutagenesis,direct,,,S003,146
M4-FUNG-0542:C005,M4-FUNG-0542,C005,Retired MIBiG status is database provenance and does not reduce confidence in the direct enzyme/pathway evidence.,database-versus-function audit,inference,,,S001; S003,147
M4-FUNG-0543:C001,M4-FUNG-0543,C001,Heterologous expression of fnsA in A. nidulans and S. cerevisiae establishes FnsA as a fungal naringenin synthetase.,single-gene heterologous expression,direct,,,S003,143
M4-FUNG-0543:C002,M4-FUNG-0543,C002,Isotope feeding shows FnsA can use p-coumaric acid or p-hydroxybenzoic acid as starter units.,isotope-labelled precursor feeding,direct,,,S003,144
M4-FUNG-0543:C003,M4-FUNG-0543,C003,In-vitro assays show the FnsA adenylation domain activates both aromatic-acid starter units.,enzymatic assay + MS/MS,direct,,,S003,145
M4-FUNG-0543:C004,M4-FUNG-0543,C004,FnsA condenses p-coumaric acid with three malonyl-CoA units to naringenin; p-hydroxybenzoic acid uses four extensions to naringenin chalcone.,feeding + biochemical mechanistic analysis,direct/inferred mechanistic,,,S003,146
M4-FUNG-0543:C005,M4-FUNG-0543,C005,Engineered isorhamnetin/acacetin production is downstream synthetic-biology context and not a native P. fici BGC endpoint.,provenance boundary,inference,,,S003,147
M4-FUNG-0544:C001,M4-FUNG-0544,C001,"AstE, AstA and AstG sequentially form 5-methylorsellinic acid, DHMP and 5'-farnesyl-DHMP in A. oryzae.",heterologous gene-combination reconstruction,direct,,,S003,143
M4-FUNG-0544:C002,M4-FUNG-0544,C002,AstF epoxidizes the farnesyl chain and AstH cyclizes the meroterpenoid scaffold.,heterologous reconstruction,direct/inferred product mapping,,,S003,144
M4-FUNG-0544:C003,M4-FUNG-0544,C003,AstI hydroxylates 13-deacetoxyaustalide I to 13-O-deacetylaustalide I.,purified-enzyme assay,direct,,,S003,145
M4-FUNG-0544:C004,M4-FUNG-0544,C004,AstB hydroxylation generates the hemiacetal-forming precursor and AstL SAM-dependent methylation constructs the orthoester of austalide B.,purified-enzyme assays,direct,,,S003,146
M4-FUNG-0544:C005,M4-FUNG-0544,C005,AstK hydroxylates austalide B to austalide F.,purified-enzyme assay,direct,,,S003,147
M4-FUNG-0544:C006,M4-FUNG-0544,C006,The proposed AstC Baeyer-Villiger oxidation was not successfully demonstrated in the heterologous system.,negative/ambiguous assay,inference synthesis,,,S003,148
M4-FUNG-0544:C007,M4-FUNG-0544,C007,Database austalide T/U nomenclature is normalized separately from the underlying enzymatic evidence.,database nomenclature audit,inference,,,S001; S002; S003,149
M4-FUNG-0545:C001,M4-FUNG-0545,C001,"Expression of sesE, sesM and sesB in IDT-deficient P. paxilli produces prelecanindole.",three-gene heterologous reconstruction,direct,,,S003,143
M4-FUNG-0545:C002,M4-FUNG-0545,C002,"sesE, sesM and sesB encode the core indole-prenyltransferase, FAD monooxygenase and terpene-cyclase functions required for IST formation.",gene-combination reconstruction + homology,direct/inferred reaction identity,,,S003,144
M4-FUNG-0545:C003,M4-FUNG-0545,C003,SES-cluster enzymes can modify indole-diterpene substrates produced by the discrete TER cluster.,cross-cluster heterologous reconstruction,direct,,,S003,145
M4-FUNG-0545:C004,M4-FUNG-0545,C004,The canonical product set therefore includes molecules whose biosynthesis is not self-contained within the SES locus alone.,pathway-boundary audit,inference,,,S003,146
M4-FUNG-0545:C005,M4-FUNG-0545,C005,Current canonical organism naming differs from the defining paper's Tolypocladium album nomenclature.,taxonomy provenance,inference,,,S001; S003,147
M4-FUNG-0545:C006,M4-FUNG-0545,C006,Retired MIBiG status is kept separate from the strong heterologous pathway evidence.,database-versus-function audit,inference,,,S001; S003,148
M4-FUNG-0546:C001,M4-FUNG-0546,C001,Comparative long-read genomics identifies a PKS16-centered locus as the most likely gyrophoric-acid cluster across nine producing Umbilicaria species.,PKS phylogeny + synteny + BGC comparison,inferred,,,S003,143
M4-FUNG-0546:C002,M4-FUNG-0546,C002,"Only three genes are conserved across the candidate GA clusters, including the PKS gene.",comparative genomics,direct genomic observation,,,S003,144
M4-FUNG-0546:C003,M4-FUNG-0546,C003,"The same candidate cluster family may underlie gyrophoric, umbilicaric and hiascic acid diversity.",comparative metabolite/cluster association,inferred,,,S003,145
M4-FUNG-0546:C004,M4-FUNG-0546,C004,"No PKS16 knockout, heterologous reconstruction or purified-enzyme assay establishes direct gyrophoric-acid synthesis.",evidence-gap audit,inference,,,S003,146
M4-FUNG-0546:C005,M4-FUNG-0546,C005,The study itself describes the locus as a candidate/most-likely cluster rather than experimentally validated causality.,source-language audit,direct source interpretation,,,S003,147
M4-FUNG-0546:C006,M4-FUNG-0546,C006,MIBiG high/complete/retired status must therefore be separated from experimental validation depth.,database-versus-evidence audit,inference,,,S001; S002; S003,148
M4-FUNG-0557:C001,M4-FUNG-0557,C001,"Deletion of PDE_01235/OpdA eliminates oxopyrrolidines A and B, establishing the opd cluster as causal.",native knockout + metabolite loss,direct,,,S003,143
M4-FUNG-0557:C002,M4-FUNG-0557,C002,OpdC is required for product formation and is assigned as a trans-acting enoyl reductase for OpdA.,gene deletion + domain logic,direct genetic / mechanistically inferred,,,S003,144
M4-FUNG-0557:C003,M4-FUNG-0557,C003,OpdJ is the cluster-specific transcription factor required for oxopyrrolidine production.,gene deletion,direct,,,S003,145
M4-FUNG-0558:C001,M4-FUNG-0558,C001,PscyB is a five-module NRPS required for cycloaspeptide A/E biosynthesis.,native knockout/complementation + heterologous expression,direct,,,S003,143
M4-FUNG-0558:C002,M4-FUNG-0558,C002,PscyA is a trans-acting N-methyltransferase that supplies methylated free amino-acid substrates to PscyB.,knockout + feeding,direct,,,S003,144
M4-FUNG-0558:C003,M4-FUNG-0558,C003,Coexpression of PscyA and PscyB in A. oryzae is sufficient to produce cycloaspeptides A and E.,heterologous reconstruction,direct,,,S003,145
M4-FUNG-0559:C001,M4-FUNG-0559,C001,VdoD catalyzes meta hydroxylation of cyclopenin to cyclopenol.,heterologous expression + precursor feeding,direct,,,S003,143
M4-FUNG-0559:C002,M4-FUNG-0559,C002,Cyclopenol rearranges to viridicatol spontaneously or through VdoA catalysis.,feeding/enzymatic pathway analysis,direct mixed enzymatic/spontaneous,,,S003,144
M4-FUNG-0559:C003,M4-FUNG-0559,C003,Direct conversion of viridicatin to viridicatol by VdoD was not detected.,negative precursor-conversion result,direct negative,,,S003,145
M4-FUNG-0560:C001,M4-FUNG-0560,C001,"N. discophora SNB-CN63 produces chlorinated ilicicolins and, under bromide OSMAC conditions, brominated analogues.",LC-MS/MS metabolomics + OSMAC,direct metabolite observation,,,S003,143
M4-FUNG-0560:C002,M4-FUNG-0560,C002,Whole-genome analysis nominates an ilicicolin-related BGC containing FAD-dependent halogenase Ndi_Ili_D.,genome mining + metabolite correlation,inferred,,,S003,144
M4-FUNG-0560:C003,M4-FUNG-0560,C003,No pathway-specific knockout or heterologous reconstruction establishes causal assignment of this locus.,evidence-gap audit,inference,,,S003,145
M4-FUNG-0561:C001,M4-FUNG-0561,C001,"A silent P. roqueforti BGC was causally assigned to annullatin biosynthesis through heterologous expression, gene deletion and feeding experiments.",heterologous reconstruction + genetics,direct,,,S003,143
M4-FUNG-0561:C002,M4-FUNG-0561,C002,The annullatin polyketide core undergoes sequential hydroxylation and prenylation.,pathway dissection,direct/inferred stepwise,,,S003,144
M4-FUNG-0561:C003,M4-FUNG-0561,C003,"A BBE-like enzyme catalyzes the terminal oxidative lactonization forming (2S,9S)-annullatin D.",biochemical characterization,direct,,,S003,145
M4-FUNG-0562:C001,M4-FUNG-0562,C001,Knockout of CgPKS4/Rsf1 abolishes detectable rasfonin production.,CRISPR knockout + HPLC/LC-HRMS,direct,,,S003,143
M4-FUNG-0562:C002,M4-FUNG-0562,C002,An NMR-verified rasfonin standard and spiking confirmed the wild-type chromatographic product identity.,NMR standard + analytical coelution,direct,,,S003,144
M4-FUNG-0562:C003,M4-FUNG-0562,C003,Functions of most additional rsf-cluster genes are proposed from predicted enzyme classes rather than direct biochemical tests.,evidence-tier audit,inference,,,S003,145
M4-FUNG-0563:C001,M4-FUNG-0563,C001,The eup2 locus is strongly linked to eupenifeldin-family biosynthesis by native production/expression and heterologous synthetic-biology reconstruction.,RT-PCR + heterologous reconstruction,direct/integrative,,,S003,143
M4-FUNG-0563:C002,M4-FUNG-0563,C002,EupPKS/EupL1/EupL5 supply the tropolone branch while EupR3 supplies humulene and EupR1 mediates hetero-Diels–Alder chemistry.,combinatorial pathway reconstruction,direct for reconstructed modules,,,S003,144
M4-FUNG-0563:C003,M4-FUNG-0563,C003,"Combinatorial substitution among eupenifeldin, pycnidione and xenovulene genes generates unnatural tropolone sesquiterpenoids.",synthetic biology,direct,,,S003,145
M4-FUNG-0564:C001,M4-FUNG-0564,C001,DepD and DepH are both indispensable for formation of the depside precursor unguidepside A.,gene disruption + heterologous expression,direct,,,S003,143
M4-FUNG-0564:C002,M4-FUNG-0564,C002,"DepG catalyzes ether-bond formation converting bicyclic depsides to tricyclic depsidones, and DepF decarboxylates depsidone substrates.",genetics + in-vitro biochemistry,direct,,,S003,144
M4-FUNG-0564:C003,M4-FUNG-0564,C003,Remotely encoded FAD halogenase A3428 catalyzes multiple halogenations culminating in nornidulin.,genetics + biochemical assays,direct,,,S003,145
