observation_id,dossier_id,experiment_key,observation_type,subject_type,subject_id,value_raw,measurement_scale,timepoint_raw,source_ids,source_row,normalization_status
OBS_d20244c72ef4,M4-FUNG-0455,M4-FUNG-0455:E001,measurement,EXPERIMENT,M4-FUNG-0455:E001,32,quantitative,genome analysis,S003,132,mapped
OBS_7143438d23ef,M4-FUNG-0455,M4-FUNG-0455:E002,measurement,EXPERIMENT,M4-FUNG-0455:E002,2,quantitative,sampled lichen state,S003,133,mapped
OBS_c49d293d19b5,M4-FUNG-0456,M4-FUNG-0456:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0456:E001,"isolates three new and five known α,β-polysulfide ETPs",qualitative_or_composite,7–14 days,S003,122,unreviewed
OBS_2a5820ef0bba,M4-FUNG-0456,M4-FUNG-0456:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0456:E002,demonstrates multiple nonenzymatic interconversions among ETP congeners,qualitative_or_composite,30 min to weeks,S003,123,unreviewed
OBS_5b6552033cee,M4-FUNG-0456,M4-FUNG-0456:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0456:E003,identifies 53-kb pen cluster proposed to underlie isolated ETP family,qualitative_or_composite,1 week DNA culture,S003,124,unreviewed
OBS_6e769618374a,M4-FUNG-0456,M4-FUNG-0456:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0456:E004,selective cytotoxicity and mild antiaging activity observed,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_b6bdaca9e9b0,M4-FUNG-0456,M4-FUNG-0456:E003,measurement,EXPERIMENT,M4-FUNG-0456:E003,53110,quantitative,sequence,S001; S002,131,mapped
OBS_090e13bd8479,M4-FUNG-0456,M4-FUNG-0456:E001,measurement,EXPERIMENT,M4-FUNG-0456:E001,15.2,quantitative,endpoint,S003,132,mapped
OBS_c83d2ebcaaed,M4-FUNG-0456,M4-FUNG-0456:E001,measurement,EXPERIMENT,M4-FUNG-0456:E001,1.0 / 0.2 / 1.2,qualitative_or_text,endpoint,S003,133,mapped
OBS_15ed8d760715,M4-FUNG-0456,M4-FUNG-0456:E004,measurement,EXPERIMENT,M4-FUNG-0456:E004,6.3 ± 1.4,qualitative_or_text,endpoint,S003,134,mapped
OBS_c5ae67481f38,M4-FUNG-0456,M4-FUNG-0456:E004,measurement,EXPERIMENT,M4-FUNG-0456:E004,0.5 ± 0.03,qualitative_or_text,endpoint,S003,135,mapped
OBS_e2f31eff3aa5,M4-FUNG-0457,M4-FUNG-0457:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0457:E001,all true producer progeny carry G9 FUM haplotype and all nonproducers carry G1 FUM haplotype,qualitative_or_composite,~3 weeks cross development,S003,122,unreviewed
OBS_42fd8b20b32d,M4-FUNG-0457,M4-FUNG-0457:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0457:E002,G9 expresses all tested genes; G1 only FUM21 and FUM1 under tested conditions,qualitative_or_composite,triplicate cultures,S003,123,unreviewed
OBS_9ed167ee01da,M4-FUNG-0457,M4-FUNG-0457:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0457:E003,production recovers only with combined repairs; FUM7-containing repair identifies FUM21+FUM7 distributed causality,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_63375e6f33c9,M4-FUNG-0457,M4-FUNG-0457:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0457:E004,restored transformants produce measurable B-series fumonisins but often below G9 levels,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_26261c176697,M4-FUNG-0457,M4-FUNG-0457:E001,measurement,EXPERIMENT,M4-FUNG-0457:E001,42 / 24 / 18,qualitative_or_text,cross analysis,S003,131,mapped
OBS_7fcf30257a8e,M4-FUNG-0457,M4-FUNG-0457:E004,measurement,EXPERIMENT,M4-FUNG-0457:E004,0.22,quantitative,endpoint,S003,132,mapped
OBS_d000bece6ca2,M4-FUNG-0457,M4-FUNG-0457:E004,measurement,EXPERIMENT,M4-FUNG-0457:E004,0.1 / 0.1 / 0.05,qualitative_or_text,endpoint,S003,133,mapped
OBS_a82c9b6d985c,M4-FUNG-0457,M4-FUNG-0457:E004,measurement,EXPERIMENT,M4-FUNG-0457:E004,>50 / >50 / 3.70,qualitative_or_text,endpoint,S003,134,mapped
OBS_fe81c4bc6778,M4-FUNG-0457,M4-FUNG-0457:E003,measurement,EXPERIMENT,M4-FUNG-0457:E003,0 / 13,qualitative_or_text,endpoint,S003,135,mapped
OBS_d42c26c26dfe,M4-FUNG-0457,M4-FUNG-0457:E003,measurement,EXPERIMENT,M4-FUNG-0457:E003,50387,quantitative,sequence,S001; S002,136,mapped
OBS_3e8d1e1fe809,M4-FUNG-0458,M4-FUNG-0458:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0458:E001,xenoacremones A-C isolated and structurally characterized,qualitative_or_composite,7 days,S003,123,unreviewed
OBS_8d9def1a6418,M4-FUNG-0458,M4-FUNG-0458:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0458:E002,loss/accumulation patterns establish gene order and pathway causality,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_f76dd15847d1,M4-FUNG-0458,M4-FUNG-0458:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0458:E003,reconstructs XenE/G→XenA→XenF→XenD→XenC sequence,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_7c297c7ad7ef,M4-FUNG-0458,M4-FUNG-0458:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0458:E004,XenF rearrangement is prerequisite; XenD oxidation enables XenC ether formation; final DA closure occurs spontaneously,qualitative_or_composite,endpoint,S003,126,unreviewed
OBS_d92ac7f2e797,M4-FUNG-0458,M4-FUNG-0458:E001,measurement,EXPERIMENT,M4-FUNG-0458:E001,25320,quantitative,sequence,S001,132,mapped
OBS_366cb6d3e118,M4-FUNG-0458,M4-FUNG-0458:E001,measurement,EXPERIMENT,M4-FUNG-0458:E001,478.2563,quantitative,7 days,S003,133,mapped
OBS_bdf3141b0602,M4-FUNG-0458,M4-FUNG-0458:E003,measurement,EXPERIMENT,M4-FUNG-0458:E003,7,quantitative,current database,S002,134,mapped
OBS_a81b37de60d9,M4-FUNG-0459,M4-FUNG-0459:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0459:E001,reconstructs sporandol pathway chemistry,qualitative_or_composite,endpoint,S003,123,unreviewed
OBS_f662aedc16d8,M4-FUNG-0459,M4-FUNG-0459:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0459:E002,SpoL alone lacks coupling activity; SpoL+SpoF yields functional selective coupling,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_7a1df98ae05f,M4-FUNG-0459,M4-FUNG-0459:E001,measurement,EXPERIMENT,M4-FUNG-0459:E001,18330,quantitative,sequence,S001; S002,133,mapped
OBS_61716803e417,M4-FUNG-0459,M4-FUNG-0459:E001,measurement,EXPERIMENT,M4-FUNG-0459:E001,6,quantitative,current database,S002,134,mapped
OBS_6c3524700ae8,M4-FUNG-0460,M4-FUNG-0460:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0460:E001,PKS21/brq5 ~195-fold higher; six-gene brq block coordinately induced in purple producer while flanking genes remain basal,qualitative_or_composite,single comparative transcriptome state; exact production kinetics NR,S003,122,unreviewed
OBS_09d81d916d98,M4-FUNG-0460,M4-FUNG-0460:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0460:E002,biruloquinone structurally identified and compound-level bioactivity quantified,qualitative_or_composite,endpoint,S005,123,unreviewed
OBS_69061c1e1d56,M4-FUNG-0460,M4-FUNG-0460:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0460:E003,homologous six-gene loci detected in C. borealis and C. metacorallifera and absent from several other surveyed Cladonia species,qualitative_or_composite,NA,S003,124,unreviewed
OBS_a7e5c49c14bf,M4-FUNG-0460,M4-FUNG-0460:E001,measurement,EXPERIMENT,M4-FUNG-0460:E001,19428,quantitative,sequence,S001; S002,131,mapped
OBS_6d30d4a88376,M4-FUNG-0460,M4-FUNG-0460:E001,measurement,EXPERIMENT,M4-FUNG-0460:E001,195,quantitative,transcriptome comparison,S003,132,mapped
OBS_39a78ab2b4a6,M4-FUNG-0460,M4-FUNG-0460:E001,measurement,EXPERIMENT,M4-FUNG-0460:E001,256,quantitative,transcriptome comparison,S003,133,mapped
OBS_0afcae95ad6b,M4-FUNG-0460,M4-FUNG-0460:E001,measurement,EXPERIMENT,M4-FUNG-0460:E001,3,quantitative,transcriptome comparison,S003,134,mapped
OBS_adb445616dd6,M4-FUNG-0460,M4-FUNG-0460:E002,measurement,EXPERIMENT,M4-FUNG-0460:E002,27.1,quantitative,endpoint,S005,135,mapped
OBS_bd7583e2f5f8,M4-FUNG-0460,M4-FUNG-0460:E002,measurement,EXPERIMENT,M4-FUNG-0460:E002,1–25,qualitative_or_text,endpoint,S005,136,mapped
OBS_1e4c349857db,M4-FUNG-0461,M4-FUNG-0461:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0461:E001,fructose enables cristazarin production,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_0c40eacb402a,M4-FUNG-0461,M4-FUNG-0461:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0461:E002,crz7-neighbour coexpression nominates putative cluster,qualitative_or_composite,endpoint,S004,125,unreviewed
OBS_a5e000d52034,M4-FUNG-0462,M4-FUNG-0462:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0462:E001,complete loss of solanapyrones and cluster transcription,qualitative_or_composite,18 days,S003,124,unreviewed
OBS_4e0701d5e72b,M4-FUNG-0462,M4-FUNG-0462:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0462:E002,induces sol cluster transcription,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_f1b07983e721,M4-FUNG-0463,M4-FUNG-0463:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0463:E001,PKS genes show developmental induction,qualitative_or_composite,five stages,S003,124,unreviewed
OBS_275a8f16cbbc,M4-FUNG-0463,M4-FUNG-0463:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0463:E002,defective/altered perithecial pigmentation phenotype,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_dd400ccc8ae9,M4-FUNG-0465,M4-FUNG-0465:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0465:E001,"hygromycin B induces lucilactaene, NG-391, fusarubin, 1233A and 1233B",qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_856e77abdab8,M4-FUNG-0465,M4-FUNG-0465:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0465:E002,four-gene 1233A BGC identified including self-resistance gene,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_4d5af3417da8,M4-FUNG-0466,M4-FUNG-0466:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0466:E001,resolves late-stage emeridone F transformations,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_ac451489ea88,M4-FUNG-0467,M4-FUNG-0467:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0467:E001,chaetolivacines A-C isolated and structures resolved,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_6695f54f16fa,M4-FUNG-0468,M4-FUNG-0468:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0468:E001,chaetoglobosin P identified as active anticryptococcal component,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_c76ef19d6e17,M4-FUNG-0468,M4-FUNG-0468:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0468:E002,twinfilin-1 mutant hypersensitive to chaetoglobosin P,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_118cda7c1a2b,M4-FUNG-0469,M4-FUNG-0469:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0469:E001,acrophiarin confirmed and a unique echinocandin-consistent BGC identified,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_5c125ead6e2d,M4-FUNG-0470,M4-FUNG-0470:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0470:E001,new cytoglobosin X isolated and structurally resolved,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_3f6b528f0c7c,M4-FUNG-0471,M4-FUNG-0471:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0471:E001,"reconstructs atranorin pathway, not salazinic acid",qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_0fd4f9431a81,M4-FUNG-0472,M4-FUNG-0472:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0472:E001,six new 15-residue peptaibols characterized and 60-kb eme cluster nominated,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_80dddcd0f0b6,M4-FUNG-0473,M4-FUNG-0473:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0473:E001,resolves FPP-to-penifulvin-A sequence,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_8c965a4b8c15,M4-FUNG-0473,M4-FUNG-0473:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0473:E002,penifulvin A structure and insecticidal phenotype established,qualitative_or_composite,endpoint,S004,123,unreviewed
OBS_de12f4656030,M4-FUNG-0474,M4-FUNG-0474:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0474:E001,heterologous host synthesizes geodin,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_1d559fd72b11,M4-FUNG-0475,M4-FUNG-0475:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0475:E001,lecanoric acid produced at ~360 mg/L,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_89172c2d17b0,M4-FUNG-0476,M4-FUNG-0476:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0476:E001,orsellinic acid/orcinol appear only when PKS14 is activated,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_3f262459136e,M4-FUNG-0477,M4-FUNG-0477:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0477:E001,knockout depletes aromatic products; OA feeding restores pigment/antroquinonols,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_1284525bf8a9,M4-FUNG-0478,M4-FUNG-0478:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0478:E001,lecanoric acid and ethyl lecanorate emerge as major products; additional gerfelin metabolites detected,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_db815f1bdaca,M4-FUNG-0479,M4-FUNG-0479:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0479:E001,natural otaR deletion distinguishes a non-OTA chemotype,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_07df9ee0c8d9,M4-FUNG-0479,M4-FUNG-0479:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0479:E002,OTA eliminated while mellein remains,qualitative_or_composite,endpoint,S004,123,unreviewed
OBS_879be6d0847f,M4-FUNG-0480,M4-FUNG-0480:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0480:E001,many metabolites isolated; fga fumigaclavine cluster proposed from genome analysis,qualitative_or_composite,endpoint,S003,122,unreviewed
OBS_66d202e2fb8e,M4-FUNG-0481,M4-FUNG-0481:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0481:E001,putative hel cluster identified; no helvolic-acid-specific causal BGC experiment,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_812a6eb2c77a,M4-FUNG-0482,M4-FUNG-0482:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0482:E001,multiple metabolites and several putative BGCs reported; fumagillin locus not highlighted in abstract,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_d6823cc98cf8,M4-FUNG-0483,M4-FUNG-0483:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0483:E001,cluster causality and key intermediate steps resolved,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_f2e5bd39f9cb,M4-FUNG-0484,M4-FUNG-0484:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0484:E001,chevalone E produced,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_5508314aa52f,M4-FUNG-0484,M4-FUNG-0484:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0484:E002,seven oxidized analogues and sartorypyrone D generated,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_22b6e5dc5ebc,M4-FUNG-0485,M4-FUNG-0485:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0485:E001,sartorypyrone D produced,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_fc2ae2c526f9,M4-FUNG-0486,M4-FUNG-0486:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0486:E001,five conserved ORFs consistently expressed in OTA-producing conditions,qualitative_or_composite,production conditions,S003,124,unreviewed
OBS_34752c6d7469,M4-FUNG-0487,M4-FUNG-0487:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0487:E001,five conserved ORFs consistently expressed in OTA-producing conditions,qualitative_or_composite,production conditions,S003,124,unreviewed
OBS_484c9257e09d,M4-FUNG-0488,M4-FUNG-0488:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0488:E001,five conserved ORFs consistently expressed in OTA-producing conditions,qualitative_or_composite,production conditions,S003,124,unreviewed
OBS_9e8015753a35,M4-FUNG-0489,M4-FUNG-0489:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0489:E001,five conserved ORFs consistently expressed in OTA-producing conditions,qualitative_or_composite,production conditions,S003,124,unreviewed
OBS_63be82e98bd3,M4-FUNG-0490,M4-FUNG-0490:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0490:E001,OTA-nonproducing isolates lacked the ota cluster,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_d38d486dd515,M4-FUNG-0491,M4-FUNG-0491:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0491:E001,"stellata-2,6,19-triene formed from DMAPP and IPP",qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_f1b3c8b6f096,M4-FUNG-0491,M4-FUNG-0491:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0491:E002,stellatic acid formed from the Stl-TS hydrocarbon product,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_5e093ded77bf,M4-FUNG-0491,M4-FUNG-0491:E001,measurement,EXPERIMENT,M4-FUNG-0491:E001,6468,quantitative,sequence,S001,132,mapped
OBS_ceb25d943e9d,M4-FUNG-0492,M4-FUNG-0492:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0492:E001,mulundocandin isolated from broth; formula C48H77N7O16; antifungal activity demonstrated,qualitative_or_composite,NR,S004,124,unreviewed
OBS_008da05b0fb1,M4-FUNG-0492,M4-FUNG-0492:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0492:E002,57-kb mulundocandin locus placed within conserved echinocandin BGC family,qualitative_or_composite,NA,S003,125,unreviewed
OBS_cd71323616ee,M4-FUNG-0492,M4-FUNG-0492:E002,measurement,EXPERIMENT,M4-FUNG-0492:E002,57000,quantitative,sequence,S001; S002,132,mapped
OBS_187624b40f9f,M4-FUNG-0493,M4-FUNG-0493:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0493:E001,complete 12-enzyme pathway from DMOA-derived precursor logic to anditomin established,qualitative_or_composite,endpoint per reconstruction step,S003,124,unreviewed
OBS_780b2cd82f80,M4-FUNG-0493,M4-FUNG-0493:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0493:E002,bridged andiconin skeleton formed by oxidative skeletal reconstruction rather than Diels-Alder chemistry,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_8ba0782ab600,M4-FUNG-0493,M4-FUNG-0493:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0493:E003,oxidative rearrangement generates anditomin,qualitative_or_composite,endpoint,S003,126,unreviewed
OBS_57fcccdf01df,M4-FUNG-0493,M4-FUNG-0493:E001,measurement,EXPERIMENT,M4-FUNG-0493:E001,30932,quantitative,sequence,S001; S002,132,mapped
OBS_c847fd211902,M4-FUNG-0493,M4-FUNG-0493:E001,measurement,EXPERIMENT,M4-FUNG-0493:E001,12,quantitative,study,S003,133,mapped
OBS_8962dabf79b7,M4-FUNG-0494,M4-FUNG-0494:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0494:E001,"22 DDPs produced, including 15 new analogues",qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_1388c347f147,M4-FUNG-0494,M4-FUNG-0494:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0494:E002,shearones A-I discovered; biosynthetic enzyme activities resolved,qualitative_or_composite,endpoint,S005,125,unreviewed
OBS_4db96aa9961c,M4-FUNG-0494,M4-FUNG-0494:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0494:E003,chemical-space expansion revealed distinct activities; shearones included Aβ42 antiaggregation hits,qualitative_or_composite,endpoint,S003; S005,126,unreviewed
OBS_284545659508,M4-FUNG-0494,M4-FUNG-0494:E001,measurement,EXPERIMENT,M4-FUNG-0494:E001,10,quantitative,endpoint,S003,132,mapped
OBS_a5c3d67c59b5,M4-FUNG-0494,M4-FUNG-0494:E001,measurement,EXPERIMENT,M4-FUNG-0494:E001,22,quantitative,endpoint,S003,133,mapped
OBS_5d8c75785ca1,M4-FUNG-0494,M4-FUNG-0494:E001,measurement,EXPERIMENT,M4-FUNG-0494:E001,15,quantitative,endpoint,S003,134,mapped
OBS_b19e7110dc8d,M4-FUNG-0494,M4-FUNG-0494:E002,measurement,EXPERIMENT,M4-FUNG-0494:E002,9,quantitative,endpoint,S005,135,mapped
OBS_18320b5f760b,M4-FUNG-0495,M4-FUNG-0495:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0495:E001,macR overexpression enhanced pathway products; macA/macJ deletion altered or abolished macrophorin production,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_2749cf6720b1,M4-FUNG-0496,M4-FUNG-0496:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0496:E001,reduced mpaC expression correlated with decreased MPA production,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_e30f6fc878fa,M4-FUNG-0496,M4-FUNG-0496:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0496:E002,deletion showed excellent correlation with low MPA production,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_704c581a098f,M4-FUNG-0496,M4-FUNG-0496:E002,measurement,EXPERIMENT,M4-FUNG-0496:E002,55,quantitative,endpoint,S003,133,mapped
OBS_901f5fce0c52,M4-FUNG-0496,M4-FUNG-0496:E002,measurement,EXPERIMENT,M4-FUNG-0496:E002,174,quantitative,sequence,S003,134,mapped
OBS_d378ec71cf25,M4-FUNG-0497,M4-FUNG-0497:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0497:E001,psychrophilin assembly disrupted; dipeptide 10 isolated,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_0a8482f5a853,M4-FUNG-0498,M4-FUNG-0498:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0498:E001,penitrems A/B/D/E/F absent and paspaline accumulated,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_dca7a35f91e6,M4-FUNG-0498,M4-FUNG-0498:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0498:E002,13 of 17 penitrem A transformations resolved,qualitative_or_composite,endpoint,S004,125,unreviewed
OBS_2bb380980d21,M4-FUNG-0498,M4-FUNG-0498:E002,measurement,EXPERIMENT,M4-FUNG-0498:E002,13,quantitative,study,S004,133,mapped
OBS_0b59cf951247,M4-FUNG-0499,M4-FUNG-0499:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0499:E001,DMMPA methylated to MPA; substrate flexibility demonstrated,qualitative_or_composite,endpoint/kinetic assay,S003,124,unreviewed
OBS_15dc7aedba8e,M4-FUNG-0500,M4-FUNG-0500:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0500:E001,hancockinone A discovered from activated cryptic cluster,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_a2226bb0feb9,M4-FUNG-0500,M4-FUNG-0500:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0500:E002,HknE-dependent five-membered-ring construction confirmed,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_751e738984c3,M4-FUNG-0501,M4-FUNG-0501:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0501:E001,complete sordaricin biosynthesis reconstructed; SdnG suppresses shunts by accelerating IMDA,qualitative_or_composite,endpoint,S004,124,unreviewed
OBS_582bcd584889,M4-FUNG-0501,M4-FUNG-0501:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0501:E002,sordaricin produced at reported 2 mg/L,qualitative_or_composite,endpoint,S004,125,unreviewed
OBS_8b3cd4449bc2,M4-FUNG-0501,M4-FUNG-0501:E001,measurement,EXPERIMENT,M4-FUNG-0501:E001,20,quantitative,endpoint,S004,133,mapped
OBS_f55fec1030ae,M4-FUNG-0501,M4-FUNG-0501:E002,measurement,EXPERIMENT,M4-FUNG-0501:E002,2,quantitative,endpoint,S004,134,mapped
OBS_45de4b6e2599,M4-FUNG-0502,M4-FUNG-0502:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0502:E001,halovirs I–K isolated and structurally characterized,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_ce5463c054d9,M4-FUNG-0502,M4-FUNG-0502:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0502:E002,candidate halovir locus identified; unconventional nonlinear PrHalA assembly proposed,qualitative_or_composite,NA,S003,125,unreviewed
OBS_04480bee5173,M4-FUNG-0502,M4-FUNG-0502:E001,measurement,EXPERIMENT,M4-FUNG-0502:E001,1.3-3.3,qualitative_or_text,endpoint,S003,132,mapped
OBS_254d23fa4658,M4-FUNG-0503,M4-FUNG-0503:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0503:E001,dephenylated 2-pyridone ketone 12 produced at 2 mg/L,qualitative_or_composite,endpoint,S003,124,unreviewed
OBS_158c4add23a0,M4-FUNG-0503,M4-FUNG-0503:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0503:E002,M/P-deoxyakanthomycin predominantly forms; reaction completes within 72 h,qualitative_or_composite,overnight to 72 h,S003,125,unreviewed
OBS_93369e9b40a6,M4-FUNG-0503,M4-FUNG-0503:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0503:E003,M/P-deoxyakanthomycin forms without an enzyme catalyzing carbocycle closure,qualitative_or_composite,endpoint,S003,126,unreviewed
OBS_9610dfaac8c4,M4-FUNG-0503,M4-FUNG-0503:E001,measurement,EXPERIMENT,M4-FUNG-0503:E001,2,quantitative,endpoint,S003,133,mapped
OBS_d4c6bdd12769,M4-FUNG-0503,M4-FUNG-0503:E002,measurement,EXPERIMENT,M4-FUNG-0503:E002,72,quantitative,within 72 h,S003,134,mapped
OBS_04f09eba236c,M4-FUNG-0504,M4-FUNG-0504:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0504:E001,xylaroamide A isolated and fully structure-assigned,qualitative_or_composite,10 days,S003,124,unreviewed
OBS_a5a38fb2e854,M4-FUNG-0504,M4-FUNG-0504:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0504:E002,plausible Xyl pathway and trans-acting N-methyltransferase model proposed,qualitative_or_composite,NA,S003,125,unreviewed
OBS_13c2fd938674,M4-FUNG-0504,M4-FUNG-0504:E001,measurement,EXPERIMENT,M4-FUNG-0504:E001,2.5,quantitative,endpoint,S003,133,mapped
