relationship_key,dossier_id,relationship_id,subject_raw,predicate_raw,object_raw,relationship_text_raw,source_ids,note,source_row,normalization_status
M4-FUNG-0452:R003,M4-FUNG-0452,R003,Spd candidate locus,is_homologous_to,characterized fungal ETP biosynthetic clusters,,S003,"Comparative-genomic relationship, not causal chemistry.",153,mapped_triplet
M4-FUNG-0453:R001,M4-FUNG-0453,R001,Pro1,cyclizes,FPP → 6-protoilludene,,S003; S005,Pathway-committing step.,153,mapped_triplet
M4-FUNG-0453:R002,M4-FUNG-0453,R002,CYP-Arm3,8α-hydroxylates,6-protoilludene → 8α-hydroxy-6-protoilludene,,S003,Direct branch-defining chemistry.,154,mapped_triplet
M4-FUNG-0453:R003,M4-FUNG-0453,R003,CYP-Arm2,weakly transforms,6-protoilludene → unresolved polar product,,S003,Product not fully identified.,155,mapped_triplet
M4-FUNG-0453:R004,M4-FUNG-0453,R004,complete armillyl-orsellinate programme,extends beyond,BGC0002445 five-gene early module,,S003,Distributed pathway/boundary interpretation.,156,mapped_triplet
M4-FUNG-0454:R001,M4-FUNG-0454,R001,BsPS/Ssk6,synthesizes,preterpestacin I scaffold,,S003,Direct BFTS chemistry.,153,mapped_triplet
M4-FUNG-0454:R002,M4-FUNG-0454,R002,ssk6 deletion,disrupts,native preterpestacin-derived metabolite programme,,S003,Native causal evidence.,154,mapped_triplet
M4-FUNG-0454:R003,M4-FUNG-0454,R003,ssk4 glycosyltransferase candidate,is associated with,glycosylated terpestacin branch,,S003,"Genomic/metabolite association, not isolated enzyme assay.",155,mapped_triplet
M4-FUNG-0454:R004,M4-FUNG-0454,R004,selected downstream congeners,inhibit,LPS-induced NO production in RAW264.7 cells,,S003,Does not imply scaffold or ecological activity.,156,mapped_triplet
M4-FUNG-0455:R001,M4-FUNG-0455,R001,MPAS/CuPKS1,is_proposed_to_synthesize,methylphloracetophenone precursor,,S003,Domain/pathway prediction.,153,mapped_triplet
M4-FUNG-0455:R002,M4-FUNG-0455,R002,MPAO,is_proposed_to_oxidatively_dimerize,methylphloracetophenone toward usnic acid,,S003; S006,Literature-derived annotation; no direct C. uncialis catalytic assay.,154,mapped_triplet
M4-FUNG-0455:R003,M4-FUNG-0455,R003,intact lichen state,co-occurs_with,mpas/mpao transcription and usnic-acid detection,,S003,Native contextual association.,155,mapped_triplet
M4-FUNG-0456:R001,M4-FUNG-0456,R001,pen cluster,is_candidate_source_of,"α,β-polysulfide ETP family",,S002; S003,Genome/homology association.,153,mapped_triplet
M4-FUNG-0456:R002,M4-FUNG-0456,R002,PenP,is_proposed_to_assemble,Phe-derived diketopiperazine scaffold,,S003,No direct enzyme assay.,154,mapped_triplet
M4-FUNG-0456:R003,M4-FUNG-0456,R003,isolated ETP congeners,interconvert_nonenzymatically,adametizine/penigainamide/FA2097-related states,,S003,Direct chemical experiments.,155,mapped_triplet
M4-FUNG-0456:R004,M4-FUNG-0456,R004,adametizine A,shows,selective cytotoxicity and mild antiaging activity,,S003,Compound-specific phenotype.,156,mapped_triplet
M4-FUNG-0457:R001,M4-FUNG-0457,R001,G9 FUM-cluster haplotype,segregates_with,fumonisin-producing progeny,,S003,Direct linkage.,153,mapped_triplet
M4-FUNG-0457:R002,M4-FUNG-0457,R002,FUM21,positively_regulates,FUM6/FUM8/FUM10 transcription,,S003,Direct complementation/readout.,154,mapped_triplet
M4-FUNG-0457:R003,M4-FUNG-0457,R003,FUM21 defect + FUM7-region defect,jointly_cause,G1 fumonisin nonproduction,,S003,Distributed natural loss-of-function.,155,mapped_triplet
M4-FUNG-0457:R004,M4-FUNG-0457,R004,FUM cluster,produces,fumonisin B1/B2/B3,,S001; S003,Native genetics plus quantitative recovery.,156,mapped_triplet
M4-FUNG-0458:R001,M4-FUNG-0458,R001,XenE + XenG,assemble,tyrosine-nonaketide skeleton,,S003,Core assembly.,151,mapped_triplet
M4-FUNG-0458:R002,M4-FUNG-0458,R002,XenA,dehydrates,skeleton → pyrrolidinone intermediate,,S003,Direct pathway step.,152,mapped_triplet
M4-FUNG-0458:R003,M4-FUNG-0458,R003,XenF,rearranges,precursor → cyclohexane intermediate,,S003,Sigmatropic rearrangement.,153,mapped_triplet
M4-FUNG-0458:R004,M4-FUNG-0458,R004,XenD,oxidizes,XenF product → XenC substrate,,S003,Late-stage oxidation.,154,mapped_triplet
M4-FUNG-0458:R005,M4-FUNG-0458,R005,XenC,forms,para-cyclophane ether preceding spontaneous Diels-Alder closure,,S003,Separates enzyme-controlled ether closure from spontaneous final cyclization.,155,mapped_triplet
M4-FUNG-0459:R001,M4-FUNG-0459,R001,SpoP/SpoM pathway arm,forms,methylated naphthalene coupling precursor,,S003; S006,Pre-coupling pathway chemistry.,157,mapped_triplet
M4-FUNG-0459:R002,M4-FUNG-0459,R002,SpoL + SpoF,selectively_couple,naphthalene precursor → sporandol,,S003,Partner-dependent oxidative phenol coupling.,158,mapped_triplet
M4-FUNG-0460:R001,M4-FUNG-0460,R001,purple C. macilenta chemotype,coexpresses_with,brq1–brq6 and biruloquinone-producing phenotype,,S003,"Transcript–metabolite association, not causal pathway proof.",153,mapped_triplet
M4-FUNG-0460:R002,M4-FUNG-0460,R002,brq5 / PKS21,candidate_assembles,biruloquinone polyketide precursor,,S003,Proposed NR-PKS scaffold step; no direct enzymology.,154,mapped_triplet
M4-FUNG-0460:R003,M4-FUNG-0460,R003,brq3 / brq4,predicted_tailor,methylation and oxidation steps in proposed biruloquinone biosynthesis,,S003,Annotation and coexpression only.,155,mapped_triplet
M4-FUNG-0460:R004,M4-FUNG-0460,R004,brq2,may_export,biruloquinone or a pathway metabolite,,S003,Authors' transporter hypothesis; no direct transport assay.,156,mapped_triplet
M4-FUNG-0491:R001,M4-FUNG-0491,R001,Stl-TS,synthesizes,"DMAPP + IPP → stellata-2,6,19-triene",,S003,,154,mapped_triplet
M4-FUNG-0491:R002,M4-FUNG-0491,R002,Stl-P450,oxidizes,"stellata-2,6,19-triene → stellatic acid",,S003,,155,mapped_triplet
M4-FUNG-0492:R001,M4-FUNG-0492,R001,A. mulundensis Y-30462,produces,mulundocandin,,S004,Direct native product isolation.,154,mapped_triplet
M4-FUNG-0492:R002,M4-FUNG-0492,R002,BGC0002611 / KP742486.1,is associated with,mulundocandin biosynthesis,,S002; S003,Comparative BGC attribution rather than native deletion proof.,155,mapped_triplet
M4-FUNG-0492:R003,M4-FUNG-0492,R003,htyA-htyD,support,homotyrosine precursor biosynthesis,,S003,Ortholog-based functional relationship.,156,mapped_triplet
M4-FUNG-0492:R004,M4-FUNG-0492,R004,AKJ70942.1 NRPS,supports,echinocandin lipohexapeptide assembly,,S002; S003,Domain architecture and pathway phylogeny support core assembly role.,157,mapped_triplet
M4-FUNG-0493:R001,M4-FUNG-0493,R001,AndM,synthesizes,"3,5-dimethylorsellinic acid",,S003,Polyketide entry point.,154,mapped_triplet
M4-FUNG-0493:R002,M4-FUNG-0493,R002,AndD,prenylates,DMOA-derived aromatic precursor with farnesyl group,,S003,Links polyketide and terpene branches.,155,mapped_triplet
M4-FUNG-0493:R003,M4-FUNG-0493,R003,AndA,reconstructs skeleton to,andiconin bicyclo[2.2.2]octane core,,S003,Oxidative skeletal reconstruction.,156,mapped_triplet
M4-FUNG-0493:R004,M4-FUNG-0493,R004,AndF,oxidatively rearranges late intermediate to,anditomin,,S003,Late structural complexification.,157,mapped_triplet
M4-FUNG-0493:R005,M4-FUNG-0493,R005,historical Diels-Alder model,is superseded by,AndA enzyme-mediated skeletal reconstruction,,S003,Mechanistic correction from direct enzyme evidence.,158,mapped_triplet
M4-FUNG-0494:R001,M4-FUNG-0494,R001,esdpA,builds,pyrone polyketide precursor,,S003; S005,Core scaffold role.,154,mapped_triplet
M4-FUNG-0494:R002,M4-FUNG-0494,R002,esdpD,supplies,GGPP diterpene precursor,,S003; S005,Core scaffold role.,155,mapped_triplet
M4-FUNG-0494:R003,M4-FUNG-0494,R003,esdpC,links,polyketide and diterpene branches,,S003; S005,Prenylation step.,156,mapped_triplet
M4-FUNG-0494:R004,M4-FUNG-0494,R004,esdpE,epoxidizes,diterpenyl side chain before cyclization,,S003; S005,Cyclization prerequisite.,157,mapped_triplet
M4-FUNG-0494:R005,M4-FUNG-0494,R005,esdpB,cyclizes,DDP terpene moiety,,S003; S005,Forms polycyclic/decalin scaffold.,158,mapped_triplet
M4-FUNG-0494:R006,M4-FUNG-0494,R006,engineered esdp/tailoring combinations,generate,expanded DDP chemical space,,S003; S005,"Synthetic-biology relationship, not native ecology.",159,mapped_triplet
M4-FUNG-0502:R001,M4-FUNG-0502,R001,P. roridum NRRL 2183,produces,halovirs I–K,,S003,Direct native isolation.,154,mapped_triplet
M4-FUNG-0502:R002,M4-FUNG-0502,R002,PrHalA-containing candidate locus,putatively_encodes,halovir I–K biosynthesis,,S003,Bioinformatic inference only.,155,mapped_triplet
M4-FUNG-0503:R001,M4-FUNG-0503,R001,SdxC + SdxD + SdxA,heterologously_generate,ketone 12,,S003,Direct A. nidulans reconstruction.,155,mapped_triplet
M4-FUNG-0503:R002,M4-FUNG-0503,R002,SDR-mediated reduction of ketone 12,precedes,spontaneous o-QM/cation cyclization to M/P-deoxyakanthomycin,,S003,Supported by enzyme and NaBH4 control reactions.,156,mapped_triplet
M4-FUNG-0503:R003,M4-FUNG-0503,R003,SdxB,putatively_catalyzes,N-hydroxylation toward akanthomycin,,S003,Prediction only.,157,mapped_triplet
M4-FUNG-0504:R001,M4-FUNG-0504,R001,Xylaria sp. 218_066,produces,xylaroamide A,,S003,Direct native isolation.,155,mapped_triplet
M4-FUNG-0504:R002,M4-FUNG-0504,R002,candidate Xyl NRPS locus,putatively_encodes,xylaroamide A biosynthesis,,S003,Bioinformatic model only.,156,mapped_triplet
M4-FUNG-0505:R001,M4-FUNG-0505,R001,FfnC,catalyzes,phosphonoacetaldehyde -> 2-hydroxyethylphosphonic acid,,S003,Direct recombinant-enzyme evidence.,155,mapped_triplet
M4-FUNG-0505:R002,M4-FUNG-0505,R002,FfnD,catalyzes,2-hydroxyethylphosphonic acid -> (S)-epoxyethylphosphonic acid,,S003,Direct Fe(II)/2OG oxacyclase evidence.,156,mapped_triplet
M4-FUNG-0505:R003,M4-FUNG-0505,R003,FfnABCD conserved module,supports,early fosfonochlorin phosphonate biosynthesis,,S003,"Comparative module attribution, not complete pathway reconstruction.",157,mapped_triplet
M4-FUNG-0506:R001,M4-FUNG-0506,R001,Copu5,catalyzes,FPP -> (+)-δ-cadinol,,S003,Direct heterologous functional characterization.,155,mapped_triplet
M4-FUNG-0506:R002,M4-FUNG-0506,R002,MEP-pathway optimization,increases,heterologous (+)-δ-cadinol production,,S003,Production-engineering context.,156,mapped_triplet
M4-FUNG-0507:R001,M4-FUNG-0507,R001,Copu9,catalyzes,FPP -> (+)-δ-cadinol,,S003; S004,Direct heterologous and structural characterization.,155,mapped_triplet
M4-FUNG-0507:R002,M4-FUNG-0507,R002,MEP-pathway optimization,increases,heterologous (+)-δ-cadinol production,,S003,Production-engineering context.,156,mapped_triplet
M4-FUNG-0507:R003,M4-FUNG-0507,R003,CONPUDRAFT_118913,is_identical_to,Copu9 structure 7OFL,,S004,Author-deposited PDB gene identity.,157,mapped_triplet
M4-FUNG-0508:R001,M4-FUNG-0508,R001,PKS12,produces,YWA1,,S005,Native mutant evidence.,155,mapped_triplet
M4-FUNG-0508:R002,M4-FUNG-0508,R002,AurR1/GIP2,positively_regulates,aurofusarin cluster expression,,S003; S004,Deletion/complementation/overexpression evidence.,156,mapped_triplet
M4-FUNG-0508:R003,M4-FUNG-0508,R003,AurT,supports_export_of,rubrofusarin,,S005,Transport inferred from targeted replacement metabolite ratio.,157,mapped_triplet
M4-FUNG-0509:R001,M4-FUNG-0509,R001,iron deficiency,induces,mrsidA/mrsidD expression and siderophore production,,S003,Direct comparative culture evidence.,155,mapped_triplet
M4-FUNG-0509:R002,M4-FUNG-0509,R002,mrsidA,required_for,metachelins and dimerumic acids,,S003,Native knockout.,156,mapped_triplet
M4-FUNG-0509:R003,M4-FUNG-0509,R003,mrsidD,required_for,both coprogen and dimerumic-acid branches,,S003,Native knockout.,157,mapped_triplet
M4-FUNG-0510:R001,M4-FUNG-0510,R001,B. sorokiniana 11134,produces,chlorinated chromones/xanthones,,S003,Direct native isolation.,155,mapped_triplet
M4-FUNG-0510:R002,M4-FUNG-0510,R002,candidate halogenase-associated locus,putatively_encodes,BGC0002726 product family,,S003,Genome-mining inference.,156,mapped_triplet
M4-FUNG-0511:R001,M4-FUNG-0511,R001,iliA+B+C+D,sufficient_for,ilicicolin H and ilicicolin J,,S003,Direct heterologous reconstruction.,159,mapped_triplet
M4-FUNG-0512:R001,M4-FUNG-0512,R001,AneC,produces,"dauca-4,7-diene",,S003,Direct heterologous expression plus native deletion.,154,mapped_triplet
M4-FUNG-0512:R002,M4-FUNG-0512,R002,AneF,oxidizes,"dauca-4,7-diene C-12 → asperaculane D",,S003,,155,mapped_triplet
M4-FUNG-0512:R003,M4-FUNG-0512,R003,AneD,hydroxylates,asperaculane D at C-10 → asperaculane E,,S003,,156,mapped_triplet
M4-FUNG-0512:R004,M4-FUNG-0512,R004,AneG,converts,asperaculane E → aculene D via C-2 oxidation/decarboxylation,,S003,,157,mapped_triplet
M4-FUNG-0512:R005,M4-FUNG-0512,R005,AneB + AneE,adds,L-proline-derived moiety to aculene D/C → B/A,,S003,,158,mapped_triplet
M4-FUNG-0513:R001,M4-FUNG-0513,R001,srdA+C+D+E,sufficient_for,salicylic alcohol intermediate 2,,S003,,154,mapped_triplet
M4-FUNG-0513:R002,M4-FUNG-0513,R002,SrdI,converts,alcohol 2 → aldehyde 3,,S003,,155,mapped_triplet
M4-FUNG-0513:R003,M4-FUNG-0513,R003,full srd cluster,produces_in_heterologous_host,sordarial,,S003,,156,mapped_triplet
M4-FUNG-0513:R004,M4-FUNG-0513,R004,native N. crassa OR74A,production_status,sordarial UNCERTAIN / unobserved in defining study,,S003,,157,mapped_triplet
M4-FUNG-0514:R001,M4-FUNG-0514,R001,P. brasilianum HBU-136,produces,spirotryprostatin G and cyclotryprostatins,,S003,,154,mapped_triplet
M4-FUNG-0514:R002,M4-FUNG-0514,R002,candidate ctp locus,putatively_encodes,indole-diketopiperazine product family,,S003,,155,mapped_triplet
M4-FUNG-0514:R003,M4-FUNG-0514,R003,rice + 1.0% MgCl2,supports_recovery_of,eight HBU-136 IDKPs,,S003,,156,mapped_triplet
M4-FUNG-0515:R001,M4-FUNG-0515,R001,A. nanangensis MST-FP2251,produces,nanangenines,,S003,,154,mapped_triplet
M4-FUNG-0515:R002,M4-FUNG-0515,R002,putative nan cluster,putatively_encodes,nanangenine biosynthesis,,S003,,155,mapped_triplet
M4-FUNG-0515:R003,M4-FUNG-0515,R003,FE257_006542,proposed_to_form,drimane precursor chemistry,,S003,,156,mapped_triplet
M4-FUNG-0516:R001,M4-FUNG-0516,R001,ATEG_03629,produces,5-methylorsellinic acid,,S003,,154,mapped_triplet
M4-FUNG-0516:R002,M4-FUNG-0516,R002,ATEG_03630,converts,"5-methylorsellinic acid → 2,4-dihydroxy-5,6-dimethylbenzaldehyde",,S003,,155,mapped_triplet
M4-FUNG-0516:R003,M4-FUNG-0516,R003,ATEG_03629 + ATEG_03630,sufficient_for,two-step aryl-aldehyde module in yeast,,S003,,156,mapped_triplet
M4-FUNG-0517:R001,M4-FUNG-0517,R001,AtAS,produces,preaspterpenacid I,,S003,,154,mapped_triplet
M4-FUNG-0517:R002,M4-FUNG-0517,R002,AtP450,oxidizes,preaspterpenacid I at C22,,S003,,155,mapped_triplet
M4-FUNG-0517:R003,M4-FUNG-0517,R003,native A. terreus NIH2624,production_status,UNCERTAIN in defining study,,S003,,156,mapped_triplet
M4-FUNG-0518:R001,M4-FUNG-0518,R001,verA,required_for,verrucosidin production,,S003,,154,mapped_triplet
M4-FUNG-0518:R002,M4-FUNG-0518,R002,ΔverA,abolishes,verrucosidin in culture and apples,,S003,,155,mapped_triplet
M4-FUNG-0518:R003,M4-FUNG-0518,R003,cl3A deletion,does_not_affect,verrucosidin production,,S003,,156,mapped_triplet
M4-FUNG-0518:R004,M4-FUNG-0518,R004,NRRL995 dov cluster,homologous_to,X6 ver cluster,,S005,Use as homologous mechanistic context only.,157,mapped_triplet
M4-FUNG-0518:R005,M4-FUNG-0518,R005,ver cluster genotype,varies_between,P. polonicum strains IBT4502/X6 and hy4,,S003,,158,mapped_triplet
M4-FUNG-0519:R001,M4-FUNG-0519,R001,D. bispora CBS 962.96,produces,dendrothelin A-related peptides,,S003,,154,mapped_triplet
M4-FUNG-0519:R002,M4-FUNG-0519,R002,DbiMA1,methylates,its C-terminal borosin core peptide,,S003,,155,mapped_triplet
M4-FUNG-0519:R003,M4-FUNG-0519,R003,OphMA_DbiCORE + OphP,produces_in_Pichia,dendrothelin A,,S003,,156,mapped_triplet
M4-FUNG-0519:R004,M4-FUNG-0519,R004,DbiP,putatively_processes,native DbiMA1 core,,S003,,157,mapped_triplet
M4-FUNG-0519:R005,M4-FUNG-0519,R005,dendrothelin A,is_nematotoxic_to,M. incognita,,S003,,158,mapped_triplet
M4-FUNG-0520:R001,M4-FUNG-0520,R001,L. edodes,produces,lentinulin A-related peptides,,S003,,154,mapped_triplet
M4-FUNG-0520:R002,M4-FUNG-0520,R002,LedMA,methylates,lentinulin core precursor,,S003,,155,mapped_triplet
M4-FUNG-0520:R003,M4-FUNG-0520,R003,LedP,processes_and_macrocyclizes,tested borosin precursors/hybrids,,S003,,156,mapped_triplet
M4-FUNG-0520:R004,M4-FUNG-0520,R004,OphMA_LedCORE + OphP/LedP,produces_in_Pichia,lentinulin A,,S003,,157,mapped_triplet
M4-FUNG-0520:R005,M4-FUNG-0520,R005,lentinulin A,is_nematotoxic_to,M. incognita,,S003,,158,mapped_triplet
M4-FUNG-0521:R001,M4-FUNG-0521,R001,AcdD,supplies,3-hydroxy-L-kynurenine,,S001; S003,,154,mapped_triplet
M4-FUNG-0521:R002,M4-FUNG-0521,R002,AcdB,incorporates,3-hydroxy-L-kynurenine,,S003,,155,mapped_triplet
M4-FUNG-0521:R003,M4-FUNG-0521,R003,AcdB,extends_with,one malonyl-CoA unit,,S003,,156,mapped_triplet
M4-FUNG-0521:R004,M4-FUNG-0521,R004,AcdB,produces,aspcandine tricyclic scaffold,,S003,,157,mapped_triplet
M4-FUNG-0521:R005,M4-FUNG-0521,R005,BDW47DRAFT_120077,putatively_transports,aspcandine/pathway metabolite,,S001,,158,mapped_triplet
M4-FUNG-0522:R001,M4-FUNG-0522,R001,DbaI,produces,DHMBA,,S003; S004,Pathway-entry scaffold step.,154,mapped_triplet
M4-FUNG-0522:R002,M4-FUNG-0522,R002,DbaH,oxidizes_enables,DHMBA-derived azanidulone/tropolone branch,,S004,Native deletion establishes requirement; later rearrangement chemistry is partly proposed/spontaneous.,155,mapped_triplet
M4-FUNG-0522:R003,M4-FUNG-0522,R003,TroA,enables,tropolone-ring branch,,S004,Required for anhydrosepedonin and antibiotic C.,156,mapped_triplet
M4-FUNG-0522:R004,M4-FUNG-0522,R004,sepedonin,spontaneously_dehydrates_to,anhydrosepedonin,,S004,Retained as pathway-model/spontaneous chemistry rather than enzyme assignment.,157,mapped_triplet
M4-FUNG-0522:R005,M4-FUNG-0522,R005,DbaB,required_for,antibiotic C,,S004,ΔdbaB accumulates anhydrosepedonin and lacks antibiotic C.,158,mapped_triplet
M4-FUNG-0522:R006,M4-FUNG-0522,R006,S. mobaraensis glycopeptide signal,activates,DbaA-dependent dba/troA transcription,,S004,Ecological activation relation; upstream sensing remains unresolved.,159,mapped_triplet
M4-FUNG-0523:R001,M4-FUNG-0523,R001,BrvA,builds,polyketide-derived pyrone precursor,,S003,,154,mapped_triplet
M4-FUNG-0523:R002,M4-FUNG-0523,R002,BrvB + BrvC,install,geranylgeranyl-derived terpene unit,,S003,,155,mapped_triplet
M4-FUNG-0523:R003,M4-FUNG-0523,R003,BrvF,cyclizes,epoxidized prenylated scaffold,,S003,,156,mapped_triplet
M4-FUNG-0523:R004,M4-FUNG-0523,R004,BrvJ,skeletally_rearranges,brevione-B-derived branch substrate,,S003,,157,mapped_triplet
M4-FUNG-0523:R005,M4-FUNG-0523,R005,BrvL,late_tailors,brevione E,,S003,,158,mapped_triplet
M4-FUNG-0524:R001,M4-FUNG-0524,R001,CTC1,produces,orsellinic acid,,S003,,154,mapped_triplet
M4-FUNG-0524:R002,M4-FUNG-0524,R002,CTC4,prenylates,orsellinic-acid-derived scaffold,,S003,,155,mapped_triplet
M4-FUNG-0524:R003,M4-FUNG-0524,R003,CTC2,halogenates,colletochlorin branch,,S003,,156,mapped_triplet
M4-FUNG-0524:R004,M4-FUNG-0524,R004,ΔcclA,derepresses,native colletorin/colletochlorin chemistry,,S004,,157,mapped_triplet
M4-FUNG-0524:R005,M4-FUNG-0524,R005,extra CTC4 expression,rescues,downstream colletochlorin-family production in yeast,,S003,,158,mapped_triplet
M4-FUNG-0525:R001,M4-FUNG-0525,R001,spyA,produces,triacetic acid lactone,,S003,Individual heterologous expression.,154,mapped_triplet
M4-FUNG-0525:R002,M4-FUNG-0525,R002,spyF,prenylates,TAL with GGPP to geranylgeranyl-triacetate lactone,,S003,Pathway reconstruction/product logic; no purified-enzyme overclaim.,155,mapped_triplet
M4-FUNG-0525:R003,M4-FUNG-0525,R003,spyC,epoxidizes,geranylgeranyl-triacetate lactone terminal olefin,,S003,Deletion accumulates unepoxidized intermediate.,156,mapped_triplet
M4-FUNG-0525:R004,M4-FUNG-0525,R004,spyD,cyclizes,epoxygeranylgeranyl-triacetate lactone to sartorypyrones F and D,,S003; S006,Promiscuous bifurcating cyclization.,157,mapped_triplet
M4-FUNG-0525:R005,M4-FUNG-0525,R005,spyB,acetylates,sartorypyrones D/F to sartorypyrones A/G,,S003,Metabolite-resolved deletion phenotype.,158,mapped_triplet
M4-FUNG-0525:R006,M4-FUNG-0525,R006,spyE,supplies,GGPP for the diterpenoid branch,,S003,Deletion diverts flux to FPP-derived shunts 9–11.,159,mapped_triplet
M4-FUNG-0526:R001,M4-FUNG-0526,R001,Ma_OvaA,generates,"octanoyl-, 2-octenoyl-, hexanoyl- and 2-hexenoyl starter units",,S003,,155,mapped_triplet
M4-FUNG-0526:R002,M4-FUNG-0526,R002,Ma_OvaB,extends/cyclizes,starter units to ACP-bound resorcylyl thioesters,,S003,,156,mapped_triplet
M4-FUNG-0526:R003,M4-FUNG-0526,R003,Ma_OvaC,hydrolyzes,resorcylyl thioesters to olivetolic acid and analogs,,S003,,157,mapped_triplet
M4-FUNG-0527:R001,M4-FUNG-0527,R001,DrcA,produces,"CJ-20,557",,S003,,155,mapped_triplet
M4-FUNG-0527:R002,M4-FUNG-0527,R002,DrcA SAT domain,forms,depside ester bond,,S003,,156,mapped_triplet
M4-FUNG-0527:R003,M4-FUNG-0527,R003,DrcB,converts,"CJ-20,557 to duricamidepside",,S003,,157,mapped_triplet
M4-FUNG-0528:R001,M4-FUNG-0528,R001,LtbA,produces,luteodiene A / gem-dimethylated polyketide chain,,S003,,155,mapped_triplet
M4-FUNG-0528:R002,M4-FUNG-0528,R002,LtbA cAT domain,offloads,polyketide chain using glucinol to form luteodienoside A,,S003,,156,mapped_triplet
M4-FUNG-0528:R003,M4-FUNG-0528,R003,LtbB,supports,glucinol-dependent luteodienoside A production,,S003,,157,mapped_triplet
M4-FUNG-0528:R004,M4-FUNG-0528,R004,A. nidulans host enzymes,convert,luteodienoside A to luteodiene A and luteodienoside B,,S003,,158,mapped_triplet
M4-FUNG-0529:R001,M4-FUNG-0529,R001,PbpsA,produces in heterologous host,"3,6-dialkyl-α-pyrone",,S003,,155,mapped_triplet
M4-FUNG-0530:R001,M4-FUNG-0530,R001,EstB1,cyclizes,indole-diterpene precursor to emindole SA architecture,,S003,,155,mapped_triplet
M4-FUNG-0531:R001,M4-FUNG-0531,R001,MollD,forms/oxidizes,depsidone ether and C-3 hydroxylated intermediates,,S003,,155,mapped_triplet
M4-FUNG-0531:R002,M4-FUNG-0531,R002,MollC,decarboxylates,depsidone intermediate,,S003,,156,mapped_triplet
M4-FUNG-0531:R003,M4-FUNG-0531,R003,MollF,prenylates,aromatic depsidone precursor to mollicellin Z,,S003,,157,mapped_triplet
M4-FUNG-0532:R001,M4-FUNG-0532,R001,sclA,required for,sclerotiorin-like azaphilone production,,S003,,155,mapped_triplet
M4-FUNG-0532:R002,M4-FUNG-0532,R002,sclI,required for,sclerotiorin-like azaphilone production,,S003,,156,mapped_triplet
M4-FUNG-0533:R001,M4-FUNG-0533,R001,Clz14+Clz17+Clz11,produce,L-731.120,,S003,,155,mapped_triplet
M4-FUNG-0533:R002,M4-FUNG-0533,R002,Clz2,produces,squalestatin tetraketide side-chain precursor,,S003,,156,mapped_triplet
M4-FUNG-0533:R003,M4-FUNG-0533,R003,Clz6,acylates,tricarboxylic core with tetraketide side chain,,S003,,157,mapped_triplet
M4-FUNG-0534:R001,M4-FUNG-0534,R001,fructose/glucose condition,correlates with,cristazarin production and crz1-crz9 induction,,S003,,156,mapped_triplet
M4-FUNG-0534:R002,M4-FUNG-0534,R002,crz7 / PKS22,candidate initiator for,cristazarin pathway,,S003,,157,mapped_triplet
M4-FUNG-0535:R001,M4-FUNG-0535,R001,DesB,cyclizes,indole-diterpene precursor to emindole DA/DB architecture,,S003,,155,mapped_triplet
M4-FUNG-0535:R002,M4-FUNG-0535,R002,DesM,functionally substitutes for,PaxM methyltransferase role in heterologous pathway,,S003,,156,mapped_triplet
M4-FUNG-0536:R001,M4-FUNG-0536,R001,MilA / CCM_09346,functions as,highly reducing polyketide synthase in the cordypyrone module,,S002; S003,,154,mapped_triplet
M4-FUNG-0536:R002,M4-FUNG-0536,R002,MilB / CCM_09345,functions as,trans-acting enoyl reductase in the cordypyrone module,,S002; S003,,155,mapped_triplet
M4-FUNG-0536:R003,M4-FUNG-0536,R003,three-gene module,produces in A. nidulans,cordypyrone A and cordypyrone B,,S003,,156,mapped_triplet
M4-FUNG-0537:R001,M4-FUNG-0537,R001,PKS21/six-gene locus,correlates with,biruloquinone-producing chemotype,,S003,,154,mapped_triplet
M4-FUNG-0538:R001,M4-FUNG-0538,R001,SidC,synthesizes,ferricrocin,,S003,,154,mapped_triplet
M4-FUNG-0538:R002,M4-FUNG-0538,R002,SidC A3,loads,L-AHO onto downstream T domains,,S003,,155,mapped_triplet
M4-FUNG-0538:R003,M4-FUNG-0538,R003,SidC C3,selects,three-residue peptidyl intermediate,,S003,,156,mapped_triplet
M4-FUNG-0540:R001,M4-FUNG-0540,R001,AtnH+AtnG,construct,hexaketide arthripenoid core,,S003,,154,mapped_triplet
M4-FUNG-0540:R002,M4-FUNG-0540,R002,AtnF,farnesylates,decarboxylated aromatic polyketide,,S003,,155,mapped_triplet
M4-FUNG-0540:R003,M4-FUNG-0540,R003,AtnI,cyclizes,bis-epoxidized meroterpenoid precursor,,S003,,156,mapped_triplet
M4-FUNG-0540:R004,M4-FUNG-0540,R004,arthripenoid B-derived oxidized intermediate,diversifies spontaneously/chemically to,arthripenoids A/C/D/E/F,,S003,,157,mapped_triplet
M4-FUNG-0542:R001,M4-FUNG-0542,R001,AncC,converts,FPP to (+)-albicanol,,S003,,154,mapped_triplet
M4-FUNG-0542:R002,M4-FUNG-0542,R002,AncA,converts,FPP to (R)-trans-gamma-monocyclofarnesol,,S003,,155,mapped_triplet
M4-FUNG-0543:R001,M4-FUNG-0543,R001,FnsA,synthesizes,naringenin from p-coumaric acid + malonyl-CoA,,S003,,154,mapped_triplet
M4-FUNG-0543:R002,M4-FUNG-0543,R002,FnsA A domain,activates,p-coumaric acid and p-hydroxybenzoic acid,,S003,,155,mapped_triplet
